name;class;mean_psEntire;std_psEntire;peak_psEntire;min_psEntire;peak_frequency_psEntire;Q1_psEntire;Q2_psEntire;Q3_psEntire;Q_range_psEntire;amplitude_psEntire;spec_centroid_psEntire;kurtosis_psEntire;skewness_psEntire;coef_var_psEntire;flatness_psEntire;1st_moment_psEntire;2nd_moment_psEntire;rms_psEntire;crest_factor_psEntire;line_length_psEntire;nonlinear_energy_psEntire;Hurst_exponent_psEntire;Hjorth_activity_psEntire;Hjorth_mobility_psEntire;Hjorth_complexity_psEntire;Shannon_entropy_psEntire;Renyi_entropy_psEntire;spectral_entropy_psEntire;approx_entropy_psEntire
Z011;Z;4216.176466941025;7413.155770020788;66417.55635370902;27.17038203529979;1.2712472540883575;429.69138415763996;1246.041339869173;4847.269268690286;4417.577884532646;66390.38597167372;10.827915010980723;16.49428371001062;3.4863248005679606;0.5687424624195104;0.00540784776498677;63502489.03337014;506747750411.564;228.66320244340756;290.46018617773393;1001685.3535433009;28365914637.1813;0.5449352100610643;54954878.4705925;0.2674741536036276;1.638476760990905;10.441906704542241;3.1433271299920458;-23639727.363248833;0.022764191786972532
Z012;Z;4563.419757494588;7989.996997958068;60751.02250527612;11.816784934491018;2.2882450573590436;360.454518069202;1112.3904698935762;4973.697860944309;4613.2433428751065;60739.20572034163;10.237762233997223;11.628408102219865;3.0520309476562253;0.5711416110244874;0.004836263613553782;64986416.17355642;619163468115.1965;246.71071477911758;246.24395644780603;1126049.1354318743;29791022289.770393;0.5328821135135412;63840052.02737894;0.2677385046815648;1.5319227226790506;10.441906704542241;3.1433271299920458;-25921733.9892735;0.03510806915361453
Z013;Z;3137.7063510165844;5011.066946343095;29783.97442955899;12.43420602739862;1.6102465218452529;231.74605423521393;791.07217571963;3457.867716189098;3226.1216619538836;29771.540223531592;10.786123381876635;5.8400853528193295;2.341880715394067;0.6261553446829073;0.005986738505954861;47076569.782884456;307588105455.41907;158.524815860697;187.8820944711365;776649.4874714097;14120746888.470383;0.5286412144177733;25110791.94073231;0.2794324539179473;1.6635357212981898;10.441906704542241;3.1433271299920458;-16988534.902422935;0.06902630954558031
Z014;Z;4865.273469518777;11989.309081056108;106765.50055860537;6.254564958716605;1.6949963387844766;241.74677756816902;1246.1446679161481;3966.029025854321;3724.282248286152;106759.24599364666;8.970171846414177;27.277939204698768;4.8851336420866645;0.40580098791566127;0.004226462127421053;60706493.69002397;677586320982.847;346.92281679857115;307.7500106330426;1290404.344789395;92083841360.35626;0.5213641231272088;143743532.24109447;0.3069624752063774;1.6904934325702374;10.441906704542241;3.1433271299920458;-28688219.13007952;0.06796263231247046
Z015;Z;1970.9526740846775;4110.585347038577;44139.63012522189;12.851651850105139;1.016997803270686;278.44679306265266;832.7372982641922;1809.3435148748815;1530.8967218122289;44126.778473371785;11.544092070521137;31.914755039970075;5.139710003914743;0.47948224101577824;0.008912774706679982;31649227.058556236;99242945602.35583;122.22937018218188;361.1213087282715;464456.8800601912;7076476441.549644;0.5246003657751811;16896911.895288263;0.2385933223876916;1.504580119417724;10.441906704542241;3.1433271299920458;-10173889.86479412;0.06678758543220376
Z016;Z;5327.128507783902;9753.692496363801;71983.10608967187;5.554593914531123;1.99162069807176;544.4479046073849;2497.8185844524664;5215.8881807933085;4671.440276185924;71977.55149575733;12.486493838239078;16.361610521399868;3.8309244689229858;0.5461653122414786;0.0049529459252359185;92525365.78754044;803494599145.2574;297.98365701916566;241.56729536694718;1163783.6112122387;37495768538.32572;0.523373337711588;95134517.31362352;0.23008100125454495;1.5351827272915142;10.441906704542241;3.1433271299920458;-30493074.506462518;0.012622097088831552
Z017;Z;2515.5407504035934;4320.183107753777;32485.481846437837;27.457713722347442;3.008618501342446;281.6958545768613;745.7744354812077;2895.8902169985213;2614.19436242166;32458.02413271549;11.061759657049109;13.592571430817667;3.3118337959398416;0.582276419230646;0.007449592740491696;38706393.299172215;186276770900.08127;134.04058355003647;242.35556863501134;635069.8158044231;8870880042.656534;0.5197450468988647;18663982.084521085;0.26694333889590083;1.6096973312403666;10.441906704542241;3.1433271299920458;-13264527.657480493;0.052604918778874854
Z018;Z;7843.930828979877;21157.37957532505;248210.65724481991;115.59030168287734;1.3559970710275813;1454.412804294901;2852.0310498334447;7392.138720050096;5937.725915755194;248095.06694313703;11.694986935793054;85.35802415846251;8.578554654743076;0.37074207611834503;0.004237440978588837;127602923.98112601;1687123158223.3416;605.0125874861453;410.2570134551191;1895753.9166318248;140518068486.4132;0.5147260802318174;447634710.4943816;0.2328998759113926;1.2261643784210903;10.441906704542241;3.1433271299920458;-47569860.207123935;0.0012749847751036825
Z019;Z;2702.945267648572;5486.538923332524;57408.53052924874;3.9354687298140703;2.7119941420551625;215.25730811124993;674.7651848529291;3573.5786189966193;3358.3213108853693;57404.59506051893;10.856804473537622;45.34932008209876;5.796904354122416;0.49265034029992866;0.006585571589316357;40819379.4484863;246151158568.3491;163.99054538936178;350.07219710711985;799845.466939187;17261510974.12751;0.5428258092518813;30102109.35724281;0.38145609017919024;1.5486486321191733;10.441906704542241;3.1433271299920458;-14543576.131026119;0.08827248854662706
Z020;Z;1833.2248211521592;2787.84811477843;32166.88629960122;15.417856226361602;1.016997803270686;400.94735792275094;1034.9693422245255;2047.5782185747132;1646.6308606519624;32151.46844337486;14.787674903944776;26.45563887185283;4.375342490488891;0.657577007669178;0.010587175074255337;37708803.559327245;83915841074.3868;89.46204893600918;359.55901616572294;389198.0489062577;2458731275.1161237;0.5450674663084323;7772097.111073646;0.21090106335518638;1.3530655214307;10.441906704542241;3.1433271299920458;-9038574.785924576;0.029200338812049864
Z021;Z;2357.692580234932;4699.993550408422;40677.21492662261;1.898356928550515;1.483121796436417;306.9470093170886;970.0607882963013;1985.0465220635297;1678.0995127464412;40675.31656969406;11.175670963004467;18.565806252704213;4.101150178904591;0.5016374075726235;0.0078090927793319055;36651175.94349405;136380455250.96915;140.9851690217616;288.5212338919417;508615.3233132926;9955960644.474913;0.5275010757041738;22089939.37388077;0.22957627852181392;1.6451893485337887;10.441906704542241;3.1433271299920458;-12442160.855896989;0.05282979663561793
Z022;Z;2184.3781339476964;3936.7167241162583;33042.17172470357;5.426872964251251;2.6696192335855504;254.98121658996007;942.1039469479103;2313.199282474315;2058.218065884355;33036.74485173932;12.319671909492222;19.319806914607717;4.029621731416113;0.5548730800380515;0.008132600984343477;37432953.31367772;138709039513.36218;120.71333153293833;273.7242962736684;511260.32830777665;6870678476.990657;0.5301674003799871;15497738.565936645;0.25847356839219926;1.4973715462765098;10.441906704542241;3.1433271299920458;-11300910.227650193;0.09923331631313559
Z023;Z;6125.38195268069;8797.51952182636;80987.72794161185;138.23901107812316;2.6272443251159388;1660.8087434701897;3160.3448835088443;7211.159357178143;5550.350613707953;80849.48893053373;15.789361048741196;22.83267057542107;4.171744776508937;0.6962623882202043;0.005576619125963422;134531771.29233542;1037071371922.5022;287.4272374439991;281.76775681320424;1402552.0934399546;41174885395.58168;0.5227952176024002;77396349.73691589;0.3189159834946517;1.4323408929559616;10.441906704542241;3.1433271299920458;-34464533.695297815;0.0007196833703932981
Z024;Z;3413.1823185219255;3271.87248685871;28973.057416418706;229.47508138394605;5.381613375640713;1501.6567159434899;2448.4803544778424;4176.358229583851;2674.7015136403616;28743.58233503476;20.55145639592037;12.716120266899349;3.006222478494912;1.043189284494056;0.008712705688989646;97572901.81828776;369216357010.3703;126.77202095949676;228.54457314106796;878266.3465376023;8978317228.618687;0.5553147155004875;10705149.570263;0.3634556319375434;1.5880371056404885;10.441906704542241;3.1433271299920458;-17450450.013561018;0.004266986993346045
Z025;Z;5984.3320457855;12033.314822710718;127303.19874489975;21.954278180224595;1.3136221625579694;719.3566563205864;2733.98810638128;6685.7553489372;5966.398692616614;127281.24446671952;13.6028673238654;49.02296647231178;6.179714292996042;0.49731367739927734;0.004658978787542732;113233068.10351963;1125635834038.4033;360.33862145377066;353.28768876147797;1236248.7641307828;45506831683.29204;0.547046379285874;144800665.62246948;0.2027004020302761;1.4407779350438563;10.441906704542241;3.1433271299920458;-34680644.70869358;0.017522026389680256
Z026;Z;8075.684414393126;13918.742200934863;158210.23121302816;386.6113220900056;1.1017476202099097;2060.927237022938;3674.788911017479;8411.258256928028;6350.33101990509;157823.61989093816;14.423705617317;38.9691092251864;5.399665952605295;0.5802021689754924;0.0046889092529519;162025480.860322;1625771475551.6362;431.46221486830535;366.6838619027589;1825015.45495641;98060453767.51753;0.5254329425493929;193731384.4560851;0.2610400682196374;1.597713765881452;10.441906704542241;3.1433271299920458;-47344768.51437944;0.0007196833703932981
Z027;Z;4354.438883502814;3750.34651906244;28362.22566600171;102.04800127999991;49.0701440078106;1820.591873759482;3563.2173725465473;5437.513320402177;3616.9214466426947;28260.17766472171;26.096902550395324;6.869999919146954;2.1973041773172253;1.1610764129047448;0.007421781196868371;158069577.78135538;1220819347013.09;154.08699355850922;184.06631871386426;1081473.9030085881;12829870391.557762;0.4985998220217355;14065099.013043761;0.3727253756043192;1.5680238116361682;10.441906704542241;3.1433271299920458;-22850227.234056246;0.0036460904340991362
Z028;Z;3107.079202007444;7235.727841153437;63377.30122118171;1.6218813244780221;2.3729948742982674;258.64310457933846;1000.2334218948084;3370.968498900285;3112.3253943209465;63375.67933985723;11.094867000039425;30.725381080313923;5.287652806063197;0.42940796976025414;0.006054930360550701;47951429.03226196;299940815917.1776;211.13792303625135;300.170146176441;743229.8190132775;23031146319.49585;0.5312583242801777;52355757.39124297;0.2552959498534084;1.5676960272910636;10.441906704542241;3.1433271299920458;-17172490.7707749;0.05912326642579746
Z029;Z;4918.251104070297;6543.214077372773;63392.87886875105;317.6851265859503;1.2712472540883575;1633.0218422405037;3243.760188494466;5844.544194950852;4211.522352710348;63075.1937421651;17.53594234446835;31.174768068489968;4.83059711245453;0.7516567616331253;0.006695840182087602;119968419.40506299;652436188368.3892;219.47398782905003;288.8400556977543;1111044.868099411;21662282281.867218;0.5441368024685616;42813650.46232923;0.28390605283059683;1.459604145799981;10.441906704542241;3.1433271299920458;-26710836.899287343;0.0002776507023547481
Z030;Z;6331.67699028892;7433.036149952566;66692.09627282465;46.72459697185198;1.016997803270686;2299.74921734037;4343.283894057857;7306.251825461266;5006.502608120896;66645.3716758528;23.465046568601032;20.783893399377373;3.926991359836888;0.8518291667839293;0.005895854944841926;206665175.74934655;1853956240109.6318;261.8028518273139;254.74167224433066;1350966.9235039167;32828187615.661243;0.6121575914603714;55250026.40650167;0.27813722872621877;1.53982488472435;10.441906704542241;3.1433271299920458;-35125188.8810455;0.0007196833703932981
Z031;Z;2328.714476448321;3314.0300399596995;19045.25076911344;16.82428253501686;2.5848694166463266;244.52229692718277;859.4490536465746;2951.9617447179735;2707.439447790791;19028.426486578424;12.551120013934167;4.843594918689738;2.1920200200634956;0.7026835750941592;0.007987736361567745;40656113.04707545;165097347556.03687;108.60101897203874;175.36898778101684;543287.6033358533;5680226355.007061;0.513830961519224;10982795.105755288;0.26815485496510444;1.5209111803116484;10.441906704542241;3.1433271299920458;-11970375.640335795;0.05829187474944497
Z032;Z;1888.384220046664;2168.3339109555004;13536.762351568299;9.55430494228305;3.7289919453258484;416.53701493008043;1181.5371429811707;2470.171685804476;2053.634670874396;13527.208046626016;16.059574993405292;5.432898611330593;2.1837973201139813;0.8708917987702949;0.010571046659535892;42184367.365499765;104009777306.86765;77.09530319160963;175.58478650670278;459771.31068806426;3007140617.7550287;0.5361904883034345;4701671.9493995765;0.305865879348175;1.574238947544308;10.441906704542241;3.1433271299920458;-9193629.58255724;0.0316561804679214
Z033;Z;5127.738365398228;5724.624182328787;42306.68308913031;130.35133817202558;1.483121796436417;1812.386364251361;3336.307095292804;6005.810409290037;4193.424045038675;42176.331750958285;18.584793908130226;9.113504774217512;2.758056190241688;0.8957336240913294;0.006554164322387085;132559463.38341244;769220803861.2814;206.06376134679397;205.3087006304349;1241873.965795298;28195848060.852512;0.5492113803901629;32771322.02890354;0.3934165961393885;1.7436680776853704;10.441906704542241;3.1433271299920458;-27812965.07549472;0.0012749847751036825
Z034;Z;4946.992513582767;7802.006265428715;71288.89607642844;142.58492337710393;1.1441225286795218;1218.2305218715017;2802.5618292142544;5621.323000316697;4403.092478445195;71146.31115305134;15.41661399107685;26.26991491590366;4.607685021071344;0.6340667189032222;0.006227091404570609;106085830.73212567;654324023239.3666;247.69829967144335;287.80535098944483;1129117.030096986;25510743632.017635;0.5472582050740552;60871301.76578893;0.26351552665987354;1.4672011785854517;10.441906704542241;3.1433271299920458;-27352937.835319933;0.0012749847751036825
Z035;Z;7031.592351642929;20963.611612227163;293365.6727383789;1.4537439816226336;1.1441225286795218;375.8630244996675;1732.5374987767063;5169.013984604593;4793.150960104926;293364.2189943973;10.21549238972848;83.17600311395836;8.113018677084918;0.335418938382817;0.0033663377528395455;99917168.81483093;1924109134652.1628;592.8621088468975;494.8295199856305;1645837.6691563241;138308362374.05164;0.5308356358303639;439473011.8283056;0.21304165928152022;1.3507125084337361;10.441906704542241;3.1433271299920458;-43512299.61543467;0.03415582348246904
Z036;Z;6170.943768281022;10174.211843307536;89649.61437580455;22.681511536425727;1.7797461557237004;732.1295029635745;3426.584144014574;7516.7749816734395;6784.645478709865;89626.93286426812;13.677211958531254;25.94684478464448;4.508995747963746;0.6065279417530695;0.004804721348360194;117402216.51101336;1074877720217.69;319.05135899916354;280.9880348324722;1385949.0441320643;47773026465.34307;0.5467768121182095;103514586.63249934;0.25038903953691005;1.4926867065779799;10.441906704542241;3.1433271299920458;-35347858.26280131;0.0032696529205988867
Z037;Z;5377.311132604161;8682.371640913345;79284.29821803802;11.728918966944278;2.500119599707103;628.0682565781452;3472.685503918687;6575.945201739254;5947.876945161109;79272.56929907108;14.995352063854307;26.443343001841424;4.602824064825402;0.6193366691728589;0.005221677074950417;112162830.96408302;914578467382.4863;273.8272193008305;289.54133347472356;1239921.95352958;35376101689.88772;0.5764543748140851;75383577.3109363;0.26314002550095283;1.5089558409284674;10.441906704542241;3.1433271299920458;-30255192.00876911;0.016611433379824625
Z038;Z;1250.0771278598477;1681.9594102269557;17033.717252362007;15.87064144763556;1.483121796436417;323.16900300409424;790.595259065626;1452.1420555341067;1128.9730525300124;17017.84661091437;16.424580356392813;26.027990385588346;4.222803125613427;0.7432266915948751;0.01370829488383727;28560001.203367915;43235144554.841156;56.18906337942878;303.1500478542978;337761.8498387978;2784896206.8945513;0.5468431449414911;2828987.457651009;0.4148583989645682;1.7930057830131199;10.441906704542241;3.1433271299920458;-5798839.817488423;0.021220948206973844
Z039;Z;8127.815116644314;20620.1778577536;184291.24315326434;15.98068143117494;1.2288723456187456;457.3574859408745;1642.5678282851663;6298.6384535501675;5841.280967609293;184275.26247183315;9.93112801108715;31.42833572906627;5.2176800055379955;0.3941680412610065;0.0031117724405622356;112279255.9720169;2266477184268.8984;594.2772334812939;310.10988267829254;1697356.6757115175;132663524118.9549;0.5211070052743092;425191734.8853918;0.1987062798317575;1.483807629744278;10.441906704542241;3.1433271299920458;-50644754.86505482;0.027957109647372747
Z040;Z;2787.2532872155493;3562.890242493121;34024.12202683788;54.197149580786615;2.076370515010984;863.4756843934979;1691.3070531626477;3319.4685317650838;2455.992847371586;33969.92487725709;17.068729779546103;17.72674266974986;3.6764124118692725;0.782301192995824;0.008927857298737291;66176648.60260764;224801111104.33112;121.28881279269089;280.52151920220825;644317.9312762449;10043712797.351135;0.5512470738296197;12694186.880052691;0.3683194213544566;1.715231343568741;10.441906704542241;3.1433271299920458;-14220702.144157985;0.005264321066095867
Z041;Z;5862.483570151596;11111.552832994503;103780.0734581589;25.60579121172618;1.0593727117402978;591.3677520870708;1838.967628959045;6963.784690888432;6372.4169388013615;103754.46766694718;11.813288932700463;29.64795641572976;4.764651660718219;0.527602546490497;0.004519676531101382;96334000.27787751;1010248569290.3536;336.85153638276;308.0884670219671;1245917.9620524605;41158755205.401306;0.5376587607992054;123466606.36042817;0.19996893655149173;1.4674402316193815;10.441906704542241;3.1433271299920458;-34010246.159241185;0.008256323284339118
Z042;Z;1370.4849657693803;2188.1333614915093;29365.242938847525;7.299523413896246;1.0593727117402978;314.17227132855146;753.7733986686828;1634.5513124779334;1320.379041149382;29357.943415433627;15.422729098791226;57.937182026367104;6.190170126285684;0.6263260685515115;0.012391111558236247;29401036.140189;52195351502.97017;69.22678974022202;424.18900326076783;391983.130203484;5497297548.958159;0.545745644589847;4787927.607672132;0.5666090552109808;1.7882054378186203;10.441906704542241;3.1433271299920458;-6518960.198331588;0.042296942202436405
Z043;Z;2799.088313528593;2996.328910896185;20139.80002374454;31.89689778465574;2.6696192335855504;664.9786174646537;1793.0673440787396;3765.7930670668025;3100.8144496021487;20107.903125959885;16.362724873239202;4.716126160415026;1.954106714672534;0.9341725814377974;0.008636293552619263;63708790.35050296;224762208000.02972;109.940452901502;183.1882577542974;603654.031907446;5845081507.903181;0.5369974166495808;8977986.942272319;0.30806682845060346;1.5740973650532166;10.441906704542241;3.1433271299920458;-14219679.861368837;0.009046691837338194
Z044;Z;5400.592940058388;6734.228674185254;47249.47762228494;101.47943062534132;1.3983719794971932;1258.6822161485713;2758.1908487968863;6866.781201206362;5608.098985057791;47147.9981916596;15.60797040405847;7.580744278948197;2.5234508118565513;0.801961620454147;0.005860311865428387;117250582.02896263;842885893117.49;231.4525133863519;204.1432902628013;1211325.5670126425;21337582120.785732;0.5540034383220809;45349835.836218886;0.25381060257083377;1.4741079556206869;10.441906704542241;3.1433271299920458;-29871160.35235116;0.004266986993346933
Z045;Z;4447.310082830843;7200.827951208515;65396.39412196584;63.339283408136666;1.1017476202099097;829.6976038614192;2195.6790355816156;5402.375539617606;4572.677935756186;65333.0548385577;14.049000255641664;26.742428226484083;4.5767659893533335;0.6176109348765167;0.006169079829004793;86910042.3424361;531373301191.06775;226.92659491415884;288.1830318156574;1021694.3874830839;24784026744.247337;0.5414273682937194;51851923.18290581;0.2592310585950862;1.5658295201315198;10.441906704542241;3.1433271299920458;-24475906.93625529;0.006261655138842137
Z046;Z;4116.68225192105;7104.928980787361;65221.66199491681;15.71529869042069;1.3983719794971932;414.5987936885196;1907.1954580456058;4951.272226881514;4536.673433192995;65205.94669622639;13.66014788446392;22.12089981597774;4.276731476262373;0.5794121606356779;0.00584855353992643;78222173.30123399;518971344036.7996;220.16771691054115;296.2362643812025;1227615.116564177;36403397553.145195;0.5590212875649573;50480015.822032124;0.3593775281865715;1.6680928935033268;10.441906704542241;3.1433271299920458;-22719775.118011877;0.017607331406391147
Z047;Z;4728.557805526338;8443.505255650189;96651.32537207038;11.944826013938297;1.2288723456187456;557.604742089121;1991.8038027681619;5787.029291534651;5229.42454944553;96639.38054605645;12.762453966342395;41.66268652739658;5.382058656096044;0.5600230783728241;0.005274660876544197;83944069.83642448;652115114575.1478;259.47472228376864;372.4884047331973;1124224.80507157;41548187235.714935;0.5548836063635818;71292781.00219235;0.305940266242272;1.5912684434606985;10.441906704542241;3.1433271299920458;-26552149.740432374;0.02359277188906095
Z048;Z;5162.981980099121;6796.126838271246;58644.47656693123;12.866661125222233;2.1187454234805956;925.3797828708326;2628.1092769880283;6821.486770929154;5896.106988058321;58631.60990580601;15.295167267040902;11.719753528548852;2.9375859078918336;0.7596947648217298;0.005544795309620089;109845424.11842674;832643454290.5842;228.840296558633;256.26813742528714;1507790.2456487908;42963955947.83862;0.56119816215176;46187340.00187072;0.40021345298676714;1.7486605824008399;10.441906704542241;3.1433271299920458;-28586028.31505048;0.015030696273826472
Z049;Z;2696.5834255515015;3118.4627839072996;18069.611319857497;20.97867797479642;1.5678716133756407;540.9057221369628;1422.5493937554752;3578.64430708411;3037.7385849471475;18048.6326418827;16.30462155435138;3.2340647732199166;1.8368894864310668;0.8647156026575371;0.008526669893377832;61157780.19050499;248652168897.08957;110.53875094514711;163.46856794884735;608833.3810843189;5973998517.406984;0.5363565295521636;9724810.134614864;0.2989739737023475;1.4856154515123166;10.441906704542241;3.1433271299920458;-13752114.98056277;0.013242275624989475
Z050;Z;6418.46853977217;11517.72531201774;115772.41969042589;35.94716877732782;1.440746887966805;725.1093580179867;3102.0509158981413;7795.964906249529;7070.855548231542;115736.47252164855;13.57036415634295;39.77831236015451;5.519669098821017;0.5572687632231564;0.00451673709994939;121157428.97633813;1288178476590.4429;353.5327865576261;327.472936294566;1465863.06285302;62627302415.15171;0.5677396492058167;132657996.36309414;0.2360248948950822;1.5788324673449692;10.441906704542241;3.1433271299920458;-37133160.27243558;0.014992484724736244
Z051;Z;3979.040447357063;5314.937622492855;51094.306932197964;90.42979074517955;1.016997803270686;1004.9613203359166;2283.3021784618822;5091.5551839043665;4086.5938635684497;51003.87714145279;17.214245250437376;23.897162090489193;4.165457904379943;0.7486523323468058;0.007148366003148678;95278183.76800041;514861817541.8509;178.0179330312783;287.0177518757087;916203.5958456567;14969069826.285324;0.5799240362056677;28248561.93099;0.2840691989393896;1.4132992126614363;10.441906704542241;3.1433271299920458;-21230952.77636309;0.0022723188478499523
Z052;Z;4342.482877180877;4068.7481287283986;32445.068011895008;63.41895760102568;1.2712472540883575;1751.990915429687;3249.234350869427;5865.222763843299;4113.231848413612;32381.649054293983;24.53969643916098;12.204273753436617;2.726389385790746;1.0672773884723183;0.007322930657184842;148229427.33319786;977600330158.3649;159.55516180162064;203.34702836022856;929468.04333908;9992466313.453365;0.5797067953592693;16554711.335030846;0.2871127518846072;1.5045136333036746;10.441906704542241;3.1433271299920458;-22879816.473897625;0.0002776507023547481
Z053;Z;2473.5499214237566;3965.634495916845;40041.98852714045;5.493133594603837;2.3729948742982674;370.51158399739074;1397.2037049537935;2974.2361761193297;2603.724592121939;40036.49539354585;14.597660338114576;26.947710911264654;4.553356291153003;0.6237463195285923;0.008118629798858704;50226285.84099877;192372501881.44482;125.31686988786096;319.52592306982916;614160.0260683715;9358558953.336042;0.5596434616977569;15726256.95520565;0.3308520367785344;1.4635151277668086;10.441906704542241;3.1433271299920458;-12751480.13571055;0.04990434706392666
