name;class;mean_psAlpha;std_psAlpha;peak_psAlpha;min_psAlpha;peak_frequency_psAlpha;Q1_psAlpha;Q2_psAlpha;Q3_psAlpha;Q_range_psAlpha;amplitude_psAlpha;spec_centroid_psAlpha;kurtosis_psAlpha;skewness_psAlpha;coef_var_psAlpha;flatness_psAlpha;1st_moment_psAlpha;2nd_moment_psAlpha;rms_psAlpha;crest_factor_psAlpha;line_length_psAlpha;nonlinear_energy_psAlpha;Hurst_exponent_psAlpha;Hjorth_activity_psAlpha;Hjorth_mobility_psAlpha;Hjorth_complexity_psAlpha;Shannon_entropy_psAlpha;Renyi_entropy_psAlpha;spectral_entropy_psAlpha;approx_entropy_psAlpha
Z011;Z;10379.906683010166;4818.393374637147;22833.546408445305;2559.860127277741;11.94972418843056;6851.6816780044555;9265.266296038035;13569.879524218712;6718.197846214256;20273.686281167564;10.303694974883813;0.019780107678078807;0.8484706620922512;2.1542256673453593;0.005105482799320102;10053430.878972506;131007087342.3613;1180.3325237422223;19.34501163795095;132266.31068090769;2356218469.231931;0.5332825023806282;23216914.71274715;0.41041402016096945;1.4769949709944625;6.554588851677637;1.9731278535996983;-3962100.204049442;0.010810916104217583
Z012;Z;10844.9988090129;3637.211978089117;20470.90138814456;5393.351458488856;11.94972418843056;7967.828516802285;10174.239718782355;13163.856168444421;5196.027651642136;15077.549929655705;10.171239482202589;-0.1579663327378591;0.6915750364144952;2.9816790647188345;0.005092647070958158;10368865.526643176;127785479856.11409;1179.8093523461619;17.351024847731754;163710.25596303985;2970826775.6552076;0.5687139134790132;13229310.973554946;0.6328771925943826;1.5970068020466355;6.554588851677637;1.9731278535996983;-4137688.946838329;0.010810916104217583
Z013;Z;7542.112150272447;3017.69391477309;16959.838222524046;2804.147101433148;11.94972418843056;5203.669641916923;7268.179008127519;9529.74524056058;4326.075598643657;14155.691121090898;10.089198530299168;-0.11183607102110482;0.5961870862570473;2.499296603061733;0.006179188629132871;7152823.481256746;63250129031.014656;837.8666694987161;20.24169099920263;150634.23032881776;2156645046.5876303;0.5228795797878839;9106476.563258538;0.7326668321299269;1.7211205643265493;6.554588851677637;1.9731278535996983;-2773224.869156171;0.010810916104217583
Z014;Z;5832.120448332715;2924.585662553761;14642.673264820685;506.94033955667373;9.830978764949965;3769.8345590010126;5679.799932909536;7440.795223030823;3670.9606640298102;14135.732925264012;10.084026710608594;0.18072938311817932;0.4979688994848332;1.9941698145507838;0.006902392444781479;5528258.287764524;40667569370.0886;672.9328490848102;21.759486529353925;88827.10692243099;827646687.7801291;0.5704588187490524;8553201.29761502;0.4466477024851376;1.444829295259425;6.554588851677637;1.9731278535996983;-2095750.7254660407;0.010810916104217583
Z015;Z;2736.457989432225;1407.5468459314548;6274.890915678152;714.8902452574682;10.975101293629486;1700.2805302874044;2278.0596994276966;3315.9659173180894;1615.685387030685;5560.0006704206835;9.953112235542125;-0.20407617012474066;0.9999037841033618;1.9441327990908561;0.010787555477133896;2560209.708686499;8854853615.682882;317.3928107120449;19.770110424369555;50616.88965555847;230899873.25691515;0.5869852123448979;1981188.1234915864;0.5596860472903539;1.442893773548451;6.554588851677637;1.9731278535996983;-897682.4746529358;0.010810916104217583
Z016;Z;4802.5766521591595;1784.940413037124;8933.940722059493;1920.8531957944972;8.347856968513547;3726.7563204938024;4518.969976262451;5803.182128526414;2076.4258080326117;7013.087526264996;9.85674919147542;-0.3466005643233938;0.6514167173742046;2.6906089509102697;0.00802425395449285;4449752.592117841;23958261276.97695;528.4537337380395;16.905814363094553;65381.872803244725;421662942.47568196;0.5991976774357093;3186012.2780931387;0.5658680371142992;1.2664708881269737;6.554588851677637;1.9731278535996983;-1675130.7420087683;0.010810916104217583
Z017;Z;5076.50271738092;2113.9782553505324;10016.848363249586;942.1384205131981;8.771606053209666;3805.7673396714854;4554.360208100281;6368.034991263323;2562.2676515918374;9074.709942736388;9.69053220507947;-0.21545589499045414;0.4762503033141566;2.4013977932517343;0.00767420825518199;4624237.228763606;26869736434.748306;567.1858855458719;17.660609367260886;75608.19417234512;627523823.0705466;0.5147229699416331;4468904.064094881;0.5218259767885866;1.5159268812366113;6.554588851677637;1.9731278535996983;-1786506.540116786;0.010810916104217583
Z018;Z;9457.253870078008;4562.041771993096;22305.33565323613;2852.327834990955;8.729231144740055;6354.216878040093;8345.469815448454;10742.156913485233;4387.940035445139;19453.007818245173;9.70213543880511;0.5451811714755119;1.086408612938805;2.073030967874338;0.005377136180736378;8625022.445106098;97410725658.822;1083.0015220344276;20.595848851011183;118692.20075016154;1741912464.8744774;0.47547268244938684;20812225.129409906;0.40537457948237515;1.2543946291130856;6.554588851677637;1.9731278535996983;-3575802.7233139896;0.010810916104217583
Z019;Z;5580.360594469483;2585.170967443412;12549.445843206428;1897.4314277134795;9.9581034903588;3641.2214975401844;5177.35158998101;7243.007098544049;3601.7856010038645;10652.014415492948;10.04327134082691;-0.2931011555386833;0.6337641384676423;2.158604078703601;0.007232112304857252;5268237.109212027;35948271184.31451;634.3327311269201;19.783695886087706;101787.26314170106;1093453187.0213935;0.6001306391051995;6683108.930912306;0.6012040739420844;1.5907275849214386;6.554588851677637;1.9731278535996983;-1989344.868570349;0.010810916104217583
Z020;Z;2934.592070214838;953.9088180147153;5542.46976938523;646.0141363877375;10.932726385159874;2208.1563346753755;2881.7205600451393;3629.760126966624;1421.6037922912483;4896.455632997493;10.06152020149794;-0.3628783542726004;0.12773764656468162;3.0763863534906206;0.010638196582060468;2775486.995376492;9058827670.838058;318.2694671830782;17.414393590564046;44356.686183884645;231309681.1638894;0.5141006972468428;909942.0330862311;0.6746122735301873;1.6157394720551512;6.554588851677637;1.9731278535996983;-963106.9661360977;0.010810916104217583
Z021;Z;2161.039850266636;901.755019884613;5207.150054770464;782.7983742506474;8.686856236270442;1401.716261267906;1992.9055935614165;2705.2542682970275;1303.5380070291214;4424.351680519816;9.74706285475437;0.08098056231644568;0.7364287437862588;2.3964821959551266;0.012510899163150317;1979996.3777047202;4908207046.53003;241.52122831521206;21.55980280116228;27386.126115329313;99552436.3879355;0.5961525648801341;813162.115887099;0.49826764468523316;1.4230389392639982;6.554588851677637;1.9731278535996983;-684808.2658073122;0.010810916104217583
Z022;Z;2509.5520140333456;1039.8192499078914;4788.2541939183775;776.5586252407131;10.339477666585307;1639.2730795150628;2362.420110400932;3265.0489400468423;1625.7758605317795;4011.6955686776646;10.03054662195878;-0.7765801274144768;0.5534570406190007;2.4134502359478778;0.011490898963008426;2366184.7768372507;7003821842.353149;280.1799456659616;17.089924771514763;34527.14598692502;129258872.62054384;0.6532224860357668;1081224.07247901;0.5139892142183936;1.4551607641186308;6.554588851677637;1.9731278535996983;-810572.1466717288;0.010810916104217583
Z023;Z;9503.487640878428;3540.3708145679525;20352.582287690435;3674.0810494465086;10.84797656822065;6867.221729884983;9043.993791596502;11529.341569682476;4662.119839797493;16678.501238243927;10.057985385409571;0.23977889076313463;0.7069477751199876;2.684319846320443;0.005452549704016305;8985078.341423316;98025537940.21759;1046.0183007886742;19.457195225308244;139008.24490005572;2217133795.229802;0.5032352929796466;12534225.504644549;0.5708234203495983;1.535356376593365;6.554588851677637;1.9731278535996983;-3579721.127747294;0.010810916104217583
Z024;Z;3910.6722327258785;2336.439772142891;11794.023629728155;1130.0862615153237;8.64448132780083;2378.687245955102;3020.4660270255445;5069.744123272389;2691.0568773172868;10663.937368212832;9.680532344298351;1.4158037504711087;1.319217004916587;1.6737740383263393;0.008664056493217207;3558594.5694641178;18226809633.82192;469.8608680516141;25.10109786038318;60711.72057595353;539207753.4259652;0.47912285497351265;5458950.808851125;0.5232453144346418;1.5334251347289798;6.554588851677637;1.9731278535996983;-1345905.8609421833;0.010810916104217583
Z025;Z;4569.496490364626;2258.6468296184216;10466.722113633998;795.3236200472745;11.48360019526483;2779.1195816393097;4012.261368592018;6479.788732730884;3700.669151091574;9671.398493586723;10.193475186671044;-0.6513246873190122;0.621310530428106;2.0231124363681956;0.008043256779728343;4378430.614470551;25396079206.45811;525.7394354661394;19.908573349369973;78241.99518041726;593790983.3646739;0.5956630796373417;5101485.500945348;0.5141922105537143;1.5568046309085255;6.554588851677637;1.9731278535996983;-1594336.6475716757;0.010810916104217583
Z026;Z;12006.025887767919;4743.305630748478;26994.728673267313;3732.2347820262303;9.915728581889187;8535.516846340397;11869.971083683635;15349.147746334504;6813.630899994107;23262.493891241083;10.036590089125303;0.6487749873722501;0.5512664421276138;2.531151652960935;0.0047416477710791275;11326958.680885611;157588311867.85568;1331.4669798178043;20.274425939546187;145966.13087876895;2699285870.806753;0.5850701113207701;22498948.30669021;0.4565178310077303;1.3819704438306941;6.554588851677637;1.9731278535996983;-4642470.1861549895;0.010810916104217583
Z027;Z;8756.90137241239;4218.488598681414;22317.776379747233;1672.7826287160929;9.9581034903588;5474.35780706603;8519.11950599282;10971.20230911385;5496.844502047821;20644.99375103114;10.038670867384399;0.1568603261567625;0.5362763305784642;2.075838577624593;0.005543874596716252;8263319.1654047035;89421675505.14421;1002.5444634027994;22.261133739641892;153071.03751441857;2332747349.177762;0.5197783219472133;17795646.057205085;0.5699366527888947;1.498831576985903;6.554588851677637;1.9731278535996983;-3287549.8135833023;0.010810916104217583
Z028;Z;4924.184070325772;2110.66371626081;10910.690588943675;1270.2646444033803;10.000478398828411;3485.333408704666;4503.463484528428;6582.410246782278;3097.0768380776117;9640.425944540295;10.17688248412835;-0.25596262901393185;0.47826877559631376;2.3330026628066136;0.007802264776807554;4710607.205708686;27702172711.6009;552.5808892513843;19.744965490437185;82307.8230377866;700326491.245485;0.45451864287742577;4454901.323139893;0.5866634724709833;1.5253085011836656;6.554588851677637;1.9731278535996983;-1727660.675395562;0.010810916104217583
Z029;Z;7674.253247415923;3148.1651358794725;17364.11958707167;2290.3841204279342;9.74622894801074;5796.739461617002;7105.493079435171;8747.678709568265;2950.9392479512626;15073.735466643735;9.838151786205925;0.691026630230144;0.957313909049287;2.4376908186781128;0.006120004149195644;7097044.019622989;62651406671.5241;855.5519969291003;20.29580861174781;112858.5932670939;1443835033.385016;0.5236622059249885;9910943.722767018;0.5205420800592636;1.509912783977653;6.554588851677637;1.9731278535996983;-2827604.0543404245;0.010810916104217583
Z030;Z;5705.733577780946;1987.886352598507;11263.421531996812;1887.7932244645685;9.873353673419576;4208.346855711454;5425.766201991612;7118.763234923038;2910.416379211584;9375.628307532243;9.929692980837393;-0.2885932910563125;0.4789313381388528;2.8702513955702633;0.007295816719463625;5325681.16983505;34037076836.575897;623.1960161859558;18.07364174265824;78944.7083446611;713665051.9798524;0.5030476641842885;3951692.1508473963;0.6052573388240433;1.4479140815882625;6.554588851677637;1.9731278535996983;-2028717.451316159;0.010810916104217583
Z031;Z;5482.946682530846;1889.6301043907972;11629.671924002165;953.5649314715174;11.822599463021724;4413.215594250527;5282.242685543846;6733.653478548906;2320.437884298379;10676.106992530647;10.090233095591492;0.5783584269021289;0.21809527340577492;2.9015978681703465;0.007430249411755113;5200475.7472790135;32215931792.278633;598.1656912603906;19.442224945227746;92390.98249725535;891040817.8998191;0.48096300024822125;3570701.9314199756;0.7775005716555988;1.6654065918680148;6.554588851677637;1.9731278535996983;-1941094.3300752756;0.010810916104217583
Z032;Z;3184.822945871204;1296.5630426179657;6158.319329524597;736.7131473138071;10.508977300463755;1966.892505822991;3064.32194202782;4154.655806521864;2187.763300698873;5421.60618221079;10.064492142863589;-0.9088755515703895;-0.03849736112814082;2.4563579565252325;0.009964222054107418;3013040.798422446;11241858119.380598;354.66755365742944;17.363638895123938;65317.62687565317;383917461.5112214;0.5732577922313928;1681075.7234827566;0.7278575258199532;1.700836671076791;6.554588851677637;1.9731278535996983;-1060338.5054728116;0.010810916104217583
Z033;Z;4457.489970048013;2132.827453302826;8484.475476933847;930.6055165329635;9.152980229436174;2460.394478999083;4789.338386147294;6067.939716921699;3607.5452379226163;7553.869960400883;9.889595512081488;-1.0835116532824054;-0.04891610705588648;2.0899440145264876;0.008059908388320762;4143780.643475897;22414223240.207497;509.6741739607397;16.64686168223899;64695.3454011736;402911183.1628213;0.576933503521469;4548952.945562218;0.48200959878222865;1.253362262148396;6.554588851677637;1.9731278535996983;-1551932.5803874412;0.010810916104217583
Z034;Z;6199.400606833738;3116.2809965200718;15977.280728582282;2596.4312684943498;9.364854771784232;3972.7916042503007;5150.505860492021;7156.6644816257085;3183.872877375408;13380.849460087931;10.01256170705641;1.7463458095600366;1.4901193807828692;1.989358666229574;0.006840675125466444;5834756.825532461;45173441003.82987;715.6590113782097;22.325270100090513;116862.35325666047;1386838523.6303256;0.5470723654718049;9711207.24927213;0.5860296080003874;1.6843500623548;6.554588851677637;1.9731278535996983;-2237787.3544294904;0.010810916104217583
Z035;Z;4870.763804949023;2349.9740933585576;10772.581187956132;1811.9084836435763;8.729231144740055;2913.3916954007527;4642.78348958322;6403.082912264081;3489.691216863328;8960.672704312556;9.655933295193076;-0.5179737409752678;0.7199516801703442;2.072688298443231;0.007801222512045257;4420986.417339488;25781254349.45058;557.7950348323246;19.312795050594904;61977.623900716324;510800563.02654874;0.504887719558007;5522378.239456374;0.4034363206291373;1.4718596242187953;6.554588851677637;1.9731278535996983;-1710585.7096242316;0.010810916104217583
Z036;Z;7265.3087405344795;3290.6161437723335;14633.038371797893;1053.3686153191388;9.28010495484501;4920.652329710491;7453.487091396741;9658.848953551047;4738.196623840556;13579.669756478754;9.602781236353312;-0.6831566831093085;-0.005173946126490846;2.2078870409374436;0.006144365074182262;6558114.022292311;56322423482.47016;822.6375956882874;17.78795237233799;110099.01926666408;1560716274.5966923;0.4960018144184943;10828154.605655104;0.5183628057882442;1.6334799733672232;6.554588851677637;1.9731278535996983;-2670636.037397419;0.010810916104217583
Z037;Z;5693.661832588914;2724.883487781504;13545.841260956815;2025.8553998775565;9.28010495484501;3837.075743395795;4847.5550647618375;7390.8409029521235;3553.7651595563284;11519.985861079258;9.830162499471687;0.011936113095743828;0.9288429676472095;2.0895065268366673;0.007165200209178401;5261144.376950546;36422970910.668365;651.0447829635727;20.806312584667054;89255.2984801762;950836653.1704035;0.4767518996865137;7424990.021984294;0.5426888909986035;1.4860883056077758;6.554588851677637;1.9731278535996983;-2034786.0510196672;0.010810916104217583
Z038;Z;1334.1431644666782;731.1787705416729;3919.9812868086824;133.26360066035642;8.983480595557726;878.1925707433114;1197.0233501746652;1641.0833224162832;762.8907516729718;3786.717686148326;9.931249837065598;2.2803703237460535;1.2905429267651052;1.8246470196041338;0.015903450935504018;1245472.6539647968;2128158595.8224385;156.91712061589365;24.981221114833787;18155.291369172846;38433713.32083336;0.564162544577698;534622.3944908323;0.39274575927579103;1.1948418646675232;6.554588851677637;1.9731278535996983;-399624.1475142683;0.010810916104217583
Z039;Z;6141.936925933218;2797.5827660847995;13470.327674435772;1637.381209658502;9.915728581889187;3539.245613793746;6344.29948914508;7446.591918744818;3907.346304951072;11832.94646477727;9.83837972643234;0.05325554417220646;0.6440471665193491;2.1954442243468715;0.006856363039117673;5680110.526913989;41747069835.62123;696.1127517441522;19.35078425252958;90184.64361779677;757665773.2193857;0.5421140286869474;7826469.333094677;0.45629905259454645;1.3436712744194443;6.554588851677637;1.9731278535996983;-2212851.5558890346;0.010810916104217583
Z040;Z;4071.4135737365336;1602.732515576122;7630.930262797822;1067.9931486978217;8.686856236270442;2848.447823354197;3713.662411943098;5398.974847276026;2550.5270239218285;6562.937114100001;9.888737604308886;-0.7546359433569676;0.30934938340754975;2.5402951111109227;0.008740389030208044;3784547.207874397;17693488988.533882;451.3002492195739;16.908765895861713;45640.85171140658;246749787.6923246;0.5284667151337997;2568751.516484964;0.395739982294805;1.177596449869153;6.554588851677637;1.9731278535996983;-1394640.7618963367;0.010810916104217583
Z041;Z;6965.563845453846;2725.1665866506282;14454.864226789625;1917.4905524874073;8.263107151574323;4721.1386415577135;7226.514229087916;8236.7002606195;3515.5616190617866;12537.373674302218;9.823480715842392;-0.3395380715046503;0.2754020201022813;2.556013962439957;0.0064459031675572495;6432051.718413774;50598496927.50356;771.4700847062772;18.736778668861856;90086.37476249495;1069743306.3166502;0.48890042653964344;7426532.924997035;0.503075519459509;1.537303239226664;6.554588851677637;1.9731278535996983;-2538723.8844982316;0.010810916104217583
Z042;Z;2141.4483237654003;995.1133912138445;4507.206749724688;620.278008011026;11.186975835977545;1348.1219939977605;1949.5998523266844;2767.753643369579;1419.6316493718186;3886.928741713662;10.279441424852196;-0.4871479150421485;0.609943399368783;2.15196413059345;0.012432594516120245;2069211.9051984693;5530528478.191113;243.55635427945978;18.5058064408086;23474.235121521884;70208666.75863239;0.5389230586592255;990250.6613731179;0.3620009178468563;1.2374740508126698;6.554588851677637;1.9731278535996983;-679724.3028650304;0.010810916104217583
Z043;Z;5126.50489485567;1569.2464387552359;9142.622791874333;2056.965560458559;11.48360019526483;3895.793578073016;5229.018203231264;6314.097972653626;2418.3043945806103;7085.657231415775;10.094458953014302;-0.6189195396980511;0.1282198003184747;3.2668577530258007;0.007792394356346982;4864433.563953461;27528563488.101875;552.9763453688604;16.533478996783828;68593.67036601798;496983036.6811532;0.6130778257737612;2462534.3855459904;0.6454710205747501;1.3875576408554668;6.554588851677637;1.9731278535996983;-1797779.5488100082;0.010810916104217583
Z044;Z;10144.850116470352;5348.560871028712;25310.35935232304;2413.45125123768;9.195355137905786;6537.599259883686;9892.656030958617;12689.477962573103;6151.878702689417;22896.908101085362;9.923667300140734;0.8041530507349339;0.9516893071102189;1.896743883279232;0.005082510611151025;9463367.0323707;120782218876.3437;1182.8791384311485;21.397248907350033;169890.5847805689;3217856100.9525795;0.5105251546197688;28607103.391099416;0.4671227195537367;1.5093518009869598;6.554588851677637;1.9731278535996983;-3875739.944475265;0.010810916104217583
Z045;Z;7004.036005673935;3408.9777163294752;13692.45317651492;765.5970608073352;8.305482060043936;4168.665829056419;6710.649545404647;9876.792846135724;5708.127017079305;12926.856115707586;10.006845190186139;-1.013720655268807;0.12849788628242204;2.054585447163128;0.006230225328664652;6588300.577435263;56794683879.65674;803.4344459430047;17.04240245816677;84437.33960718448;817636926.4973328;0.5359983795722837;11621129.070430925;0.36939976345022846;1.2170308272360482;6.554588851677637;1.9731278535996983;-2568272.957620152;0.010810916104217583
Z046;Z;5019.2271020204225;2147.450018563178;14255.374951395765;1490.9632450419767;9.025855504027337;3623.167129828184;4503.365346508692;6366.570243251552;2743.403113423368;12764.411706353789;9.837668294968301;2.582591489947177;1.175982823266876;2.3372963555066586;0.007758235601604241;4641484.184718442;27168637019.162586;563.0859339190442;25.316517591159155;103212.64067844424;1136048247.1162546;0.5364888727934491;4611541.582226994;0.7707104169826335;1.7926484181177724;6.554588851677637;1.9731278535996983;-1763626.7553894927;0.010810916104217583
Z047;Z;7212.745341723504;2945.3339414587376;14005.85951791468;1795.798830178574;9.53435440566268;4780.0109301260945;6567.498699939956;8406.476100133572;3626.4651700074774;12210.060687736106;9.802441103591342;-0.5335290035999845;0.6196799449159686;2.448871837653574;0.006328836177458856;6646036.072300061;55016635876.78148;803.5737159267525;17.429464454000815;103621.19228552307;1134317311.757355;0.6033125289951581;8674992.026708864;0.5338542388269484;1.4095725760636202;6.554588851677637;1.9731278535996983;-2639784.2418295303;0.010810916104217583
Z048;Z;6295.653799593018;2917.4790960880478;15881.288596188238;1594.7680616403543;8.64448132780083;4302.085943250555;5126.703862153901;7845.50767254934;3543.421729298785;14286.520534547884;9.960109123706696;0.2787505088930642;0.8052835573375017;2.1579087946284363;0.006762336155760484;5894307.491808364;44861542231.44983;715.6825416553212;22.19040939500352;83716.69051880357;890145315.0740142;0.5337723670398962;8511684.276110731;0.4332929815852669;1.4577740652717215;6.554588851677637;1.9731278535996983;-2274901.539603669;0.010810916104217583
Z049;Z;3442.1808743508404;1668.72925556105;8197.240986880879;497.3391770680188;8.1783573346351;2064.5643164268167;3423.7400968253237;4511.971147845673;2447.406831418856;7699.90180981286;9.712549353824539;-0.10933523125958189;0.5302508735599037;2.062755754344063;0.009397358076633694;3142641.0529308035;12938687785.386686;394.5542394570516;20.775954652422822;52117.155585813074;342511366.5071008;0.5465536120257758;2784657.328365336;0.4871981582980206;1.5322536362054198;6.554588851677637;1.9731278535996983;-1161212.3661548784;0.010810916104217583
Z050;Z;9035.954153420782;4258.911019997544;20425.03625733589;2796.6386993327933;8.305482060043936;5530.908521477089;8105.709217777594;11330.721441825975;5799.812920348886;17628.397558003096;9.853272850964837;-0.25056626274324234;0.6771249329367053;2.121658356089814;0.005499955045035706;8369169.843791611;90694460280.72124;1030.3211157102905;19.82395191741278;157509.20491997484;2355662806.994335;0.5016030626361692;18138323.076256517;0.5746084298110276;1.6195777283596462;6.554588851677637;1.9731278535996983;-3400119.5468078633;0.010810916104217583
Z051;Z;6567.28029152936;3037.8562127611804;13847.95317164504;1504.2141494135542;10.551352208933366;4239.035430272012;5810.215893236535;9249.041372615753;5010.0059423437415;12343.739022231486;10.114781812068864;-1.1049272601334124;0.17884400025231273;2.1618140660976843;0.006548058821407763;6244101.081266831;50421110896.85232;746.3224789060312;18.554919037067652;116531.28214234185;1327329848.1151109;0.5596292256910171;9228570.369411701;0.5893012231442643;1.5131753803613455;6.554588851677637;1.9731278535996983;-2386634.2616070732;0.010810916104217583
Z052;Z;7159.530288673201;3104.1738211399324;14724.102901938013;2069.146219899296;10.297102758115695;4484.626745481332;6511.476382876459;9552.89847039108;5068.271724909747;12654.956682038717;9.989182008696897;-0.8016629811564102;0.4698347152011861;2.306420548976873;0.006317760305889254;6722678.008131474;57229886879.45551;804.8706058705726;18.293751560242374;128313.18561038443;1893550110.6059937;0.540203662401448;9635895.111850489;0.6750162994619585;1.6666238567330545;6.554588851677637;1.9731278535996983;-2621621.139461701;0.010810916104217583
