name;class;mean_psTheta;std_psTheta;peak_psTheta;min_psTheta;peak_frequency_psTheta;Q1_psTheta;Q2_psTheta;Q3_psTheta;Q_range_psTheta;amplitude_psTheta;spec_centroid_psTheta;kurtosis_psTheta;skewness_psTheta;coef_var_psTheta;flatness_psTheta;1st_moment_psTheta;2nd_moment_psTheta;rms_psTheta;crest_factor_psTheta;line_length_psTheta;nonlinear_energy_psTheta;Hurst_exponent_psTheta;Hjorth_activity_psTheta;Hjorth_mobility_psTheta;Hjorth_complexity_psTheta;Shannon_entropy_psTheta;Renyi_entropy_psTheta;spectral_entropy_psTheta;approx_entropy_psTheta
Z011;Z;11343.64608831917;5636.64483652286;25717.23139197962;3200.1701067619456;4.0256163046131315;6382.263716434822;11046.724406869169;15444.995301281;9062.731584846179;22517.061285217675;5.69772581050137;-0.5629015990824011;0.5850308360145937;2.0124819670768637;0.004803599610135944;6010867.614542641;81067768217.17235;1313.4951796602597;19.579235455307476;157548.7803174101;2581727546.410992;0.5529001743754421;31771765.013099816;0.4195288721482629;1.3898293644174968;6.539158811108034;1.9684829485539348;-4333361.418989613;0.010929070532188057
Z012;Z;12929.750894030321;6474.957795144511;28047.353814783106;2027.9552739198687;4.3646155723700275;7867.482204974798;10884.166775904916;17548.00285486255;9680.52064988775;26019.398540863236;5.628702455168895;-0.49104992997216357;0.7242383786522192;1.9968857408964393;0.004467462738327265;6768328.015981413;103346618661.66179;1499.4749497940957;18.704783176694285;213561.67844334448;4672342183.241262;0.5947013339621173;41925078.44890267;0.5288483601931934;1.4535646791619734;6.539158811108034;1.9684829485539348;-5007099.49869977;0.010929070532188057
Z013;Z;9459.520367815987;3836.427151359599;18834.03698125385;4298.871071270096;4.745989748596535;6377.615072778672;8140.999364621137;11568.672190956584;5191.057118177912;14535.165909983752;5.777082901389179;-0.46523345811755723;0.8027014695728519;2.465710932231206;0.005448522864969283;5082304.303619475;53792134388.85464;1058.507261350313;17.793016324921293;148972.0206577432;2632286922.8878875;0.5317091133253157;14718173.287689129;0.636894815211912;1.601949179508732;6.539158811108034;1.9684829485539348;-3527423.2107446846;0.010929070532188057
Z014;Z;12047.378528681384;6046.235115450248;27988.307347808888;4307.229776492959;4.830739565535758;7829.238421308806;9571.403475734976;17349.74746694029;9520.509045631485;23681.07757131593;6.014438481091606;-0.4276977334849166;0.9071799231456936;1.992542185118821;0.004673791515873002;6738614.182783562;102627248812.66132;1397.7566068857877;20.02373461154088;169151.02505700057;3700348981.032311;0.5913104671365088;36556959.07130367;0.44268644038237254;1.5027402053642676;6.539158811108034;1.9684829485539348;-4628982.493299818;0.010929070532188057
Z015;Z;4449.379742197864;1964.537112483096;9261.176422990664;1626.1317388838188;5.042614107883818;2886.617813094431;3829.4312417921233;6322.262528406491;3435.64471531206;7635.044684106845;5.727856775583346;-0.6524253567191973;0.7133946028727138;2.264848912207124;0.00828492596879078;2370143.1210246924;12019501021.14062;504.35081403661815;18.362568603524174;62195.76475606473;382512460.5020371;0.5930858283943766;3859406.0663234205;0.5016324008973604;1.4144858126421425;6.539158811108034;1.9684829485539348;-1526390.9256588097;0.010929070532188057
Z016;Z;14659.782548615709;13228.38052797055;64649.72507752657;465.65565838558786;4.19511593849158;2734.1636707172233;11763.070702029549;19190.686208004066;16456.522537286844;64184.069419140986;5.303606369634062;2.626950328118914;1.545886605901035;1.108206897860139;0.003517698552228137;7230723.597512834;177270320672.25443;2047.5510569486903;31.5741699617831;228575.931976066;10127575898.519573;0.5860753465095787;174990051.3927904;0.36208054904884734;1.5446084892455045;6.539158811108034;1.9684829485539348;-5900268.516396335;0.010929070532188057
Z017;Z;8871.818333237234;4449.646196625335;22639.634487281204;2165.60216155915;6.271486453502563;5478.814726086506;7506.906914016848;11215.9575291249;5737.142803038394;20474.032325722055;5.973121899747223;0.09847238217064236;0.9380766540328453;1.993825563022455;0.005545616123641152;4928298.071045955;55272684786.25377;1029.1896374421726;21.9975344325727;222958.38063819168;3963493654.83823;0.6170622916921616;19799351.27514231;0.7398211902681232;1.7468259808724116;6.539158811108034;1.9684829485539348;-3299605.7648313544;0.010929070532188057
Z018;Z;15900.114642597078;7059.025281509502;39825.49007352355;4742.02325439772;4.279865755430803;11457.147618319523;14892.394158325016;18814.06428976461;7356.916671445088;35083.46681912583;5.641506094997431;1.663428567919878;1.0987032907688172;2.2524518624754095;0.004027512079583993;8342155.211065346;149540437194.65167;1803.9487260336095;22.076841486004383;270663.7551770721;7489806830.25533;0.6058100084523592;49829837.9249903;0.5618814698826707;1.5456254503229632;6.539158811108034;1.9684829485539348;-6272343.409696921;0.010929070532188057
Z019;Z;7916.338310260024;2759.4363316293106;15453.871065931657;507.42359005659426;5.76298755186722;5941.677855321334;7657.2525161213225;9900.031022952997;3958.3531676316625;14946.447475875062;5.976881771830779;-0.0846329892096187;0.11865232708822407;2.868824411536909;0.00601621119769462;4400296.687600209;39010087540.1969;869.3273948697556;17.77681361145531;159709.5771409921;2152485886.4910483;0.59338228914355;7614488.868315826;0.8451327424641213;1.556426943440752;6.539158811108034;1.9684829485539348;-2890916.127034555;0.010929070532188057
Z020;Z;3879.789087900597;2082.592763945902;10015.13656936345;1008.2404146511253;5.042614107883818;2295.6719545856913;3494.5694710912876;4488.90704311345;2193.2350885277583;9006.896154712325;5.7663109860993;1.327668173788716;1.294023794913165;1.8629609950961012;0.00881092209144798;2080602.5510417738;10009110133.118876;456.6115968722187;21.933600981593454;59082.87270642717;342535717.84834284;0.5331491925654707;4337192.620439831;0.41978542084167714;1.2847156083662115;6.539158811108034;1.9684829485539348;-1315281.4319517373;0.010929070532188057
Z021;Z;6520.236017386193;2751.2351141286877;15341.061796537915;2448.067111768766;4.322240663900415;4887.67858593432;5571.3280931444515;7487.085139386504;2599.406553452184;12892.99468476915;5.724833499959679;1.866726410603583;1.4353635194900958;2.3699305028138764;0.006729287115524153;3471435.698937783;25192720901.927135;733.8422406393703;20.905122309628567;98929.14833794006;1250826315.0428524;0.5724606408331293;7569294.653214694;0.5616902025600753;1.5313838740069021;6.539158811108034;1.9684829485539348;-2333799.1447604047;0.010929070532188057
Z022;Z;4647.136037343798;2695.3891419047454;13372.556305133545;757.7566552324371;4.534115206248475;2818.993017358598;3619.706975835036;6058.584343428743;3239.5913260701445;12614.799649901108;5.528873467249408;0.43593015558477477;1.0769054734274879;1.7241057942601252;0.007857726591256995;2389488.723607887;13672263260.501194;557.0756591910997;24.00491941175662;71007.98757016273;685366516.177024;0.5000779544984582;7265122.626298001;0.4666703599925597;1.5448896352671084;6.539158811108034;1.9684829485539348;-1613911.7313419625;0.010929070532188057
Z023;Z;12993.368630798339;4620.693017172899;25025.758576073556;5136.818481323076;7.161359531364414;9079.25478838096;12099.0108630551;15734.886358534666;6655.631570153706;19888.94009475048;6.049138080496058;-0.42670076783981203;0.6065782575040415;2.8119956427549333;0.004581432100153855;7309677.330999119;109387399729.6195;1430.010272670692;17.500404755369598;181280.87958607444;3985836776.2089353;0.5612957217543656;21350803.958950385;0.6286427049622476;1.6158074831094729;6.539158811108034;1.9684829485539348;-5003280.778644208;0.010929070532188057
Z024;Z;8593.137525794078;5672.920398278201;28973.057416418706;1561.769084637565;5.381613375640713;4590.30314735486;6554.842009432994;11730.13200980163;7139.82886244677;27411.28833178114;5.690554948452405;2.327916477014229;1.4789064156691112;1.514764340497744;0.005460684363664832;4547674.078122978;54328323575.889145;1067.7281599109333;27.135237698362804;196438.66671424624;3786550950.491632;0.48687395157043095;32182025.845200904;0.5587392813874676;1.6506513063946389;6.539158811108034;1.9684829485539348;-3210476.1027779505;0.010929070532188057
Z025;Z;14197.96235812299;9130.886873734633;39293.32831152004;3904.2373718863573;4.449365389309251;7290.251454815867;9505.561508335999;20521.055417930256;13230.80396311439;35389.09093963368;5.717564164029613;-0.3976665601050464;0.8641826747621006;1.554937932586155;0.004100236530508137;7549531.7526372215;147283630048.48074;1750.4384403878016;22.447706474507484;235863.61166893787;6980311512.897027;0.5249677828699919;83373095.10093942;0.4352842159246849;1.5322624360874741;6.539158811108034;1.9684829485539348;-5593726.848179587;0.010929070532188057
Z026;Z;15913.078486748616;9997.185487623923;48115.354983074656;3912.6942805672925;4.491740297778863;8023.505132392544;12158.506636831633;20907.542472886165;12884.037340493622;44202.66070250736;5.464235112475736;0.6400902821238001;1.1788001010047913;1.591755850328906;0.003882843260331019;8086610.605983285;164872359710.42804;1948.7238299935498;24.690699750530538;247116.95900968066;8443722887.99508;0.47072269781080944;99943717.67395836;0.42217090733704743;1.562518792599278;6.539158811108034;1.9684829485539348;-6332270.026764032;0.010929070532188057
Z027;Z;5200.789663373646;1961.1189552811802;11327.1492421951;1011.7579427172795;6.483360995850623;4042.761812332483;4815.527324640985;6670.039772998525;2627.2779606660424;10315.391299477822;5.847185853126755;0.5421818992013763;0.598830859608767;2.6519501274352684;0.007639714157949162;2828128.4882632606;16497849812.39144;576.3642131762638;19.652762928795912;93763.14881657169;863911443.9977564;0.5168408064881025;3845987.556763148;0.7270659870085993;1.598552664141948;6.539158811108034;1.9684829485539348;-1812311.0834026483;0.010929070532188057
Z028;Z;5173.518339540268;2085.815491972303;12523.355374014145;1895.0641587780988;4.830739565535758;3513.7242070620036;4495.647721224124;6502.548760662518;2988.8245536005147;10628.291215236046;5.84542437234204;0.5951469196257171;0.9806274895862653;2.4803336438201917;0.007670328590902389;2812451.1479217703;16498988393.736113;578.4287046903858;21.650646436569037;92943.7030249845;929991645.2132016;0.5683291156710574;4350626.26655166;0.7543920092974381;1.7014133033410634;6.539158811108034;1.9684829485539348;-1802755.2760235146;0.010929070532188057
Z029;Z;8085.556303047711;3858.8248967477575;19048.001064306114;2371.393154444077;6.440986087381011;4907.754067863811;6687.089520348631;10453.921305914204;5546.167238050393;16676.607909862036;5.832856994188987;0.4102871054838655;0.9977964167715603;2.0953415921676752;0.005880801907375044;4386056.107975083;43085879462.18392;929.0227858908848;20.503265747179782;115612.01003838313;1714151879.3794203;0.5686152049929494;14890529.583760342;0.48333138302213247;1.423461502864903;6.539158811108034;1.9684829485539348;-2972986.470814004;0.010929070532188057
Z030;Z;7627.941680531104;4902.454919851072;22868.417335248778;2672.5406180824125;4.703614840126923;4611.054176525044;6047.993869532314;9248.095505613705;4637.041329088661;20195.876717166364;5.7011738060480415;2.7453762472056935;1.892199086417372;1.5559432580693322;0.005967750958394881;4044404.581188859;40574540098.72792;940.2559621923349;24.32148080393763;111225.70628537085;1633909552.074021;0.5747636200925188;24034064.241171986;0.39166510749124844;1.2502200910038397;6.539158811108034;1.9684829485539348;-2805028.4734104467;0.010929070532188057
Z031;Z;7822.889936640722;4095.5236446633103;16394.357251842423;798.3411728326018;5.212113741762265;5307.443188060554;7337.6030759005225;10810.968338888262;5503.525150827708;15596.01607900982;6.0263265917675835;-0.7502513975733671;0.2396426256351272;1.9101073795128427;0.005780336796253217;4384325.937417358;44323340634.76373;915.6402125077257;17.904802593741586;116913.58220542011;1758628626.93832;0.5233223828503305;16773313.923996245;0.45064098353596305;1.4239148862693467;6.539158811108034;1.9684829485539348;-2879260.1304719653;0.010929070532188057
Z032;Z;4613.526548806238;2630.2769830145185;12214.177435756883;993.3062723044304;4.87311447400537;2437.368753665842;3792.2378593247386;6538.316857099645;4100.948103433802;11220.871163452452;5.556428697319508;-0.45382120056978037;0.6660214114245374;1.75400787772501;0.007835653741531105;2384030.011981814;13733836042.78967;550.6885643272583;22.17982763211758;97545.41348292273;957540028.0336748;0.47089123891231977;6918357.0073759565;0.5699330939040622;1.6801783001906447;6.539158811108034;1.9684829485539348;-1601816.773988346;0.010929070532188057
Z033;Z;11734.031461470968;4734.692122262146;19370.607967870124;2780.725271241782;4.745989748596535;7512.846101483939;11965.036966273901;15806.979312261528;8294.133210777589;16589.88269662834;5.825540723529793;-1.255064432747114;-0.11152482665309985;2.478309287798986;0.004773490699570928;6357208.266088041;85567557114.10855;1312.0811828713875;14.763269392736094;162971.16556253695;2905340084.7660427;0.5675764419432555;22417309.492611222;0.5051016559387023;1.4333657911111868;6.539158811108034;1.9684829485539348;-4482325.266047254;0.010929070532188057
Z034;Z;6865.54283927671;2925.5556447857184;19583.857287688585;1848.7279487202322;4.0256163046131315;4918.84344534587;6535.279206103354;8644.881002094786;3726.0375567489154;17735.129338968352;5.687418114294782;3.410644611759662;1.3082112258886283;2.346748335316512;0.006502703535144803;3631390.7818969344;27914482647.650383;773.8644424976281;25.30657336378213;92343.42200490301;924854286.3467904;0.5527018033378958;8558875.83073758;0.5086063361323541;1.3753319602945946;6.539158811108034;1.9684829485539348;-2473203.9083507806;0.010929070532188057
Z035;Z;11999.535547156685;6062.074611041413;28177.28935369824;3107.3109795542296;4.957864290944594;7188.565683130395;10625.280053446328;17220.756826030323;10032.191142899928;25069.97837414401;5.620192249722353;-0.6261579343478108;0.6475872350366979;1.979443724645162;0.004651081552740016;6271891.791463003;90562266391.12355;1394.0642290062278;20.212332235068317;178032.17497079715;4243210951.874428;0.4877053944214282;36748748.5898329;0.48507720883592126;1.5718057297262553;6.539158811108034;1.9684829485539348;-4612359.129818586;0.010929070532188057
Z036;Z;12746.0386470271;5930.383002785748;31940.36288106172;3934.067727473937;4.19511593849158;8319.385054166114;11691.915674220145;14524.735882549518;6205.3508283834035;28006.295153587784;5.922681171733618;1.0578111810245083;1.1488187653065702;2.149277481916388;0.004555079365526548;7020637.24913109;105262007446.36026;1457.759894942799;21.91057868436902;186338.95331106894;4007070162.7835846;0.5525121008787234;35169442.559730105;0.5274832663884348;1.4348833653255788;6.539158811108034;1.9684829485539348;-4917891.4731361065;0.010929070532188057
Z037;Z;9411.62349165734;5233.457547303075;25283.69959793886;2630.3760630617453;4.067991213082744;5302.334888655967;8061.408778208509;12501.541067065567;7199.2061784096;22653.323534877112;5.456291896572854;0.41642572825988733;1.0325258780310809;1.7983567090378658;0.005303106982058539;4775788.544174593;54165630446.96475;1116.6758207688006;22.64193343107557;178784.82556952577;3594294474.6538925;0.5771868686490749;27389077.89942352;0.5228436531334656;1.688807206633738;6.539158811108034;1.9684829485539348;-3532406.8371263365;0.010929070532188057
Z038;Z;3420.925802872888;1688.9167892322512;7220.0060628904175;746.5848711366838;6.7376104466682945;1904.0750456132932;3487.7564182834467;4776.400246541755;2872.325200928462;6473.421191753734;5.699317449084748;-1.06119784060489;0.0892518854806745;2.0255147113718817;0.009355541170250399;1813215.6171914062;7546048623.744014;395.609958746326;18.25031423822181;60629.68175217306;414278948.33446544;0.6054314767784645;2852439.920950576;0.5594539545127961;1.621506217657537;6.539158811108034;1.9684829485539348;-1142494.6086046451;0.010929070532188057
Z039;Z;15658.798930902973;12588.925932829508;63895.244393580906;1941.8290490423205;4.449365389309251;6559.517696102038;12780.31677026962;18440.567208942753;11881.049512840716;61953.41534453859;5.385246127802465;2.337158734846894;1.5977182537994075;1.2438550369152481;0.003727243400761225;7842363.226707483;183966118702.27878;2083.419026454506;30.66845583258195;267971.09623532894;8144787601.579622;0.5219998863020054;158481056.14226732;0.3626112398262798;1.3278498774785765;6.539158811108034;1.9684829485539348;-6282989.188289504;0.010929070532188057
Z040;Z;5190.252679394298;1792.029215530251;9970.946148275896;2004.839616356522;4.067991213082744;3840.415539492663;5196.95598109009;6439.789800321314;2599.374260828651;7966.106531919374;5.977581405887918;-0.26086369615556393;0.3182759084206824;2.896299142008426;0.007692412174104482;2885339.685463279;16685245328.924334;569.3808331643995;17.51191042533205;74955.65879384156;606057803.5451161;0.4879374471129464;3211368.709313967;0.6430934638930607;1.4757808568431237;6.539158811108034;1.9684829485539348;-1805981.4061776951;0.010929070532188057
Z041;Z;14940.787965788959;9406.676674784794;47023.76288297835;3668.786628039727;4.067991213082744;8433.74554116607;11024.995878934198;18511.328161180452;10077.582620014382;43354.97625493862;5.4759185148931495;1.6431389388994075;1.4809080392026197;1.588317370983815;0.0040496693281555415;7608751.9827529555;143708367418.2052;1830.778408696267;25.685119870113002;207432.55063610803;6244427700.9210825;0.5296161578370276;88485566.0639403;0.35882256548277;1.4259546000906518;6.539158811108034;1.9684829485539348;-5902957.606718761;0.010929070532188057
Z042;Z;2806.9443194523424;1519.1547572113445;5817.707671189428;448.8789036133908;6.483360995850623;1587.6444457991834;2606.1498783307716;4313.144680089541;2725.5002342903576;5368.828767576037;5.986593194159549;-1.0682135639423178;0.2479928346106984;1.8477013655968435;0.010309912922607226;1562775.1396072926;5692947958.776305;330.96092724689584;17.578231121069575;40937.45773398234;164339172.64784947;0.6179922129723446;2307831.176357859;0.46524711401002816;1.1953983697661865;6.539158811108034;1.9684829485539348;-917807.5017684037;0.010929070532188057
Z043;Z;8109.982565203817;2840.0536876574015;16821.468376744862;3303.741336756587;4.788364657066146;6080.8981825070205;7869.866517806842;9481.91658231861;3401.01839981159;13517.727039988276;5.9583797227965825;0.488484305317225;0.6170610376951339;2.855573681740249;0.005980087650122541;4493979.077193214;40282331647.005264;891.040965211364;18.878445586118072;141048.58062034514;2197238559.1890335;0.6110649358215461;8065904.948776404;0.7646924622803252;1.6712632303996018;6.539158811108034;1.9684829485539348;-2968118.046821686;0.010929070532188057
Z044;Z;13308.824272489579;5552.19677075737;28898.734181336826;5181.295341190039;6.059611911154504;8186.969129761152;12947.976229401776;17513.10727894848;9326.138149187327;23717.438840146788;6.146768327232008;-0.6357280227272466;0.31817806962138484;2.397037573053113;0.004453459890823098;7607982.134507703;121178333752.44006;1495.339327467563;19.325870490063533;200459.73174675176;4815011627.103318;0.5199543308206477;30826888.981208567;0.5406956978789995;1.6199270595131947;6.539158811108034;1.9684829485539348;-5152233.57248896;0.010929070532188057
Z045;Z;7893.628002272589;2846.6210766411477;16391.419811578464;2811.896651058512;4.110366121552356;6150.948019506277;7920.683646439675;9331.368413893215;3180.420394386938;13579.523160519951;5.780814719697438;0.010800296718362024;0.41314807197258985;2.7729816472751705;0.006052520495014452;4243738.888103853;36611236137.313965;870.1292364290475;18.837914099804024;133337.69521414264;1832001346.0814378;0.6415194884330561;8103251.553977608;0.7039837753901946;1.6520493703600154;6.539158811108034;1.9684829485539348;-2881970.97946533;0.010929070532188057
Z046;Z;6286.494325908712;2666.5509063848276;12436.245181054735;1452.9645698315996;6.1443617280937275;4379.897158448965;5932.000852176918;7735.5745308353435;3355.677372386379;10983.280611223136;5.986718112925765;-0.2633599865083003;0.5871801045151861;2.3575377131770634;0.0068089922152536;3500098.658638214;25685811820.679214;708.098351758921;17.56287830661238;98512.92597690404;1108799482.6037648;0.5990333911641287;7110493.736341746;0.5664671556953329;1.608990394611347;6.539158811108034;1.9684829485539348;-2243357.398367232;0.010929070532188057
Z047;Z;10546.226910559353;4805.49626737722;20150.549185581585;1722.1232490703255;7.07660971442519;7042.482734837215;9364.171734586776;14501.416878323373;7458.934143486158;18428.42593651126;6.093545340560256;-0.8932420509041803;0.28637827664141563;2.1946176469127407;0.005019363579966167;5976543.802173702;77261390973.16745;1201.7715258178157;16.767371128941473;149690.78749908906;3055173282.943087;0.5068998842922297;23092794.375776395;0.4576171329860781;1.6207205802052858;6.539158811108034;1.9684829485539348;-3991722.4056209326;0.010929070532188057
Z048;Z;12455.543776848473;6989.464561179331;34906.41006560192;3449.9081118139184;5.8477373688064445;7476.256823751306;10757.306104894273;16342.023967002944;8865.767143251638;31456.501953788003;5.790243444501779;0.9565151185303953;1.1542446930500694;1.782045486864426;0.004521764068300317;6707218.655248967;109134607938.89445;1481.0385255927702;23.568873774995822;226439.95030738917;5438930921.780552;0.44634879005940864;48852614.85198178;0.5008130362377105;1.6812986356519877;6.539158811108034;1.9684829485539348;-4816504.131089625;0.010929070532188057
Z049;Z;7859.8041187717145;2937.9163454558643;15139.273635386384;3065.825727046119;5.635862826458385;5352.565669634227;7537.324469426429;9626.47496530855;4273.9092956743225;12073.447908340266;5.996671154100575;-0.6260293631126275;0.4032526608793949;2.6752988154099877;0.00605963218260603;4383337.439140488;39221431662.575005;870.0999401153815;17.399465207845903;118453.38942974657;1524992802.065084;0.5856430199268112;8631352.452896742;0.6267354319395027;1.4656727702173675;6.539158811108034;1.9684829485539348;-2869580.57860927;0.010929070532188057
Z050;Z;12501.641515231664;6913.228827671784;30359.595745061884;2635.926683093504;4.6612399316573105;6681.622372473542;11028.258500519416;16001.952385703578;9320.330013230036;27723.66906196838;5.573483702108916;0.21647274921087645;0.9286299455420116;1.8083650674473521;0.004501280310495807;6480025.656831927;99480180113.90048;1481.3673333561055;20.49430621389553;198126.92727014775;4481660257.973899;0.5462166365150477;47792732.82375219;0.44565606581861594;1.588566114732588;6.539158811108034;1.9684829485539348;-4836432.011051586;0.010929070532188057
Z051;Z;4302.63084324127;2256.4024343379683;11469.195450523415;932.0144707358874;5.423988284110325;2672.1362772668886;4064.949727633808;5218.751184377415;2546.614907110526;10537.180979787528;5.855196819898824;0.10762318798856096;0.6945292946680509;1.9068543703746126;0.008222936761738032;2342925.7900406737;12889282600.828468;503.79190232511576;22.76573997634824;81439.14762432173;664427915.9805188;0.50695058638187;5091351.945686309;0.5840683268505243;1.493515608414577;6.539158811108034;1.9684829485539348;-1477814.9550409582;0.010929070532188057
Z052;Z;5829.569572990649;3109.5201263372833;14626.129001509422;1281.6727102077798;5.000239199414206;3333.214173777132;5649.207879753908;7390.52911384979;4057.3149400726575;13344.456291301642;5.743971106141408;-0.025942474545082472;0.7640283319788955;1.8747489439334561;0.00694009049047025;3114093.7645304436;22545559978.838997;685.1182836611705;21.348326778479123;94743.47936256125;1052332696.9649794;0.48983162469095765;9669115.416096633;0.47376508091035363;1.5779687879087523;6.539158811108034;1.9684829485539348;-2074114.7528175903;0.010929070532188057
Z053;Z;3458.0898100451604;2561.594959026747;11037.046020191749;593.3663499754352;5.2544886502318775;2123.1510748735063;2770.9691020455257;3750.456943789685;1627.3058689161785;10443.679670216314;5.688448592394528;2.5511738018531505;1.8380251536856842;1.3499752557910358;0.009051821378901872;1829418.4484462487;9297208589.484241;446.25266323652636;24.732728629883393;50226.238187581905;321804874.1480694;0.4716233615774251;6561768.73411124;0.4163652430694345;1.2460102128586192;6.539158811108034;1.9684829485539348;-1169096.508909244;0.010929070532188057
