name;class;1st_order_diag_amplitude_entire;2nd_order_diag_amplitude_entire;normalized_entropy_entire;normalized_quadractic_entropy_entire;mean_magnitude_entire;weighted_center_X_entire;weighted_center_Y_entire;sum_absolute_log_entire
O039;O;222248.72120596934;12019811.983225852;4.950887072399752;3.578274674541766;714717.0529183921;88.58854354942665;528.1042552193319;6636704.101714859
O040;O;203730.38013789497;10942406.860450624;4.941566197224803;3.741737659283246;315178.1254719893;79.88539430500043;529.7304930296056;6097004.185287881
O041;O;223920.90158354596;12088665.087823404;4.79743832685999;2.829478289628921;991022.5506387068;76.86248999654975;513.9620886618654;6657453.128074504
O042;O;179358.53289608314;9692067.015391618;3.028032242781192;0.9662636138472827;267229.71199596586;18.68140592480466;227.21943122614846;5187299.654026974
O043;O;196943.04899120078;10734177.213934863;5.274314438889708;4.673434487539647;97465.37004776912;111.33373218343193;558.8056339749546;5623859.056971423
O044;O;191195.51886557342;10343218.080848536;5.116407193734745;4.391928308477748;113059.76148424635;88.60392045542153;511.21666530339394;5465186.11532498
O045;O;203888.12586931177;10878461.552042607;4.375468581587686;1.9974192352069216;811777.3112490596;43.18474701245972;436.19694912182433;5848146.484688858
O046;O;201375.98510408707;10780790.575159807;4.815067409030003;3.964927129936353;403270.4447423963;67.36649294805805;462.50703297475394;5829652.375096557
O047;O;200388.53704495926;10946775.964093944;4.321302666759816;0.9953289549972447;260991.77929087955;48.92892369013518;368.36354883992203;6054959.523319473
O048;O;203718.1460030272;10945754.510862669;4.8931344617286365;2.669186393402753;370648.60969889676;66.42759301228331;442.07628996098913;5950394.927257602
O049;O;189849.6586368869;10131325.031515308;5.000504641125428;3.790010013134947;205174.6191127976;70.11742726578095;419.68273476771054;5775803.370357898
O050;O;185732.0947678339;9970210.852529563;5.053867699950098;4.247999915228219;113853.0183984456;79.89126053058868;488.10113720734097;5302123.6990676895
O051;O;175198.90301916283;9466311.934490677;2.9547789906910094;0.967335697669301;244809.10841274422;17.592705009627494;196.91740095839313;5119585.172166884
O052;O;186418.18256610152;10077836.101842582;4.073752119081022;1.0183857714344016;201018.67513804184;37.79432942311148;385.0914896754959;5277613.095449939
O053;O;197107.70594461056;10537747.460977318;4.3227741253973875;1.4689919672865759;513293.03546468134;41.00030107269893;428.7843553345762;5691538.7353678085
O054;O;198616.81785612693;10621920.25565188;4.803078942675995;3.7246235082852563;326635.6651336001;73.39574201520036;471.0322421175953;5771507.680515753
O055;O;196314.15350435648;10696359.518958114;5.286771332330448;4.807005172053132;103279.90511357864;104.43672846587401;529.9965429368348;5766423.763264276
O056;O;205139.91324889695;11061676.12169667;4.817622391725328;3.259369083318879;334747.5068648699;72.72393110707776;475.6347425786889;5892032.845653604
O057;O;181131.29762104026;9651218.753168916;5.097185483258998;4.44432199714011;107858.56678597571;81.89628692746625;430.39509170863533;5454965.240981806
O058;O;222099.29922496522;12257231.374686511;4.2734918136542115;0.9864599442763478;589798.87013882;52.920733558563356;417.14781641928266;6627047.991240981
O059;O;223386.4763912635;12395647.024674976;5.384708546210938;4.967678975215328;241849.68792766132;117.70614070006087;617.8142944328106;6606028.265780508
O060;O;231497.87490330075;12768698.666439986;5.30943978965844;4.91898424768346;450849.29829493345;115.02101657025129;580.1680320954148;6810849.573821631
O061;O;226153.63317353293;12475484.734905383;5.284024819004512;4.860776647090819;406245.5193270927;104.4379596246198;570.3290566621316;6608382.704484912
O062;O;226373.95490509862;12548956.498120425;4.351325800323941;0.9917041590887676;658809.6819172204;53.82426880242608;443.54886481113243;6643623.312393941
O063;O;233101.69558716376;12878186.003818799;5.31766972704626;4.865751362283501;423265.9692269732;117.86373491631277;602.0651135144884;6834303.011831526
O064;O;233643.0657975972;12777102.82473025;4.913785520876732;1.6633077276424488;1096203.2919619845;74.57590193369984;517.7850109137926;6851569.256003224
O065;O;246766.6612812916;13754787.267018475;5.292050844040597;4.703903615702033;887796.2524453804;109.35182510008407;606.7369360462718;7492996.81803324
O066;O;235781.04182763823;13206419.345945116;5.423643560142601;4.880085745113696;419573.4666437018;115.58297847589805;626.9343275032322;7200368.029700361
O067;O;244876.20007769234;13448810.134798944;5.21079188656365;3.9458761920893126;1254391.8659755762;97.7826362376239;531.0487129951797;7349508.0811482
O068;O;234855.48350827704;12969838.849721313;5.286985168082814;4.782331900190609;621490.0992091767;109.30648797506383;570.1185803912966;6858658.70104128
O069;O;227578.85474336005;12578280.746054733;5.241512511740346;4.63745657579294;430570.42485696555;105.5664527798319;596.4039269003198;6565949.853687971
O070;O;220581.62677000056;12222011.786376087;4.228903039173941;0.9859123127195395;570993.4958703708;50.80356080048837;410.5683389267406;6541899.743154493
O071;O;222377.34700888928;12381057.576045793;5.423320866240039;5.023050786279817;232710.98812574457;119.97176989991486;620.2337559769145;6628017.650878195
O072;O;237063.30328275706;13146754.62365948;5.177763580093223;4.479086260037127;827606.419440848;94.13975886034714;561.2160483602041;7265903.316006957
O073;O;222613.8239971117;12382525.40927665;5.295888324504245;4.691951548133009;288632.2490758974;104.77829995240687;587.0145869136148;6448681.173888297
O074;O;218749.45028968787;12095163.859264197;4.181231955718173;0.9855792380101076;538907.3151163713;50.646564094735375;419.432062724805;6420758.060563561
O075;O;224116.73058628393;12436847.411521098;5.399834834204654;5.043796566118488;265430.53812260734;118.87175990791133;618.2442274429411;6638152.713758756
O076;O;228816.49037377036;12547358.063671317;4.88059766107544;1.4139323105463493;802729.7670544733;72.84107807659862;513.5226735554837;6737997.677018525
O077;O;236660.7246685872;13131875.794651289;5.222651839077035;4.612798810709438;691414.7057697398;101.93443230870656;576.6161215475137;7179411.05764621
O078;O;230983.22162155173;12876859.193762332;4.79378875732895;1.260256869466903;716030.3526193767;59.48186765941501;452.1429627954181;7082897.082612727
O079;O;223428.34343387597;12425028.313370101;5.347217411754112;4.740447098803396;297613.29436251184;101.94982043637958;575.3221775385774;6780868.372384011
O080;O;237957.51633497226;13099458.74301241;5.189411699642498;4.363276585574364;880369.0679179732;100.08502198383721;556.477406261015;7126104.325716472
O081;O;227927.8319397796;12592007.010356456;5.3188122814232495;4.891198986737156;431917.7567262064;111.07303947799998;574.0015798335735;6737522.733442299
O082;O;221890.36548239796;12266550.553830724;5.274513871856847;4.800113972886941;353109.37273165624;99.49764504281188;576.2719605553172;6485682.632659955
O083;O;218199.49886675744;12187279.87907871;4.022302542654766;0.9741921952314261;456405.5191472697;47.170379853884825;407.41996091618597;6365518.782119426
O084;O;216724.48951587424;12040275.671405466;5.4098278920623395;4.990068707085786;185288.7750788619;114.04704186796762;611.1633069355889;6456004.575531912
O085;O;224680.94338069804;12451275.940914312;5.293675632634108;4.676749213835555;278722.766271463;120.00206100744501;616.1124289727118;6502513.557835111
O086;O;225382.88597537737;12382636.95629478;4.856858620103312;1.2733296254780913;647182.6929762862;70.95565582497171;503.9562812277581;6574267.388638599
O087;O;233775.30504082024;12997386.813794427;5.265005635712078;4.665250480496154;547738.5083999409;104.4472896725004;573.7050483866682;7062867.089653469
O088;O;233314.4396287633;12879266.390551867;5.17863054148325;4.214624393881784;697529.4408723537;98.88956297428174;561.6499131586863;6939747.861240066
O089;O;225457.81130748772;12536489.473753378;5.342515548406507;4.924414237275702;319083.89957682934;113.45129810142537;592.7987377290359;6603062.526647742
O090;O;220161.0831857388;12241568.43391643;5.3574488462356795;4.990348656540949;242219.78701775704;116.90066078332508;606.1546338938109;6386263.2066036705
O091;O;208248.48270169244;11287213.074848143;5.279633472368313;4.500303140850907;213311.69054589522;105.72449522779493;563.2692834101783;6256927.510884844
O092;O;219440.28861109688;11954932.191691;5.206226456148976;4.255195879969548;403564.38187492214;100.36865363164682;549.6583117738073;6608979.729197093
O093;O;224236.24029964113;12228004.700749582;5.181621623287235;4.010883399068518;505808.8914731842;97.37030400983085;547.727304160341;6709978.40145974
O094;O;231718.4785109899;12571615.371129187;4.52404763442231;2.3478787553985034;1682838.289648921;61.12829417615366;497.9612027741623;6805979.23773801
O095;O;228641.462122923;12439718.408566466;4.910976675915813;3.5439513480352445;888083.5075104338;88.82160625825271;516.0717458326553;6707773.833830948
