name;class;mean_psGamma;std_psGamma;peak_psGamma;min_psGamma;peak_frequency_psGamma;Q1_psGamma;Q2_psGamma;Q3_psGamma;Q_range_psGamma;amplitude_psGamma;spec_centroid_psGamma;kurtosis_psGamma;skewness_psGamma;coef_var_psGamma;flatness_psGamma;1st_moment_psGamma;2nd_moment_psGamma;rms_psGamma;crest_factor_psGamma;line_length_psGamma;nonlinear_energy_psGamma;Hurst_exponent_psGamma;Hjorth_activity_psGamma;Hjorth_mobility_psGamma;Hjorth_complexity_psGamma;Shannon_entropy_psGamma;Renyi_entropy_psGamma;spectral_entropy_psGamma;approx_entropy_psGamma
Z011;Z;605.786971586784;487.46412121877296;2675.1253202754037;27.17038203529979;40.129038320722486;208.40614466656842;438.97250555163794;936.9365415195397;728.5303968529713;2647.9549382401037;39.94825691334332;0.6676482703813416;1.0610019166829225;1.242731403640901;0.022693166876570182;17109494.438023478;16243146387.51107;29.243143139525074;91.47872058457699;54072.06886409891;65432145.40520786;0.5215329936107403;237621.26947559055;0.2507796927559631;1.270845680383344;9.4655664048094;2.8494194137968996;-1248683.3790561527;0.0448171519278846
Z012;Z;489.34940902973034;411.46045709930564;1959.8102894126514;11.816784934491018;32.54392970466195;166.94025524514734;371.05884845644573;683.5839961975972;516.6437409524499;1947.9935044781603;39.81554444578668;1.0637659188342976;1.2593970170655013;1.189298754197481;0.025343418983908295;13774985.193333069;10780884300.066986;24.045058829953977;81.5057390074351;49083.74930848366;56138951.524979495;0.5293545947692255;169299.70775636955;0.29208168941687773;1.3565067341821107;9.4655664048094;2.8494194137968996;-979142.9440855943;0.06519198682825333
Z013;Z;330.9966835174269;302.283978423758;1703.7497646191127;12.43420602739862;31.569306809860876;102.62805329436311;237.5838980593399;465.32776833794384;362.69971504358074;1691.315558591714;40.01777639702772;2.6677013189515426;1.5701659107600037;1.0949858647599837;0.030883367947768355;9364746.147294804;5346883758.542654;16.858442502453492;101.06210964453909;31607.11255756869;23795420.425700665;0.5747560257864526;91375.60361169501;0.28091307754033207;1.2436450945951252;9.4655664048094;2.8494194137968996;-626947.7309479467;0.13237735077903245
Z014;Z;476.04070797988084;568.2496667837719;3223.1963455257305;6.254564958716605;33.306678057114965;94.00525035428481;253.3703406130197;643.8627008323909;549.8574504781061;3216.941780567014;37.68052301981137;5.540070359952354;2.1981402729383035;0.8377316095479946;0.023128286171649918;12681786.238770064;13417971529.435848;27.87937341019696;115.61222334885178;48109.02458175817;61765766.64575488;0.5212291396448233;322907.6837998678;0.2413901311730874;1.165527895664472;9.4655664048094;2.8494194137968996;-980991.7451270017;0.13182581912315516
Z015;Z;394.6038679121357;326.8274423419373;1482.2445610765606;12.851651850105139;40.08666341225287;121.71977104175046;293.8124333242674;591.5733119961651;469.85354095441465;1469.3929092264555;39.843522733509204;0.23329686347604017;0.9986882614027957;1.2073767890619433;0.02834650224443195;11115742.584594704;7071211487.934091;19.26985427524653;76.92038247432971;36618.20646204903;29349049.452924542;0.5258021828841847;106816.17706777235;0.26618728914102563;1.2312091461625092;9.4655664048094;2.8494194137968996;-764164.6831944103;0.12755806811798553
Z016;Z;1144.6988220983367;1246.5168088832775;6714.0279854704295;5.554593914531123;31.357432267512817;269.15125521354275;578.3375757366347;1657.2509582246905;1388.0997030111478;6708.473391555898;37.9491277781337;2.9109362470006017;1.7091912009872006;0.9183179993568182;0.014331388421402294;30712307.560173266;70283433954.1;63.64838378414351;105.48622897072008;131546.49069691604;463433944.8487535;0.5200514083912839;1553804.1548285491;0.28263365336681884;1.4533872648789221;9.4655664048094;2.8494194137968996;-2649252.6236701836;0.024850376704754318
Z017;Z;366.496395528355;278.234238935082;1358.1105829030278;27.457713722347442;47.33277276055651;138.59565698487768;288.1645557677102;517.2277430972321;378.6320861123544;1330.6528691806802;40.626310761163666;0.8479968948842136;1.1027429730605238;1.317222484662883;0.03087087974878492;10526803.295509981;5805188231.110571;17.305553378157903;78.47831000984682;36035.470507251266;25075479.26616107;0.5506983572954489;77414.29171578429;0.3186310087524071;1.2419443961272683;9.4655664048094;2.8494194137968996;-694884.539805338;0.10356049552765434
Z018;Z;1710.5901489250284;1091.7380096697011;6359.1834193190325;115.59030168287734;33.81517695875031;877.0887442030869;1548.5301289629401;2258.8629278310455;1381.7741836279586;6243.5931176361555;42.39792962136848;1.4283130288285362;1.0602049024849507;1.5668504107890842;0.013390788208630754;51275514.88680662;118684103938.8616;76.31923702242085;83.32346689276845;170726.05157796072;533945755.55329967;0.5402323581360402;1191891.8817575602;0.3498828200111431;1.3288613814804557;9.4655664048094;2.8494194137968996;-4013583.4824314695;0.0005461550656553626
Z019;Z;323.6680888109995;315.33029058188873;1858.9766133268454;3.9354687298140703;47.163273126678064;97.40031853582585;222.3725799714351;447.89746845677405;350.49714992094823;1855.0411445970312;40.386970378571725;4.776436210430354;1.9421015339957128;1.0264414757419111;0.03114058004528801;9241885.275316224;5636085536.016624;16.994641965891216;109.38604161581458;31790.520371538852;24172252.90623052;0.6178250389421112;99433.19215845838;0.2745033074932608;1.2385379476452818;9.4655664048094;2.8494194137968996;-613467.6017158914;0.16396103069082102
Z020;Z;595.3688665771596;467.31413034796327;2371.304305391376;15.417856226361602;30.298059555772518;210.16803979377102;440.52560816576226;933.8481894364437;723.6801496426726;2355.8864491650147;40.68230118908029;0.12548925673088585;0.9174172389785265;1.2740228208675104;0.02291019128992145;17124229.71292621;15731241083.107069;28.46488652354129;83.3062975125595;65928.02861875073;85654592.88185869;0.5452944372356041;218382.4964228732;0.33851921833310245;1.4096328040219026;9.4655664048094;2.8494194137968996;-1222647.8160189195;0.043745129491487234
Z021;Z;441.7558755970241;373.38210658622046;1747.713955429865;1.898356928550515;47.205648035147675;109.84742352153089;331.35905962496406;701.0496675675386;591.2022440460076;1745.8155985013145;39.87408459969834;0.04404119899465986;0.8759307207349727;1.1831201008423657;0.025869923383688268;12453530.087270476;9132964069.775694;21.753487458565854;80.34178238127373;44538.42949533585;45159247.293445095;0.5378090683205501;139414.19751876369;0.3011816939934455;1.3525477384848437;9.4655664048094;2.8494194137968996;-874355.9021076321;0.100072803410721
Z022;Z;402.05469468048625;379.64717851724066;2013.6447157505688;5.426872964251251;32.96767878935807;88.1096676407985;278.946313304192;606.9913705628858;518.8817029220872;2008.2178427863175;39.98549853468284;1.5262693895993866;1.2922297184839033;1.0590219483541559;0.026326079929688898;11365984.685341321;8405812545.584592;20.79671791884985;96.82512036793219;43112.657584481014;44311002.196525484;0.5035717714609547;144131.9801561016;0.3054057248469861;1.4344207383793575;9.4655664048094;2.8494194137968996;-791594.1603909888;0.18593374484531822
Z023;Z;1967.357126291682;1233.417265533228;6700.156717544654;138.23901107812316;38.81541615816452;1020.8018843344536;1729.1542690605056;2739.909196683232;1719.1073123487786;6561.917706466531;43.44656260795498;1.1422276583201958;1.040591457382202;1.5950458788503816;0.012462234111797761;60430757.52366404;162083191656.22528;87.32883613059211;76.72330257012926;192322.9605752236;699803929.954251;0.5165010905759169;1521318.1509154653;0.34995769318781644;1.3045621245840644;9.4655664048094;2.8494194137968996;-4695323.429914065;0.0014174346809738836
Z024;Z;1933.3395601569684;1238.887266152608;7792.232636883341;229.47508138394605;47.33277276055651;1059.0354789455664;1722.527514512598;2446.290745922597;1387.2552669770307;7562.757555499395;41.919082126332704;2.1710468853394813;1.3448579461294345;1.560545186779583;0.012650851093349763;57297980.598817684;148881068150.50848;86.3583821879513;90.2313410633868;253782.29703339434;1108752017.3563998;0.5168726159689997;1534841.6582350826;0.46712687326275887;1.6032075675379858;9.4655664048094;2.8494194137968996;-4603294.471469375;0.0025097448122837207
Z025;Z;1290.4513444231134;1435.3910913035484;7013.425125112379;21.954278180224595;30.97605809128631;306.64715376709944;744.3517359551192;1628.6287978444602;1321.9816440773607;6991.470846932154;37.54801421762034;2.8376760254930176;1.7853953669578224;0.8990242117576415;0.013225230850850287;34256896.99727526;89907192193.98367;72.59205984959048;96.61421840961775;130358.33260741574;469034790.38160807;0.5127882212771336;2060347.5849935918;0.24448965292343527;1.3353379858042267;9.4655664048094;2.8494194137968996;-3038516.1177306063;0.034493716229794025
Z026;Z;2432.560071275057;1299.9822175737395;7637.2227640995825;386.6113220900056;45.764901147180865;1463.3795073172178;2207.065026485132;3185.5404731821245;1722.1609658649068;7250.611442009576;43.19502179439411;0.7906110338580268;0.9739104688736517;1.8712256509286243;0.011396528880180945;74287661.10349357;226239680758.82483;103.730298934649;73.62576645914325;254274.9658626241;1051915228.9824913;0.5051307711067607;1689953.7660079373;0.42500853523598864;1.3541641268388342;9.4655664048094;2.8494194137968996;-5925009.236350564;0.0014174346809738836
Z027;Z;3525.3819157987105;3994.6195035730807;28362.22566600171;102.04800127999991;49.0701440078106;1277.7421532880362;2550.5870951430234;4114.404068488184;2836.6619152001476;28260.17766472171;45.2102653749028;10.380630838543405;2.9422372250035203;0.8825325948179421;0.007860087242860516;112684100.53652805;949397841141.6738;200.37201126998178;141.5478413688545;422763.7041262943;5680722601.506937;0.46558212879199734;15956984.978326447;0.312389943577953;1.6155422476264139;9.4655664048094;2.8494194137968996;-9329659.778180053;0.005214479238465408
Z028;Z;473.76072741996904;576.5228387395574;4040.783953850497;1.6218813244780221;30.467559189650967;91.44233191882046;265.9193153271675;708.2943330590356;616.8520011402152;4039.1620725260186;37.9019998499894;12.541137369858243;2.9411321553522463;0.8217553505005014;0.0227127757013672;12695230.666858992;13518815940.40773;28.064076269338102;143.98421366411856;47634.14494674827;59306241.856721714;0.530736993710624;332378.5835883177;0.25306041948636926;1.1184128682483294;9.4655664048094;2.8494194137968996;-975458.2227221153;0.11368276189460946
Z029;Z;1998.8984173077354;1294.911835269789;6484.5356406249175;317.6851265859503;30.043810104954847;1030.1489903216766;1673.2389701165898;2510.1791292825033;1480.0301389608267;6166.850514038967;41.41332802059621;0.8712211217171948;1.2037450800757208;1.543655994843289;0.012450976170752725;58526192.33592181;154756847168.35788;89.57223143780912;72.39448584159918;202792.43442749162;702430757.4257352;0.5285160340977937;1676796.6611217733;0.3505212354052861;1.314778860776922;9.4655664048094;2.8494194137968996;-4781318.376819559;0.0005461550656544745
Z030;Z;4532.412831924898;3783.6783961530514;21863.1145872278;46.72459697185198;46.90902367586039;1914.8733005772083;3173.8598268406995;6137.91098929703;4223.037688719822;21816.389990255946;43.83030658925855;2.3308313438154897;1.5339767411993386;1.197885326758506;0.007367471153575411;140450530.116737;1086101523201.3451;222.0484174571147;98.46102412078811;466649.815460528;5727381172.7772255;0.4803639201757966;14316222.205515329;0.3298747026823164;1.510808511586936;9.4655664048094;2.8494194137968996;-12136594.335358003;0.0014174346809738836
Z031;Z;345.4593309301034;299.0168104486248;1981.232018050531;16.82428253501686;47.078523309738834;134.44079062649448;247.29366045899133;492.5031714876181;358.06238086112364;1964.407735515514;40.77208396843001;4.033152512805321;1.7091527552157428;1.1553174231635985;0.031055754037754093;9958163.471790398;5876198302.912857;17.1833116244826;115.29977814216515;33888.32359140854;27359193.00214737;0.5667478817536128;89411.05293086884;0.31263513179659713;1.2935987012298868;9.4655664048094;2.8494194137968996;-654474.5124976677;0.11280046160753265
Z032;Z;587.741944149539;518.9425743763256;3273.1094959225043;9.55430494228305;40.25616304613132;196.3180226277073;432.26895875682965;874.3983885763091;678.0803659486019;3263.555190980221;40.384567301246804;4.890516139851806;1.7915276639548083;1.1325760752158323;0.02273560585808309;16781142.798185796;16938124994.239136;29.487417027613784;111.00021045781557;60592.20915855715;73747996.82792783;0.5167986684182612;269301.3955003282;0.3046924051653854;1.2355180499071075;9.4655664048094;2.8494194137968996;-1211971.3490188422;0.05643464414607813
Z033;Z;2444.768188223927;1737.4301474251217;9221.30939717358;130.35133817202558;32.75580424701001;1151.9816720878391;2007.2704841282018;3294.4925309719347;2142.510858884096;9090.958059001554;41.45165194099263;1.7800060506002282;1.3398494611249445;1.407117397984076;0.010802942018038528;71647153.77037126;250321756542.52402;112.79874689166589;81.75010495488841;227224.37004689022;953235727.7469127;0.5622316795388235;3018663.5171816805;0.29291397676320874;1.2024664447187041;9.4655664048094;2.8494194137968996;-6029050.553213828;0.0025097448122837207
Z034;Z;1613.5807335948944;1246.1894625348625;7737.462347730933;142.58492337710393;30.97605809128631;841.2106983092792;1287.7078769527218;1948.1896710004376;1106.9789726911583;7594.877424353829;41.050029009637626;4.257530810589626;1.9246675637323272;1.294811729761159;0.01372225319314088;46829937.89788818;111014073867.22517;76.67627867840393;100.91077033333139;148684.2033843316;488889838.32969433;0.5560924660585872;1552988.1765329298;0.30083558925918136;1.2604616391326315;9.4655664048094;2.8494194137968996;-3781058.410822515;0.0025097448122837207
Z035;Z;614.2165423490198;640.1164742913311;3583.7134470038436;1.4537439816226336;32.374430070783504;142.67282744280377;378.57806906428266;861.4705358086085;718.7977083658047;3582.259703022221;38.25986198633576;2.475921264455181;1.6066067920325118;0.9595387199322047;0.020581139889941466;16614386.97897848;19713901940.380547;33.36419965056834;107.41194107867045;57921.01612816072;84941066.32791278;0.5128997171147256;409749.1006591643;0.23466833290004727;1.1776330041813405;9.4655664048094;2.8494194137968996;-1298358.6092402004;0.06724023367060106
Z036;Z;1400.6144813428484;1539.3514511161104;9018.505344852068;22.681511536425727;30.97605809128631;366.1287975707205;758.6084024586152;1777.8334037228465;1411.704606152126;8995.823833315642;37.60018491016114;3.094913486502792;1.8261209199708834;0.9098731029404166;0.012978181055251866;37232997.98484276;103960986313.39601;78.27095265978015;115.22161208453343;167086.75675272214;798257971.6665446;0.5177127358521336;2369602.890053275;0.31131369124789615;1.5321063428115531;9.4655664048094;2.8494194137968996;-3324627.052955484;0.006436924305540437
Z037;Z;1513.7922789483691;2253.493169464807;16277.867871772778;11.728918966944278;30.891308274347086;292.4927396605957;645.4452669741797;1519.770660333842;1227.2779206732462;16266.138952805833;36.27246627987776;10.65765406383534;2.9960662625351726;0.6717536575927971;0.011388492314701733;38820648.430776075;170189074226.3219;102.0982036106457;159.4334405123216;157269.8527931074;1115354298.4579918;0.5323167596981453;5078231.4648245415;0.2504669298605663;1.432573696479092;9.4655664048094;2.8494194137968996;-3733021.037729364;0.03270473569126864
Z038;Z;463.1016451246452;372.28857028673707;2042.3366935162517;15.87064144763556;47.205648035147675;176.3158249309372;350.01492459535564;663.9824219028771;487.66659697193995;2026.4660520686161;40.83058798763611;2.0977491969864985;1.3863785170285945;1.2439319444267756;0.02658954008756642;13368459.715215966;9825891709.618023;22.34681986884871;91.39272189521932;48977.53312933013;38671578.00202794;0.5510965961799513;138598.77956614277;0.3056974686073789;1.118351642961145;9.4655664048094;2.8494194137968996;-914674.7361508918;0.0339243955246582
Z039;Z;606.1326546700544;523.1801254211093;2878.6883775272613;15.98068143117494;33.64567732487186;176.23858732415508;474.45816005538455;877.6018584805814;701.3632711564263;2862.7076960960862;39.48527094909488;1.737054374971117;1.3010475128227474;1.158554435113865;0.022025565279365694;16920851.65522407;16835790764.377201;30.113275975019498;95.59532413262777;56112.80878765557;67429814.74172181;0.5268403991170533;273717.44363564765;0.26797430652079457;1.1853191028319956;9.4655664048094;2.8494194137968996;-1256852.4808165992;0.055039797116369193
Z040;Z;1033.39512246453;702.594947134554;4322.077968330892;54.197149580786615;31.060807908225534;506.62404223294595;919.0893540431422;1346.6298962446765;840.0058540117305;4267.880818750105;42.92557721241195;2.226050186243884;1.2656925535081767;1.4708262942668509;0.01763882648926966;31361871.059038732;45428269220.95774;46.99672170805951;91.96552038628036;104163.10039227345;159105291.02866337;0.582528966822856;493639.6597390067;0.3081509686032631;1.0984451109650828;9.4655664048094;2.8494194137968996;-2271160.086501045;0.006436924305540437
Z041;Z;723.8883830688205;550.3510917873472;2808.5038970695905;25.60579121172618;30.848933365877475;273.54276691297605;606.3302244840158;1033.2072032206584;759.6644363076823;2782.8981058578643;40.701509930509495;0.47489852714015246;0.9643186503073334;1.3153210629925074;0.020643242709090365;20830588.599923633;22430074158.75375;34.199281103090414;82.12172321995975;75317.4356628422;91410283.22975007;0.5567778985564573;302886.324231525;0.32840728573983224;1.1287090036477863;9.4655664048094;2.8494194137968996;-1526251.4940313403;0.016254873038684003
Z042;Z;427.39513050744625;351.490767490417;1689.4544639989672;7.299523413896246;47.2903978520869;139.04730332492048;337.5702697671412;621.0655253460591;482.0182220211386;1682.154940585071;40.85744679659797;0.8948533944082806;1.1597190370614412;1.2159498059052112;0.027364208012071244;12345827.580723954;8577867604.161779;20.811416911175197;81.17921385217042;44409.72066656081;31672294.125281084;0.5357525077100808;123545.75963100237;0.30211127006494876;1.0886811981902045;9.4655664048094;2.8494194137968996;-836544.6442348799;0.06756526550937902
Z043;Z;887.2137008679614;693.6232278192442;3713.8574156356517;31.89689778465574;39.535789602147915;331.6519499498245;670.3956202270672;1300.3001452969647;968.6481953471402;3681.960517850996;40.02314108226754;0.5658496000469904;1.0525628372882803;1.2791003318290923;0.018369816817961848;25104918.937811106;33759873043.237656;42.35402308898273;87.68606013726505;89823.21455837638;160612386.67323247;0.5484455588300817;481113.1821703872;0.3040052124723103;1.3087044448681022;9.4655664048094;2.8494194137968996;-1928464.9734543418;0.01584739134965929
Z044;Z;1521.6754855872211;1049.6906309499318;6137.743990139122;101.47943062534132;31.272682450573594;711.0885634749657;1300.7898321545952;2028.4869502406377;1317.398386765672;6036.26455951378;41.216119152914544;2.126711624065589;1.2956877129937197;1.4496418665851674;0.01418269302143073;44341313.59510463;93183424416.07681;69.52401012043647;88.28236431567605;156343.55328869348;486415338.638864;0.5317284333694521;1101850.4207040658;0.32540977254485437;1.434949401454744;9.4655664048094;2.8494194137968996;-3526843.7252475126;0.004473334558912967
Z045;Z;1019.8380725111285;750.7738172928766;4113.128610561397;63.339283408136666;30.806558457407863;436.77261748016906;852.168117220436;1351.060973745214;914.2883562650449;4049.7893271532607;41.214566626420165;1.91909384826738;1.2732743841253045;1.358382576777168;0.017396495060998562;29716754.22068257;43879441553.86483;47.627310501679396;86.36071546421591;102384.15750410783;203696250.12574354;0.5511475866760824;563661.3247325177;0.3133101301478452;1.3340428545630993;9.4655664048094;2.8494194137968996;-2248617.6273176484;0.012327693545428176
Z046;Z;750.0345847935046;773.6709766067702;4853.518507993906;15.71529869042069;30.34043446424213;228.20506489556482;426.27325473074615;1014.2319562341768;786.0268913386119;4837.803209303485;38.63330918808377;3.400970593026398;1.7885506764218029;0.9694490390256953;0.01892045762498538;20486256.837371033;28802100403.622383;40.52551989776933;119.76449704377663;78576.34344155401;161966841.83192387;0.5294664077199652;598566.7800436735;0.283723928978078;1.4075722169800173;9.4655664048094;2.8494194137968996;-1625511.6383879813;0.03466275497053051
Z047;Z;767.6928469623471;701.6159237746507;3236.817488357834;11.944826013938297;33.47617769099341;187.30931531161588;579.6443224581166;1061.600872109474;874.2915567978582;3224.8726623438956;38.620250459353116;0.8831860601805741;1.2282994299237473;1.0941781977127978;0.018703029586048376;20961482.44805656;27303713854.688187;39.11353675915146;82.7544056751787;70862.21255177009;116399590.45410533;0.5180831415033792;492264.9044941564;0.25300969662956996;1.1772517393152655;9.4655664048094;2.8494194137968996;-1657395.705109844;0.044486274171039675
Z048;Z;1306.4919813037955;1241.3742461459517;7503.681539105513;12.866661125222233;32.416804979253115;297.2104621889564;965.1387547468488;2000.5771254346428;1703.3666632456864;7490.814877980291;38.674736989623085;3.8092093073071815;1.674236624409538;1.052456167316192;0.013662069523679848;35723461.26547492;82364171325.93929;67.77877438930626;110.70842762670846;134243.12486592823;413119881.5066525;0.511919848223098;1541010.0189944298;0.2727258087200987;1.3929845774639575;9.4655664048094;2.8494194137968996;-3040313.764249483;0.027628929829431215
Z049;Z;926.2910630036629;1140.6988388161587;8466.308754818518;20.97867797479642;32.459179887722726;296.6507758208669;579.8261542673338;1109.872915302879;813.222139482012;8445.330076843722;38.449004184345185;16.989504197643132;3.6215360217048005;0.8120382273422732;0.01697829688717443;25179783.052846014;52195466505.34974;55.263403902207685;153.1991907302746;94624.42686877216;293049803.4479111;0.5065756556470447;1301193.8408765327;0.25844116538084233;1.2683046344268851;9.4655664048094;2.8494194137968996;-2079865.6180940976;0.02607003653814388
Z050;Z;1246.2529084855653;1339.0311703800412;7150.872987755011;35.94716877732782;33.51855259946302;292.6925455695721;733.9791451062301;1848.1760584264175;1555.4835128568454;7114.925818977684;37.85504782942656;4.031596356181708;1.8814452753810373;0.9307123956881872;0.01363155385286244;33354113.1650061;81935634239.39172;68.79597767877152;103.94318431150906;135891.60274908354;599604237.4933039;0.5332290344259135;1793004.475249343;0.3175015840248973;1.5774076727166977;9.4655664048094;2.8494194137968996;-2910891.6777637145;0.0295159156438789
Z051;Z;1220.7037109036753;767.5420944938636;3643.587993621327;90.42979074517955;34.91692457896022;592.5025516656976;1028.8327985173169;1764.2027001236545;1171.7001484579569;3553.1582028761472;42.29250334859257;-0.2528552626705629;0.6838424073471846;1.5904062065920146;0.016176875188223375;36500017.35719037;60031706761.52199;54.23035388385175;67.18724353938401;119516.4601525589;240176538.05049706;0.5625338538171162;589120.8668200271;0.33882203540598127;1.2643338843546394;9.4655664048094;2.8494194137968996;-2738174.51456321;0.004473334558912967
Z052;Z;3067.235828867432;3191.8427989214033;17901.119456403896;63.41895760102568;48.943019282401764;1097.9055523311604;2054.4738004632827;3734.176884560703;2636.2713322295426;17837.70049880287;45.47977615562221;4.591787926630383;2.092967325606834;0.9609608060597223;0.00859156866254151;98624519.63177037;657037399338.0396;166.48371134359115;107.5247500907722;331875.2174251686;2980775361.949059;0.483027915907998;10187860.453026418;0.28307448317468303;1.446786871247576;9.4655664048094;2.8494194137968996;-7961566.787106494;0.0014174346809738836
Z053;Z;556.2489141852014;523.047368102333;2832.994471732601;5.493133594603837;36.23054674151819;120.52588360318352;386.72941563962456;872.6442238310937;752.1183402279102;2827.501338137997;38.80882591197394;1.2714072652179151;1.2311150249270246;1.0634771305767714;0.02193445747357788;15262268.662956975;15154948467.04015;28.715829673694678;98.65619429856781;60821.5535587366;85686341.09718846;0.5081837758237808;273578.5492787775;0.3209186712941815;1.4286332114904357;9.4655664048094;2.8494194137968996;-1150611.4325639664;0.0962793984563799
