name;class;mean_ts;std_ts;peak_ts;min_ts;peak_frequency_ts;Q1_ts;Q2_ts;Q3_ts;Q_range_ts;amplitude_ts;spec_centroid_ts;kurtosis_ts;skewness_ts;coef_var_ts;1st_moment_ts;2nd_moment_ts;rms_ts;crest_factor_ts;line_length_ts;nonlinear_energy_ts;Hurst_exponent_ts;Hjorth_activity_ts;Hjorth_mobility_ts;Hjorth_complexity_ts;Shannon_entropy_ts;Renyi_entropy_ts;approx_entropy_ts
Z011;Z;-13.600195264827923;38.416544366905356;136;-163;100.85228215767636;-38.0;-13.0;13.0;51.0;299;85.05979715175131;0.2838530797533845;-0.12018981338006451;-0.35401922502285404;-4739531.897295583;582644107.1229241;0.636685835706492;213.60613409765742;39595;1466404;0.7239038007781299;1475.8308810944077;0.31529488109977966;0.917359353686953;7.2498666515452195;2.3499070756080256;1.6195405604817141
Z012;Z;-14.408347571393703;39.593584076867856;115;-162;106.78476934342203;-40.0;-14.0;11.0;51.0;277;84.8586826452728;0.49788005722485673;-0.0914853389237861;-0.3639061203305318;-5009292.895233098;663811583.5814279;0.6582594002930932;174.70316405477186;36972;1320564;0.740090776302534;1567.6519000520036;0.28945483508138115;0.8365619553489223;7.284613579631106;2.3730628038766066;1.5269780908378063
Z013;Z;7.406394923114474;32.612892687616565;123;-95;118.81924334879182;-14.0;8.0;29.0;43.0;218;89.05638626042565;-0.06972605624402206;0.005112452544532662;0.22710021444760572;2702326.984686356;419701013.927508;0.5224880524964147;235.41208150562258;31052;898853;0.7359235189194043;1063.6007694539942;0.29442288154501267;0.82778682325812;7.03277010922897;2.266622471388138;1.498963778904959
Z014;Z;6.127654381254577;42.43354648054904;155;-156;10.551352208933366;-21.0;5.0;33.0;54.0;311;76.16377601994495;0.36225920386842736;0.0551950414951377;0.14440589791530647;1912091.5969807177;642199378.6038394;0.6698197774967936;231.40552908015917;35336;1212509;0.6786309401081978;1800.605866916916;0.2587109814239702;0.7831508319404923;7.391301087189327;2.400894802420771;1.4682196832474617
Z015;Z;-5.324627776421772;27.463390081012395;87;-117;149.62580180619966;-23.0;-4.0;13.0;36.0;204;85.31996001781462;0.4175143507177017;-0.2813200124947303;-0.19388093606488538;-1861254.927788626;304760765.5896583;0.4370529078403653;199.06056781522884;30412;837007;0.7560069035218593;754.2377947418499;0.3413681289876209;0.9955141471407397;6.775613135869049;2.225055791296527;1.6104759829947453
Z016;Z;5.0126922138149865;47.123230086310535;183;-185;23.22144984134733;-26.0;5.0;38.0;64.0;368;80.52654047335274;0.33644224296993297;-0.19576677245427937;0.10637412173642977;1653773.5617012451;815628821.2375959;0.7403641678586371;247.17565752715015;49515;2162607;0.726928121145757;2220.598813767362;0.32676518596447707;0.8895791322985803;7.537355411658281;2.4296649587485915;1.5612658304300062
Z017;Z;8.664388577007566;29.83509119162928;117;-93;148.77830363680744;-11.0;9.0;29.0;40.0;210;82.46101202406794;0.20051522786888354;0.05057527697813485;0.2904093210694962;2927201.0048303637;372930201.651484;0.4853741478680661;241.05115716175888;31131;895996;0.7153636381074124;890.1326664128351;0.32252961250314033;0.9432014508844022;6.90248083524685;2.2628807653995806;1.5857918460351357
Z018;Z;12.6326580424701;53.68934987550747;204;-187;85.34306565779839;-21.0;11.0;46.0;67.0;391;94.01641835118704;0.49565715153956313;0.07750325162235075;0.23529169326434682;4865913.748184036;1237972225.638504;0.8616996701410932;236.74141591187728;59274;3019237;0.7227891543431286;2882.546290054654;0.3416654469993758;0.8384143965744738;7.7135351604226425;2.484860592618841;1.4923139309674358
Z019;Z;7.651208201122773;31.216912486956605;109;-99;120.34474005369783;-12.0;8.0;28.0;40.0;208;84.14850878260746;0.13929666525998208;-0.047926331764203724;0.2450981724832552;2637803.3048083964;354338162.63442034;0.5021400655077688;217.0709080737825;29660;813890;0.7297883446964348;974.4956252183072;0.29316528973760037;0.8412095837541084;6.969402659263986;2.2633441630443363;1.4642087765581824
Z020;Z;-2.0702953380522335;26.52945528632788;93;-89;90.42805467415182;-20.0;-2.0;16.0;36.0;182;88.51451931201262;0.0813521765171088;-0.12282530171016943;-0.07803761199421132;-750780.1528044911;273842467.0834855;0.4157322721217146;223.70166146921653;35257;986383;0.6835738419081706;703.8119977892703;0.40674236571408157;0.9929742345072642;6.738930920135823;2.1956053032901055;1.6773150195160742
Z021;Z;-5.895289236026361;29.075252195508597;109;-115;117.7174957285819;-26.0;-6.0;13.0;39.0;224;85.69861803537233;0.2272356851063546;0.19772523755260535;-0.2027596939275057;-2069878.7214083478;311661473.7537833;0.463488677123859;235.17295109859117;31739;896506;0.7079018521973758;845.3702902324276;0.3372960413363528;0.9402234222200171;6.85909877353115;2.2335899726730384;1.5938551724913301
Z022;Z;-5.378569685135465;29.426657994694594;99;-110;169.9657578716134;-25.0;-6.0;14.0;39.0;209;79.00316707216136;0.1292703151870489;0.009343864947020985;-0.1827788152533387;-1740913.7896021479;340249590.6201806;0.4673517674525533;211.83187246649436;30154;826438;0.7119843890331986;865.9282007367232;0.32465309949164045;0.859689377251216;6.881232382548479;2.2413216189741876;1.4976681430190064
Z023;Z;5.049548450085428;50.1925337295596;158;-223;64.49461069074934;-27.0;6.0;36.0;63.0;381;78.17012512621709;0.7183489761702173;-0.18445856807259337;0.10060357736257548;1617183.548611179;895893172.7978619;0.7881209182773888;200.47685112246947;67918;3498374;0.7219868894719661;2519.2904421929784;0.4126087821132838;0.9729201051300608;7.610562152909958;2.455564988013905;1.5509314700728813
Z024;Z;1.6844032218696607;36.52923349220344;117;-147;0.6356236270441787;-22.0;1.0;25.0;47.0;264;52.24031646391838;0.14965113990815704;0.05441434741046727;0.04611110228275578;360510.42391750077;481404928.5333244;0.5713060103115079;204.7939246012922;71496;3240134;0.76649898038006;1334.3848995279175;0.6058912951681388;1.225740532231956;7.185905768439529;2.3179175610830534;1.7643402205075676
Z025;Z;5.5918965096412006;50.975214130894386;152;-167;161.23652672687334;-28.0;6.0;41.0;69.0;319;61.08229118995312;-0.09992616704432322;-0.0901991558303276;0.10969834271381977;1399395.2911618259;997579393.6203444;0.8011679542161207;189.72301525554644;53044;2391260;0.6526629026033473;2598.472455690535;0.32038805708756035;0.7860595022204797;7.663052805443781;2.4458595640216925;1.504168490734819
Z026;Z;15.001708567244325;55.70456473750234;220;-286;1.3559970710275813;-21.0;13.0;53.0;74.0;506;73.87487050881981;0.7345066679087515;-0.11708687788202442;0.2693084245059118;4540497.291213083;1145414626.761572;0.9012845486147354;244.09605194956202;74780;4454242;0.6535515201918477;3102.9985325945886;0.4139963831876136;1.0029700224562033;7.754550553243925;2.4890653214877703;1.4936420975191433
Z027;Z;8.169880400292897;38.88397266299419;129;-132;86.23293873566024;-18.0;8.0;34.0;52.0;261;83.20667499428883;0.13608691261557748;0.008883432689729694;0.21010920028930474;2785093.825408836;550671055.5751574;0.6207521549966755;207.81240783721626;69727;3347334;0.7688501453107834;1511.9633300564794;0.5531540352036427;0.8242890181397923;7.2749075713630065;2.3459730848201374;1.5589201006934115
Z028;Z;-49.0546741518184;33.84002246709639;67;-168;95.47066878203564;-72.0;-49.0;-26.0;46.0;235;88.38061646141975;0.0007102244492003251;-0.07316764334419591;-1.449605247736335;-17762471.154566757;1286382122.5955822;0.9310509069009446;71.96169350504503;34758;1659370;0.7337477369477341;1145.1471205735886;0.321836798333567;0.8263629925652405;7.071966510391119;2.2859819255669986;1.5286597719173338
Z029;Z;2.2809372711740297;42.546216428605824;168;-202;169.11825970222114;-26.0;1.0;29.0;55.0;370;83.94472541980569;0.7362889659296079;0.06531278308475195;0.05361081343158985;784463.4590480842;686007102.0141762;0.6656580292958417;252.38184263730247;71436;3620709;0.759785926838859;1810.180532389768;0.522840267872095;1.147116890310737;7.3739947856843315;2.3830507485368995;1.655622489438625
Z030;Z;56.71857456675616;52.452660099323;294;-142;130.93846717110083;22.0;57.0;91.0;69.0;436;86.55161017030727;0.4725064530620906;0.0960385552926802;1.0813288488964208;20112516.96493532;2205403383.988953;1.2069563092479514;243.58793913856746;108246;9894866;0.7519133446464878;2751.2815514951108;0.6325279643111634;1.2573990965148267;7.6801729815990445;2.4707099034529745;1.405071648412874
Z031;Z;8.029777886258238;29.044545787537515;129;-92;64.83360995850623;-11.0;8.0;27.0;38.0;221;89.72588809171678;0.4643079892205524;0.07790220910380466;0.27646422653659364;2951802.2664412986;309155328.61159146;0.4707875849943057;274.0089248563347;30634;827302;0.6505595925904987;843.5856400043632;0.32603247885046455;0.8523188688803185;6.861919691590167;2.256181001301493;1.4990906775519122
Z032;Z;-2.497681230168416;26.659150989015657;91;-91;70.08809860873811;-20.0;-3.0;15.0;35.0;182;87.89105942117375;0.08895718159332056;-0.02665173820853917;-0.09368945137065816;-899389.211056871;268869771.32032704;0.4183223531680284;217.53559022328372;36024;1007344;0.7133122976782098;710.7103314551346;0.4142149530162801;0.9636209030755012;6.74887301999823;2.203271098481097;1.6751170418877237
Z033;Z;57.545277031974614;44.21450103539312;254;-90;161.36365145228217;28.0;56.0;87.0;59.0;344;87.18760796846361;0.35080749587066684;0.1281218207705191;1.3015023506860426;20555612.017468885;1909193913.8286285;1.133765287543388;224.03226028410197;74619;5648513;0.6944134575376317;1954.9221018087792;0.5296878972241748;1.0608599161286565;7.447120001056034;2.405433491661674;1.5959558397482345
Z034;Z;-28.062972907005125;43.04855819822606;137;-166;73.56284110324629;-56.0;-29.0;-1.0;55.0;303;88.31559468641358;0.3721065123588052;0.19479536922250987;-0.6518911220622841;-10153997.183475714;962169692.6291628;0.8028368075439227;170.6448916052031;63729;3540689;0.7583561861739184;1853.1783629460565;0.45752284623444395;1.109515610945909;7.406837871840484;2.401716264047725;1.6647871362151028
Z035;Z;3.096656089821821;55.73797998261995;205;-180;27.289441054430075;-34.0;1.0;38.0;72.0;385;95.73037917518391;0.21492571277953987;0.1944848378138337;0.05555737920153208;1214531.3205955583;1094660559.2328095;0.872142524326714;235.05332475131644;46891;1959765;0.5971055228430047;3106.7224125429416;0.25667100705287715;0.716015759250561;7.771959732220585;2.4924857443040485;1.4223273572901105
Z036;Z;5.362704417866731;48.74816362170894;175;-196;135.68445691969734;-26.0;7.0;39.0;65.0;371;94.1956663986045;0.1903797265255487;-0.17373333914649158;0.11000833712387408;2069572.9864437396;892372570.3976617;0.7661915960868796;228.40240077516654;54917;2547859;0.7595254378529629;2376.3834564889066;0.3482194154940667;0.8667346660590319;7.586042224600783;2.435259389697789;1.5519622721524913
Z037;Z;5.046131315596778;45.623402118745865;138;-166;81.74119843788138;-25.0;6.0;36.0;61.0;304;76.56833590523168;-0.05077999334728611;-0.12839434685318554;0.11060401200381788;1582973.7765047597;761854084.4191458;0.7171252004514528;192.43501680477087;52840;2256944;0.7028950322358344;2081.494820888785;0.35658752983413533;0.7741215073649951;7.504632640393929;2.3941849496710863;1.515150183348915
Z038;Z;-75.10373443983403;23.11444351197349;3;-152;112.67488162069809;-91.0;-75.0;-59.0;32.0;155;86.56560132267806;-0.0014719043738660176;0.07675374403247699;-3.249212311814023;-26636235.52698804;2184562331.706539;1.2276658316138445;2.4436617219005843;36652;2795948;0.7131304948526195;534.2774988682133;0.48161300361827797;1.005689485266847;6.546222726539382;2.1434409569745188;1.7215866177216927
Z039;Z;1.2841103246277765;55.89339485027922;196;-224;62.460615084207966;-34.0;3.0;38.0;72.0;420;170.2147718747015;0.3331339959527231;-0.14888363338453664;0.02297427680081883;895499.9148328047;1165291530.6333098;0.8734581278470276;224.39541604944148;49263;2191379;0.721952107928755;3124.07158788922;0.2727439925861987;0.7570182765290058;7.775069874511326;2.491367722898624;1.4363499155058355
Z040;Z;56.302904564315355;33.91797272350407;177;-85;56.65525262387113;33.0;56.0;80.0;47.0;262;87.29728515757388;-0.00016446108392331737;0.02578137341318412;1.6599725762884183;20137126.65915304;1551469975.2437809;1.0269074521670745;172.36217307263507;53259;3509766;0.7213956456969459;1150.4288736723663;0.4884176703957377;1.1057376822024365;7.0864629338623795;2.2938142204287915;1.7567595441885535
Z041;Z;3.493531852575055;47.13580646969427;167;-150;60.4689943861362;-27.0;4.0;34.0;61.0;317;99.35200966992683;0.007248334433370918;0.01279664987429101;0.07411630593021047;1422025.3144056627;795399511.8635588;0.7384269436273256;226.15642812226892;48539;2037860;0.8027934288066394;2221.7842515484726;0.31742248211322754;0.8608468915405624;7.549070161253033;2.4212055694006684;1.5759750177780498
Z042;Z;-75.36563339028558;23.88019422342983;14;-157;141.02369538686844;-92.0;-76.0;-59.0;33.0;171;86.73665796643;-0.21451665599642977;0.08600235300137501;-3.155989129951937;-26781938.09026849;2226528326.9706593;1.2351378978357694;11.33476676938749;35487;2722444;0.7274563896147558;570.2636761487313;0.45668019133829557;0.9950420969744407;6.590566471366938;2.135788317593004;1.6954203416342244
Z043;Z;2.7383451305833537;31.427308822180933;123;-115;101.19128142543325;-19.0;2.0;23.0;42.0;238;85.74366132517402;0.18049415496884436;0.1262179320381637;0.08713266369949788;961958.1364071274;361637155.19049555;0.4928520738242989;249.56778419451135;43418;1463880;0.7542237856966444;987.6757398047315;0.429102667078207;0.9423297171951549;6.982309443420704;2.2777348797660784;1.669092944383789
Z044;Z;3.562118623382963;44.24610660744172;156;-169;100.38615816451063;-25.0;4.0;33.0;58.0;325;95.94761733726624;0.17421868365415705;-0.13702931248190797;0.08050693940116876;1400259.5274200635;702237419.7894654;0.6934975786756816;224.94671185139688;56774;2492498;0.711729045907587;1957.7179499170977;0.3940662582176344;0.8378158152437134;7.451419562902624;2.4069479678085286;1.5837853698696165
Z045;Z;2.9118867463998046;40.67433539653811;166;-156;165.94014156700027;-25.0;3.0;29.0;54.0;322;99.87937841255669;0.3284339151158604;0.06799017285955924;0.07159027229361054;1191560.9844618014;615502998.0810153;0.6370852600711576;260.56167110420836;48834;1881405;0.689085163044267;1654.4015599500733;0.36833557655897226;0.8609875479583518;7.335686502605482;2.38227316137066;1.6044579077745116
Z046;Z;-18.81352208933366;39.69876666727409;149;-163;169.41488406150845;-43.0;-19.0;6.0;49.0;312;88.67200479990254;0.7545161083280507;0.050949044827945746;-0.4739069666071691;-6834749.457971687;715407386.5462801;0.6863395081917447;217.09372434724162;46860;1945210;0.7066826503900724;1575.9920749026728;0.3639587451303516;0.9582281549768984;7.2928502793624475;2.3915552363007935;1.6583222869203134
Z047;Z;-50.50622406639004;42.78661796527732;92;-222;172.5082523797901;-80.0;-50.0;-21.0;59.0;314;86.76171011264421;0.15015967387172724;-0.09044246584647368;-1.1804210397600814;-17953080.10334879;1546798006.959922;1.034146487149343;88.9622516183378;47418;2610523;0.766745399098719;1830.694676906592;0.3395003669701149;0.8754252412018416;7.40878543180375;2.385586719364715;1.5980439775429964
Z048;Z;4.691237490846961;43.67752559928764;140;-200;109.36963876006836;-23.0;7.0;34.0;57.0;340;77.14348779798016;0.4903941650264967;-0.27929314157056667;0.10740621009271352;1482697.8354771787;708363754.5111228;0.6863027466160114;203.99160675125557;51430;2090772;0.7092675771765676;1907.7262424764274;0.36624791034774995;0.7553072163267972;7.43253669450019;2.402174849604383;1.5215943129112253
Z049;Z;56.62216255796925;32.1578252996964;178;-55;14.83121796436417;34.0;56.0;78.0;44.0;233;87.46651928266533;-0.08712368497061007;0.08411350317599015;1.7607584477580893;20290570.609711986;1532701899.8818333;1.0173255078178967;174.96858049082002;43976;2491480;0.6745651963365639;1034.1257280057937;0.423602848938337;0.8730902304552928;7.005552448937711;2.2528455420947693;1.6575939034750107
Z050;Z;3.8203563583109594;49.88553601016686;163;-206;137.80320234317796;-30.0;4.0;38.0;68.0;369;89.12628784792076;0.1800702721795009;-0.05568467198929736;0.07658244581219607;1395004.6573956558;967370003.1367953;0.7816484689132265;208.53363945896143;53170;2377192;0.6699595524634048;2488.566703021654;0.3300473950087156;0.7615543808575199;7.609042250999759;2.439692120785802;1.4939823382166226
Z051;Z;3.4361728093727115;39.77349083739874;161;-143;25.340195264827926;-22.0;2.0;29.0;51.0;304;59.002147709041665;0.4230400077191563;0.042278635183069;0.086393543463922;830632.2354478886;518515785.7766098;0.623699595553742;258.137092195897;55158;2338686;0.7117511738447344;1581.9305733926412;0.42933585839589306;1.0010586580513405;7.293724923144845;2.374901019844699;1.668379582981232
Z052;Z;8.002928972418843;38.867655525468166;184;-132;77.37658286551135;-18.0;8.0;33.0;51.0;316;82.86861164633389;0.1650737847393957;0.10240705352065199;0.20590202481276226;2717096.0386599954;531190816.10261905;0.6199714021340074;296.7878830646905;68050;3184516;0.7191473968603124;1510.6946460464562;0.537471183533606;0.8208976750598289;7.276548918208489;2.3470507027331307;1.5878780780274901
Z053;Z;5.568952892360263;30.767621206716917;115;-105;83.98706858677082;-14.0;6.0;27.0;41.0;220;86.18793768235474;0.07516319153572981;-0.14830482464416553;0.18100043727607054;1966463.9861606057;332267315.46225536;0.48849585854618993;235.41653012627563;34558;997751;0.6976061717328933;946.6465147200166;0.3501402093691894;0.786037316621365;6.947165180529556;2.26394806501242;1.4937220364175436
Z054;Z;-18.19257993653893;53.03406381223158;144;-233;78.2664559433732;-54.0;-18.0;17.0;71.0;377;86.89810569293348;0.02034367239714019;-0.07282103060058218;-0.3430357515303789;-6476950.307822797;1184073181.3056848;0.8759501816981321;164.3929107027972;51961;2503924;0.7132519857405801;2812.6119244398515;0.30592557427887984;0.7754552499654408;7.702999887434904;2.453177108799958;1.4789088237808805
Z055;Z;-14.197705638271906;45.13543705789147;174;-159;160.7704027337076;-44.0;-13.0;17.0;61.0;333;85.76734071354241;0.2472319704610597;-0.06717106475638081;-0.31455784110524265;-4988914.674625335;770535903.1262974;0.7392187466052645;235.38364090340673;64152;3067814;0.720125970283868;2037.2076784068831;0.43717075357380114;0.8118334531816438;7.483853956622683;2.41966030437713;1.5555511613367559
Z056;Z;4.959238467171101;49.09179606129026;169;-162;116.86999755918966;-28.0;6.0;38.0;66.0;331;89.18997655798555;0.09199434396586614;-0.029556580074265235;0.10101969911590884;1812161.9437051504;888350804.5314817;0.7708691965618132;219.23304336684376;56252;2698813;0.6774157245521437;2410.004440523314;0.3567363901202357;0.8511018901103109;7.6041934729724625;2.4399740895951068;1.5354713273093417
Z057;Z;1.6109348303636808;49.800994816623;169;-184;146.10868440322187;-30.0;1.0;32.0;62.0;353;159.04992366587533;0.313383931224509;0.0738900009776722;0.03234744278292949;1049729.496194777;959022169.220232;0.7784525238509521;217.09737565493194;46588;1880716;0.7149455427517128;2480.1390847253115;0.28889131150185504;0.7351403572422721;7.613040981470671;2.458456722881809;1.4472699944378347
Z058;Z;1.0229436172809372;39.89843660679064;126;-157;147.2528069319014;-26.0;1.0;29.0;55.0;283;112.76577888319916;0.03438908506265648;-0.10793657338677244;0.0256386892389371;472601.3792994877;595608245.3045814;0.623541824937965;202.07144887600043;59632;2689787;0.6669986932773441;1591.8852436660911;0.45607315593437764;1.1498605861105817;7.314880763512489;2.3551704030872074;1.722233784662773
Z059;Z;-6.216499877959483;36.99105356156927;135;-142;41.40028557481084;-30.0;-6.0;18.0;48.0;277;97.26223112999114;0.2004886832317001;-0.02674970530364729;-0.1680541449735275;-2477171.764649744;501135389.8487552;0.586018639482343;230.3680990748889;35558;1103207;0.6651263292487554;1368.3380435948866;0.2976276517602774;0.7253257616926267;7.2043630998853665;2.334579431855813;1.447841751828233
Z060;Z;-52.401757383451304;33.117097985724165;69;-156;40.425662680009765;-75.0;-53.0;-31.0;44.0;225;87.318647880336;0.19440958729975621;0.10408196642892907;-1.5823173095070167;-18746440.513429336;1379047336.662939;0.9684662423392377;71.24667539607482;35203;1641268;0.7775859660064941;1096.7421789960556;0.3303701671626196;0.760311820293364;7.047485062186189;2.295491885196998;1.469790397678957
Z061;Z;-75.503783256041;22.608932417999146;-3;-154;74.87646326580425;-90.0;-75.0;-61.0;29.0;151;86.9727409475751;-0.07027050500138587;-0.07186513816829429;-3.3395554403060563;-26904060.711981937;2210261890.1793876;1.23135200276462;-2.4363463845142803;30671;2123670;0.7999670995771364;511.16382508165276;0.4156249561489;0.8960649898880796;6.517307825190842;2.1257672953074622;1.5489693635237192
Z062;Z;8.15035391750061;52.133279054375535;244;-214;48.90064437393215;-22.0;8.0;40.0;62.0;458;90.43537307667772;1.3130837448865114;-0.0890551466197215;0.15633687474366822;3019817.9777764226;935463544.0966878;0.8243764596441976;295.98128033072516;52206;2338008;0.7112784892315841;2717.878784961391;0.3116347931447739;0.7644660830236801;7.63154516518097;2.4920692043337422;1.4762397386704356
Z063;Z;-14.368074200634611;33.768645828344475;105;-123;47.41752257749573;-38.0;-15.0;7.0;45.0;228;87.59830110344978;-0.10079325662784866;0.1592440030908038;-0.425485649429698;-5156561.592755675;477183640.1139908;0.5733404801289804;183.13725201537991;37170;1215062;0.7022414101596733;1140.3214410801666;0.339213831004957;0.8254110751520264;7.082115263454804;2.282139038014604;1.563254572918762
Z064;Z;-28.482792287039295;44.34737902155641;121;-199;155.51591408347574;-57.0;-28.0;-1.0;56.0;320;87.75245035785939;0.36573138453750165;-0.013304940593891493;-0.6422655163723285;-10240184.442060044;1064978323.543349;0.8234362303303164;146.94519811383765;61933;3134645;0.7071592557030912;1966.6900260815812;0.4283656466093592;0.9234510642109196;7.451751959232684;2.413574782288496;1.5978224640567777
Z065;Z;8.560898218208445;36.86804689151517;153;-149;83.2243202343178;-16.0;9.0;33.0;49.0;302;80.13771155602265;0.47019642130702755;0.01659679798518148;0.2322037357552199;2810750.0951159387;515640496.195775;0.59131742719667;258.74427669981856;61868;2708128;0.728727379401933;1359.2528815949615;0.5181858520818085;0.8416926760853715;7.188089847769252;2.343335336312736;1.624357106007829
Z066;Z;-3.6795216011715888;24.50646461394677;67;-99;27.331815962899686;-20.0;-3.0;13.0;33.0;166;86.66866804323514;0.053499738268687036;-0.10337812351339892;-0.15014493763729397;-1306530.1707517698;209212560.64085186;0.3871583030811113;173.05582617445043;31556;761994;0.7697035790509131;600.566807874625;0.3950598969879795;0.8324923768106832;6.625128242512222;2.151183082728994;1.5186317787657204
Z067;Z;-17.793507444471565;46.86807941212036;132;-189;120.5566145960459;-47.0;-17.0;13.0;60.0;321;89.55024827290069;0.06434085103030318;-0.1318463160088896;-0.3796508768368704;-6528213.09909446;953023825.5789871;0.7832181995446392;168.5354095151829;50507;2183463;0.6933343656897581;2196.6168677808205;0.3297638820171725;0.7991790763216233;7.52582059206255;2.408999110440242;1.5217448012396781
Z068;Z;1.8389065169636318;41.40456759578343;146;-168;59.57912130827435;-24.0;3.0;29.0;53.0;314;132.27111135920222;0.18170136641502133;-0.18634578591698683;0.044413131780922224;996530.5529802296;589993911.3469955;0.6475050773786472;225.48085737190647;50570;2063581;0.7245532766535344;1714.3382177937995;0.3782208277255349;0.8611840368240326;7.357568985892916;2.3717015466308005;1.6085727644021182
Z069;Z;5.1120331950207465;49.82360776617897;165;-151;80.85132536001953;-30.0;5.0;39.0;69.0;316;87.11337943082131;-0.210261610805357;0.04290607378154484;0.10260263004259747;1824502.6187991216;862348630.0567878;0.7824853500060802;210.8665676599797;54380;2439360;0.6344364695646685;2482.3918908380488;0.3352581578988888;0.7548040471641726;7.630396236441259;2.434446113755979;1.4810240961712138
