name;class;SG_average_gamma;SG_std_gamma;SG_min_gamma;SG_peak_gamma;SG_kurtosis_gamma;SG_skewness_gamma;SG_centroid_gamma;SG_sbe_gamma;SG_sbw_gamma;SG_rms_gamma;SG_crest_factor_gamma;SG_var_coef_gamma;SG_Q1_gamma;SG_Q2_gamma;SG_Q3_gamma;SG_interquatile_range_gamma
Z018;Z;1776.8066176954646;1151.3699630645096;14.161501191650597;10877.838869186202;2.4418471889439477;1.2489744578086999;3.7759384464715047;0.08969861674818527;137.11972419939127;7.332712756190749;1483.4672011395003;1.54321084854974;893.695785532124;1544.3801558671248;2389.0092148767308;1495.313429344607
Z019;Z;348.08154221905346;288.1178807539729;2.252639607080698;2940.4971306175767;3.822962650827635;1.65010008564497;2.110461291606328;0.052337609145817324;79.08435558876693;1.564926362911583;1879.0003161213997;1.2081219718407004;134.5830221138185;269.3265869680482;485.49881629962624;350.9157941858077
Z020;Z;625.4756235822496;495.4400754005826;3.2929454493304697;3955.636489628604;2.1533648557429457;1.4571127847583825;5.559498511298418;0.13566632544650922;176.96695532233937;2.7634773914207598;1431.3981731527506;1.2624647351680789;261.8151037404985;492.4663041580119;819.3512397964305;557.536136055932
Z021;Z;485.70617177569636;446.3461639145416;3.3186909111084524;3979.5988010354536;2.6793850493704943;1.4887871188975308;3.3892091201468606;0.0852599440637649;116.50316535167433;2.2845848847754713;1741.9351881191178;1.0881826955024323;141.30804831317442;344.3867227915172;690.3005762491532;548.9925279359788
Z022;Z;441.7532236303057;508.03285106413773;0.3330550046389478;4484.269913323441;13.145754584237366;3.042113521218797;3.002091859632462;0.07551055715048674;105.24952959236047;2.3316362040692993;1923.2288062336856;0.8695367291800103;115.93380666387114;279.9018393735499;601.4800516500057;485.54624498613464
Z023;Z;2115.663652089125;1374.0928567785427;20.99100131935728;16342.28010982338;4.39172576947322;1.5225312335193224;5.429522813298321;0.127511107509396;183.67531561934484;8.737069211546363;1870.4533195440924;1.539680263711682;1133.9056265197162;1852.8131381194053;2769.552573155786;1635.6469466360697
Z024;Z;1966.0403992098607;1207.8703955228584;13.240426400369412;13478.439977488877;8.670387023727532;2.1106612121398016;10.110779135763964;0.23986170169222254;260.87295560185953;7.99143849161313;1686.609987880687;1.627691519303119;1157.6626775291893;1757.0064288112828;2441.821994648412;1284.1593171192226
Z025;Z;1495.2170911258718;1787.6786565159716;7.059522298935741;15218.980953318274;7.627850227480012;2.424090482116742;3.232393391000539;0.0856122312769687;105.63655528105748;8.071490816356837;1885.522922540788;0.8364014895383481;351.07626840066496;814.2006654678768;1919.6769526561727;1568.6006842555078
Z026;Z;2517.9609801376578;1470.4258657971957;87.26072128971326;11221.581541068692;1.7425648840231975;1.2032470234595443;5.1531068320869355;0.1202701844119041;178.10640261616547;10.098637749641293;1111.197551518004;1.7124025350115408;1467.178589822317;2195.8807047227438;3215.0684884589823;1747.8898986366653
Z027;Z;3577.9117656326835;2819.741578264177;35.21160765016872;17809.1124000423;0.9955250284830335;1.1781898107227091;16.23840590321455;0.3593241323450729;318.05816495714333;15.777173941945136;1128.789760800891;1.2688793161801846;1398.958587058568;2772.036826009288;5021.5895481769;3622.6309611183324
Z028;Z;524.2692710358822;626.7536574580636;0.2396261257574081;8172.31451668113;10.681590960697054;2.6966785794541317;0.8236392638111286;0.02156552866706714;31.024159350963977;2.829950034312989;2887.7946315631953;0.8364837840151915;131.63020007044577;297.799620852159;667.1784557358477;535.5482556654019
Z029;Z;2148.832587480881;1647.6952794336466;30.801412689250366;15615.400091401645;11.543964452756498;2.6418757070888166;7.623092624794406;0.18540549206227488;219.5254441294787;9.37815955979056;1665.0815111265156;1.3041444096504833;1101.5439026674064;1689.3168558332331;2748.951440830434;1647.4075381630275
Z030;Z;4720.667133605829;3090.3913305935953;63.069278936385295;18450.619217724587;0.1124442917683024;0.7640507099406622;5.250549203423431;0.12036829879370622;182.81918453405382;19.541099895674083;944.1955323000574;1.5275305385674551;2178.6701779440955;4263.243746271632;6575.12122632453;4396.451048380434
Z031;Z;389.36736472669224;337.0471899935824;0.6446117890360705;3754.064628236738;8.140166099224643;2.1335263592171425;2.6400558017936655;0.06540291600415846;96.37722722285535;1.7835619851536615;2104.8130984431746;1.1552310070708676;151.26386457164685;300.76896779642846;533.7711344633976;382.50726989175075
Z032;Z;636.326736190009;550.3300420183543;4.433823150820624;4650.156117816668;3.980127166337687;1.7201108128285676;5.590055468891109;0.1386962876284838;173.7486033242062;2.913685473128796;1595.9705193653592;1.1562638555152447;234.7235397302556;489.0551833298777;850.4007426941743;615.6772029639187
Z033;Z;2590.2245135498124;1997.9693858934115;52.01842489309581;22444.57019929898;6.431411710468513;1.9188117638255755;3.073653264201496;0.0740772792258228;113.4675971164459;11.329486271526296;1981.0757223571156;1.2964285298053093;1190.168650675168;2010.812571254608;3425.515861020064;2235.347210344896
Z034;Z;1657.9085410134576;1226.4693117737927;16.40058666374071;12785.504416827132;5.465774019705455;1.9641944713088055;3.922883440092964;0.09484662279798876;138.56377611462585;7.142283042973779;1790.1144969891486;1.351773358777067;843.7016452685593;1338.714940055041;2083.930800861046;1240.2291555924867
Z035;Z;791.248522408847;1041.294894335129;5.26768832897961;12051.006090640698;15.220708150921713;3.2695645942976084;1.4194172613352023;0.0375347901380727;51.31196008081295;4.529393402672007;2660.6225203426793;0.7598697801299241;183.818923471827;410.96107870505216;989.4416726782996;805.6227492064726
Z036;Z;1469.6366529762895;1751.6576938392152;15.516283235566823;21998.639800323745;15.675738417740313;3.096877955241356;3.585591362955714;0.09336279901864744;117.3248203102502;7.918967508297689;2777.9681855334084;0.8389976295854912;398.65180506056436;844.7712781191187;1837.9081252051642;1439.2563201445998
Z037;Z;1595.0714904651127;2164.361177211128;3.7305288994012726;20035.26235790796;10.358173320882338;2.812852174194468;4.3304537448911615;0.11614917198583698;130.48185673040535;9.311627009627868;2151.6392717612357;0.7369710320346952;312.37900414934165;743.0911267271406;2007.2819373184634;1694.9029331691218
Z038;Z;514.905807483669;416.8906874337365;0.007999173720893284;3318.333533070753;2.360333378096211;1.3778021064389196;0.4951222877810155;0.012113372472786203;20.338395687547603;2.2945137875034396;1446.2033530342335;1.2351098813295314;188.9525867352825;406.02647093788937;735.4412077134341;546.4886209781516
Z039;Z;824.2617978755824;1171.9560770647518;9.006266883615748;16427.933216518213;49.01043911455924;5.693034238324978;1.4971348596995409;0.039127387597379513;54.74893309814066;4.962240241227723;3310.5880444945424;0.70332140769303;238.82171221727125;498.2649987029541;996.5262296707107;757.7045174534394
Z040;Z;1081.1113190051717;766.7742531702954;30.882066938515703;9502.82955706921;7.469502836362489;1.9919162462800708;1.572775423785298;0.03684942091793062;64.44959477019671;4.590387972895681;2070.158255288973;1.4099473404789247;558.3682879992946;908.4747345147687;1388.7821908180854;830.4139028187908
Z041;Z;858.4348592384649;902.6780385675361;3.3132701623331493;13472.855255896593;55.739915381621536;5.664731800649141;2.3256911653996255;0.05812624624941894;85.74383178197711;4.31424002727354;3122.8803151249335;0.9509867555886472;354.00767570105694;648.65660631324;1084.1344099118483;730.1267342107913
Z042;Z;473.9612822489928;432.8398670725062;0.9782219691132548;4151.3267499202475;6.643495876116203;2.143656518721691;0.445119692718081;0.010976050073104914;18.202737571694293;2.2229937972373155;1867.4486429424226;1.0950037607547787;176.8661866603011;354.6192174260104;630.2245257617993;453.35833910149825
Z043;Z;969.9706787920603;802.174526653946;7.844911377393826;9705.426907431582;6.322098829490352;1.8509195686549718;6.095966655591885;0.15204029090493518;183.58539677743556;4.359307685769135;2226.3688656606496;1.2091766150167227;384.1251445657283;717.0236723966195;1362.4951972001256;978.3700526343973
Z044;Z;1614.6759472089193;1257.4867370911898;8.534931322520874;13680.244108155544;8.011799435588078;2.312927850835776;5.230193490366121;0.12668850489549427;172.39056952856654;7.087969413371115;1930.0653417533686;1.2840500814696283;818.9763437952288;1270.8775553404446;2008.1273868065582;1189.1510430113294
Z045;Z;1114.355104008496;967.5000196183408;18.68560717285452;11347.119041966365;13.205673209605433;2.7784537452050806;4.159442695038343;0.10223613798978146;142.54015008570167;5.1110301381133505;2220.1236806157754;1.151788197842194;499.6382752382897;823.8840572667668;1425.2030999346894;925.5648246963997
Z046;Z;921.4707159574012;1139.7571709292085;2.699743537915983;11288.180753039867;18.695929258191107;3.610387056679139;2.837465131991321;0.073929488245345;97.06698162942975;5.076073187047132;2223.801812362454;0.808479858219409;290.644992955241;541.6228924227838;1083.7771125933734;793.1321196381325
Z047;Z;876.4924128356267;964.3594986111254;1.4143353852042995;9844.435851675635;6.238201705351704;2.210491509152757;1.131232996630555;0.029330864716874894;42.38828816635162;4.513288779434869;2181.2111594836406;0.9088855495258301;232.7434882657433;541.2799618175304;1163.1066938794856;930.3632056137424
Z048;Z;1483.526610452232;1588.228994929643;4.775615396316847;19289.01842580691;11.86915835173572;2.7113331867284796;4.730990571201154;0.12198779865091701;146.8678222861138;7.526947745030849;2562.6613973162175;0.9340760149753787;439.2437112472346;966.8384466899337;1969.1333987483813;1529.8896875011467
Z049;Z;906.3289094270176;875.9789952866231;9.977656504456428;7221.228888701754;4.12491841305888;1.90912965982356;1.2283461171107026;0.031248332999604323;46.9209775050536;4.365417561235711;1654.1897281087706;1.034646851469839;322.2374245545628;571.9471876485495;1200.7881073745561;878.5506828199934
Z050;Z;1369.8164209014747;1601.901288325924;18.161889421959515;18735.162918403796;9.445597127640974;2.591567003402632;3.192807708347515;0.08332353411664632;106.37699560995082;7.299751445824999;2566.548060909545;0.8551191205626715;322.21775231145307;810.9412715501691;1787.290287568459;1465.072535257006
Z051;Z;1336.524793914919;1019.5710890939221;65.86957477152447;11256.105796797365;6.950075465236699;2.1907104024132393;5.46076769718286;0.13154993531051357;179.14528065353755;5.821938764565933;1933.3947421957448;1.310869647257916;669.3250101855601;1048.308905885434;1657.0912519970586;987.7662418114985
Z052;Z;3195.4811275549478;2458.3026141985374;23.55984512160766;16195.915369495351;2.037584253217524;1.395265253678548;14.517463954451445;0.3205139199468927;318.98839385481773;13.963038040649995;1159.9134316145867;1.2998729729605512;1385.3876337963154;2576.6119656026576;4346.891014651783;2961.503380855467
Z053;Z;653.6843293388408;707.3845383838499;3.2927090371484646;6282.8431878749725;7.36795502286917;2.2337729285234174;3.948549806246683;0.1024291768833969;126.8539804036994;3.3357843110347503;1883.4680549013235;0.9240862555920475;148.68678930488522;412.6900705292085;919.0391799343593;770.352390629474
Z054;Z;1024.6117213087673;1408.4948343489928;7.760366066284178;27069.674895589997;45.10973910068824;5.011426748024604;1.8562475710605584;0.04886223524265064;66.10853580179547;6.032265885388318;4487.480394582678;0.7274515293358129;251.76566742211622;574.0661549792172;1258.6757360510223;1006.9100686289062
Z055;Z;2247.1444123163787;2076.0286694546867;65.60960356248505;32998.441862117514;43.602812971162315;5.010889733790535;6.467806014029268;0.15622574548157553;200.03853398608626;10.595529238735358;3114.37410237906;1.0824245567411357;1101.9007886866925;1783.3242278248338;2702.768335596569;1600.8675469098766
Z056;Z;1512.1050046927867;2015.3908691875395;16.26323658397558;24485.380049830273;29.432039607162203;4.321368313486256;3.570474762156542;0.09387665774484148;115.52874706620503;8.72614684318442;2805.9784564540814;0.7502787810596555;381.3208616635913;841.3673754782067;1918.7068373539582;1537.3859756903669
Z057;Z;833.3899408759136;1158.5908106456022;1.4891460604165225;18489.61362228028;35.08932341418136;4.561791551418047;1.8929491826435125;0.04979480210772621;67.05252802603388;4.9428440769921895;3740.6831642424672;0.7193134394113856;183.2267540724214;482.5090378237263;978.8957193899294;795.668965317508
Z058;Z;1283.3949762163236;790.9192289312216;46.80153141372553;5839.645508718788;1.9048601903552846;1.2898494535991543;5.389709883457391;0.12678140164449847;182.6642443616132;5.221099151945851;1118.4705248400446;1.622662503667524;706.2198022394482;1092.8269917278978;1665.587608877974;959.3678066385257
Z059;Z;464.3455750282908;463.6499056801857;0.0919554370612781;6118.796340596377;5.40784623358741;1.8334531371711307;1.9583343978356422;0.05035755468897076;70.70475746202555;2.272616129493833;2692.402056461327;1.0015004194750876;107.08391957191404;328.67228555548706;656.2428619878414;549.1589424159273
Z060;Z;460.0862686801097;511.97235309605077;1.0354944075336703;4705.73118164351;5.932366986112211;2.0872614268889147;0.6782361243396213;0.017533335009290336;26.019198603459653;2.3839128008058355;1973.9527301723574;0.8986545189360904;93.68767117084897;288.5719631124699;633.8788458123887;540.1911746415398
Z061;Z;371.68377138001205;368.9480614081466;0.008859468504829136;2849.2726610739073;4.751612795359489;2.0146869044812696;0.3413923307333762;0.008652849140516963;13.649942602513313;1.8137834651598799;1570.9001188974628;1.0074148918452754;124.910599273407;259.49982290150865;468.83694411684377;343.92634484343677
Z062;Z;993.7171149475217;969.6108517559371;12.275812210585133;22177.725448918332;47.98921212774135;4.724842927038065;2.193560295120495;0.0538809462853755;83.19754708987482;4.808456462216185;4612.233805834809;1.0248617918703455;414.66954991797513;739.9510716356777;1306.4292005643129;891.7596506463377
Z063;Z;587.6444205302871;562.8159304928712;0.13699153052985577;4940.658209746297;6.1320859008680575;2.099721293712289;2.628610976886997;0.06645411500649641;93.81843213474714;2.818077102103419;1753.2019283853442;1.0441147606032988;196.5103816862142;412.5324858786904;788.6635695412359;592.1531878550218
Z064;Z;1794.5662928521951;1241.494411030826;52.09928040978584;13907.836211868998;3.412996773944757;1.6526420404945665;4.129184384187081;0.09886221717479252;146.313917638746;7.557525223394498;1840.2632873545647;1.4454888213005708;949.8004749334928;1434.2453615633221;2236.8437854047875;1287.0433104712947
Z065;Z;2436.865846927494;1772.2912130234727;24.576559580922233;14481.436369883048;3.089653623973021;1.5379126513003625;12.235738760724336;0.26758232548141525;314.701366064585;10.435710699839499;1387.6808955719491;1.3749804936234369;1143.2331411789633;1969.3905468611392;3271.0567616767235;2127.82362049776
Z066;Z;521.3440719978294;492.43670162269524;1.0239428987304113;4205.532837040827;4.483774195828207;1.760132871107076;5.279003033422665;0.1347088059290922;160.58916631178494;2.483708574391034;1693.2472997851437;1.0587027130185007;146.84088244501706;387.90751354233555;739.6247983403234;592.7839158953063
Z067;Z;992.2691084616869;1236.2221134277854;12.648574751368125;22971.91026735272;33.10585781628182;4.392961941971295;2.2581944355965557;0.05882096526858329;79.8291183170002;5.4900687784159565;4184.266389824861;0.802662480863032;322.73854407277724;616.838176934689;1161.5255425641062;838.786998491329
Z068;Z;1183.895888155164;980.0443853978882;20.401672356587323;9597.145683518003;7.723685725348721;2.2147264352073788;4.328793227535107;0.10546028131837552;148.99969716764704;5.322846162714837;1803.010154744567;1.2080023168282465;529.0279242118361;935.3761981912769;1475.157989493664;946.1300652818279
Z069;Z;1392.6911612836118;1767.8393941571603;0.177012389450463;19244.97957598683;9.885515794054305;2.588635254710318;3.157488412402724;0.08473910752919513;101.9142774363401;7.794318886982736;2469.103439959045;0.7877928084907254;267.9769448970282;649.6777780639222;1914.4561635242308;1646.4792186272025
Z070;Z;964.0956333881994;1141.2616005859388;18.17769376538509;19726.516578755225;55.06340364067971;5.605602983594362;2.778864068760057;0.07010130653209509;98.99636949736006;5.1741396983430965;3812.5210622110194;0.8447630524791335;356.53390999538146;664.802693034909;1148.0765400402122;791.5426300448307
Z071;Z;1238.3221608479653;1823.3022720892673;8.53602368930603;19731.921740483842;15.9384592699407;3.398856391240735;2.208092647729345;0.05903696019133227;75.54704601105392;7.633402721271222;2584.9444161381552;0.6791644917049378;250.96230233637976;572.3932356233497;1385.0348157425503;1134.0725134061706
Z072;Z;2412.8950579081666;1664.959812413371;56.20813858218103;13896.609843152188;4.032593855014741;1.6085717058399165;7.598021062869226;0.1806050757744223;225.2244787865556;10.153053120838736;1368.7124136709135;1.4492212003667873;1232.8489984656403;2061.915403808587;3129.4544149376125;1896.6054164719721
Z073;Z;430.5633882082965;499.3112359874095;1.5123269708053946;3858.9817796951793;5.721348721521192;2.254822270228079;0.7337245147440631;0.01856258135329173;28.72761573570022;2.2834325721349953;1689.991562171269;0.862314638998337;108.47659972415697;255.37161804863285;541.8359552064579;433.35935548230094
Z074;Z;829.1812058228074;750.0775261833568;9.557450069810313;9248.554291558805;7.182459244903411;2.2369129836747663;2.9587566043447087;0.07311687385991875;106.74292843743198;3.8723759216505322;2388.341028527202;1.1054606715681197;325.49207635967485;619.1226178933991;1064.9188046021718;739.4267282424969
Z075;Z;903.4193509438446;867.3877512555734;22.6236215766363;9902.346165476383;17.6003929862381;3.31309850462766;2.841516668352801;0.06952899022328558;105.02189011762742;4.337517519346122;2282.9524310415136;1.04154036027845;375.24250857874785;662.0147398282172;1134.7872092465886;759.5447006678407
Z076;Z;737.2368738643008;794.7560648226734;5.364512666519444;12208.7719089702;20.154186300955754;3.4032224193180207;3.570299203716361;0.09104759236458482;120.23327164726895;3.7544191078571783;3251.8404467471173;0.9276266095922071;242.1733569251117;505.9970082807761;928.5580232151007;686.3846662899889
Z077;Z;1614.6269995099626;1565.649753884597;37.97511171542857;15196.959935688961;4.496886435781531;1.9322325897865715;3.79478415017528;0.09687766244560574;126.01112855650031;7.789265563780372;1951.0132003142803;1.0312823768559003;525.2283528870182;1060.7251378745523;2152.876726242809;1627.648373355791
Z078;Z;2578.8758951092586;1962.0620400922678;24.64748841602951;14533.167060439984;5.080072365536992;1.8761218450992705;12.278639892015141;0.2679683250014722;315.41759724744253;11.222657565822344;1294.9844522298815;1.3143702097146657;1211.8874567313983;2074.6072243642234;3355.8188674187313;2143.931410687333
Z079;Z;1116.6480379482769;1006.4651582285361;24.911581154474938;15287.105193419848;27.204374448975006;3.894851881857694;4.845780816089384;0.12018037391795239;158.08076871863;5.206397273801596;2936.215657292234;1.1094751058384098;519.9572828956616;866.9590449530582;1431.4395964357577;911.4823135400961
Z080;Z;408.3539841818715;384.3777020541753;0.07320861809771456;4386.7124845680155;7.464535055543724;2.107807671647687;0.7315311497090008;0.018535773274069064;28.62965539705294;1.9422488268451954;2258.57388813223;1.0623768808637004;124.61655574090847;307.1480515537058;584.3644250357004;459.74786929479194
Z081;Z;814.8105961682584;723.5029300288837;2.4665277309655838;9329.846006252035;14.295242180494782;2.912934567991301;3.187604185277384;0.07803602809938222;115.2810570810447;3.7738848680878663;2472.212675364216;1.1262022064454245;353.4269929445404;651.6383036109617;1023.1103126670547;669.6833197225143
Z082;Z;2585.053020848882;1809.747734754362;30.471162625321302;17207.31503447995;5.51860805990327;1.852098177551945;7.062443361332803;0.16848686475998795;214.7585700571085;10.928846158223125;1574.4859782414226;1.4284051700718126;1314.3339657110544;2111.976041205752;3413.1799238695357;2098.845958158481
Z083;Z;572.3556319443124;616.1244545500534;0.5236596957779824;7543.536567256844;6.881431462413252;2.2269228677099377;0.9252642093832333;0.02384636890661919;35.21045682181587;2.912502597346252;2590.0531639457395;0.9289610690137194;148.47493779875268;374.4086405517029;792.6995420572337;644.224604258481
Z084;Z;828.4893475359371;1099.08361887959;1.0892275948528014;12752.88858790234;21.740549925056197;3.921493890602736;3.304823084770784;0.0860749422854584;109.92110760511207;4.766818108454808;2675.346173851862;0.7538001052008239;227.2090438752287;498.9637988388854;985.698031640839;758.4889877656103
Z085;Z;1412.1401486147868;1032.048335894645;13.196277122106391;9856.311775386868;3.180396943558761;1.580957221705952;4.452723291810237;0.10705776325377742;154.0982245786771;6.057641207264932;1627.0874154062128;1.368288770497027;687.185640631683;1104.11311373081;1864.723897165834;1177.538256534151
Z086;Z;950.1353351631224;1214.1501830344744;3.621658557327502;17930.969960280854;17.823028273662572;3.3160593134473095;1.2540544924107198;0.03289084195805184;46.132252975528665;5.339519571888862;3358.161669578402;0.7825517373711456;225.38794927117735;526.6546397410011;1169.3225412533407;943.9345919821633
Z087;Z;1269.7046523736767;1178.2060683122363;25.238904394714382;19824.829400181865;59.54160821883535;5.545012428173479;5.78211990821113;0.14211157391763582;181.6772522258322;5.998999800351718;3304.6891248470365;1.077659236802702;579.8166007705577;981.4444779161979;1660.3094945986545;1080.4928938280968
Z088;Z;977.7357634919894;633.5994090515766;14.916005867028536;6034.88292692391;2.5620672926098447;1.3544039056804345;3.4564650616775516;0.08322925347673789;125.62989991091763;4.035073879250363;1495.606550838438;1.5431450053836764;527.5144685886239;838.603089922607;1279.8410946558033;752.3266260671794
Z089;Z;846.8512105041003;855.6016024825996;4.489180463838571;6385.304352733906;4.756446870201105;1.911487106994191;2.323763943436161;0.059710885840595314;82.41360034796247;4.1692786462033915;1531.5129773224587;0.9897728195539732;221.88443481145737;565.7019922267674;1202.6417775156476;980.7573427041903
Z090;Z;2390.295917870011;1571.7042039138112;103.6860827048237;21691.900014284627;3.6552120567879935;1.499542449039887;6.704458070830463;0.1589345194817567;209.711869435748;9.90767545191998;2189.4035709537716;1.520830644798027;1250.7110372819695;2023.6876876936012;3102.5174836231786;1851.806446341209
Z091;Z;1093.180846681879;1071.3750434211186;1.8385031672411742;16045.73929246891;20.139149953811287;3.3493696081635376;2.362722240635555;0.05923658701676443;86.71210838766521;5.301160359214245;3026.8352974040686;1.0203530998735328;419.64698884679655;832.7392267449762;1359.4984124053624;939.8514235585658
Z092;Z;918.0718897664656;834.6030597898255;19.45414785954259;10174.90911188386;8.692788104663771;2.4056120022362006;3.457765295082204;0.08584518756286405;121.08188718691683;4.297079774993518;2367.8660031158506;1.1000102132355707;370.73095753476485;684.5688181516803;1183.8607669526732;813.1298094179083
Z093;Z;2234.829638864011;1755.4756206158786;27.100230912769575;15188.644769548668;7.379269835926461;2.2305920922886875;7.365018757713681;0.1794992522318293;213.48059245202583;9.84232059379327;1543.1975238773343;1.2730621904506765;1085.0393446629912;1840.8538934795642;2821.174219358044;1736.1348746950528
Z094;Z;1022.0647543062116;849.5845050199938;10.713884405075447;10031.951563866869;12.260934727704683;2.5409536019157812;2.3169131428263743;0.05709706496209556;86.59717706187378;4.602998997836102;2179.4381377408404;1.2030171787115618;426.5853254780894;828.9457089643446;1387.7054649001427;961.1201394220534
Z095;Z;1498.2492357908286;1314.8537080778322;10.22245543411676;12897.878423392409;4.398314489182999;1.7630936074027492;4.402992898045088;0.11098306306429186;143.70188003442007;6.90377586694332;1868.2353934967773;1.1394797965631478;540.4137721385921;1102.2077895736275;2042.6607204826453;1502.2469483440532
Z096;Z;1781.0284935780114;2074.564484540337;2.538029449354934;25110.73018358301;10.806765189435575;2.602597362524766;2.260483698812712;0.058673764774918244;79.68667527301504;9.469482998442988;2651.7530247123123;0.858507174325138;456.91465758462647;1004.1163642147033;2309.3647097647745;1852.450052180148
Z097;Z;1034.1481352901164;843.2879820748993;28.68230004295619;8601.106973158367;7.739798438760099;2.2290115504670376;3.7725560891688485;0.09252796987118853;131.82663600521605;4.621446355850821;1861.1288135518946;1.2263285583005799;483.99637487147737;829.7774761919807;1280.2718166802983;796.2754418088209
