name;class;SG_average_beta;SG_std_beta;SG_min_beta;SG_peak_beta;SG_kurtosis_beta;SG_skewness_beta;SG_centroid_beta;SG_sbe_beta;SG_sbw_beta;SG_rms_beta;SG_crest_factor_beta;SG_var_coef_beta;SG_Q1_beta;SG_Q2_beta;SG_Q3_beta;SG_interquatile_range_beta
Z016;Z;4974.344101049706;3130.186031512836;333.01812517898196;28552.51012151921;5.608161700674399;1.9364989383418023;4.06609655621774;0.20498801119474247;56.35433532085822;25.870679771458693;1103.662925510724;1.589152865347616;2843.9601790092847;4271.304203861174;6186.4566915618325;3342.4965125525478
Z017;Z;2369.332132515047;1848.069805475378;50.74587010149928;16013.936150353486;6.257838545870129;2.0328569740711373;4.193281279974117;0.23530867151761917;48.88968610043183;13.22681331934238;1210.7176357388612;1.2820577044737684;1079.9273656060782;1843.1596449965004;3156.1481168796986;2076.2207512736204
Z018;Z;6360.598875036246;4089.807304364746;548.5984548334081;62748.908551029584;16.78915160558904;2.497843170241185;3.8055389920079277;0.19877769413433047;51.67333467351494;33.28659374163868;1885.1105354326496;1.5552319221123336;3540.55785958777;5447.89986263593;8373.829777521034;4833.2719179332635
Z019;Z;2756.076665655831;2146.584553486322;69.28696894281526;18331.139126191945;2.3016059082545812;1.4285633335528607;4.520503035614997;0.25653595158909137;49.20008612868831;15.377308370301316;1192.09023352848;1.2839357579367734;1163.5256943248712;2042.1393955859498;3775.844494505368;2612.3188001804965
Z020;Z;1781.3979149385339;908.6719780349852;137.2200701849907;7237.618954061449;2.951513621195451;1.2802076975896097;4.618522690585551;0.23919201127809162;57.69841733605195;8.80262517321925;822.2114212111277;1.9604411250700498;1116.794050558883;1652.2747982444098;2255.788578975821;1138.994528416938
Z021;Z;1914.305245673179;1012.0088386339382;112.04978665310296;12317.985427800548;8.366421958092658;1.8255475249502848;4.043672654858266;0.20802075503844472;54.60500381619024;9.531483908025887;1292.3470832729745;1.8915894531684199;1209.3000994925974;1752.2131758114988;2441.7251340171224;1232.425034524525
Z022;Z;2172.288277896006;1329.673167165436;45.902792810445824;8854.681740445874;0.6532856075110565;0.9577118235033206;4.390704351310336;0.22986320803580013;55.27730022535294;11.211160511335615;789.8095590989798;1.6337009210517768;1159.2145743095239;1854.9324575577004;2943.055767575821;1783.841193266297
Z023;Z;6445.4429660339065;4499.117834462769;233.20370178299837;50290.22675677734;10.992727624756153;2.395817587257877;4.63209663744721;0.24047958870717098;57.46062907082165;34.60010324102247;1453.4704248267212;1.432601501712734;3287.3313836717953;5403.033777525209;8521.998362503753;5234.666978831958
Z024;Z;3502.9999265200913;1564.3071564383245;233.3173467541304;12049.72367915842;0.6074751898779507;0.7067530725066592;5.257168516253163;0.26456516377323747;63.37855987678974;16.88723061187057;713.540541732656;2.2393299884249447;2351.302632640569;3328.965727209092;4439.083512728814;2087.780880088245
Z025;Z;6285.9162612728915;3501.3763752343957;224.34237091455216;21758.909364643398;1.0158075985552735;1.0639195310238776;4.654382516870073;0.22280463037590628;64.38085235477351;31.672484666050682;686.9972341628911;1.7952700845684115;3634.3962440303912;5602.247576581209;8023.438251964569;4389.0420079341775
Z026;Z;7823.290719558795;5758.338024924309;273.32081140918456;56232.374822041544;13.958274495986856;3.044175895208403;4.3648286880716585;0.2313249665224841;54.017745339300234;42.75947937906353;1315.0855819253682;1.3586022018326422;4423.914187394343;6473.464366664408;9517.854373219974;5093.9401858256315
Z027;Z;4167.461767066762;2760.602557867488;180.69556923787658;20067.147363601864;2.1580400833822493;1.3976497869790838;4.9698521323103;0.259091067920206;58.88066653238171;22.004149642320836;911.9710459070177;1.5096203382083533;2240.2836251899366;3427.1248771020473;5334.816977839111;3094.5333526491745
Z028;Z;3105.465465672607;1838.7235996556299;82.07644024997623;16346.246312596293;2.0294170453071105;1.09078470095351;1.5441977589418032;0.0790781439740577;27.68126919677595;15.886160261663257;1028.9614383434948;1.6889245704216893;1678.9696939424316;2731.3312756706464;4243.064439484349;2564.0947455419177
Z029;Z;5177.163593306509;4429.475915485425;153.56756626404186;37059.64260402062;14.48528340951695;3.4405301691693992;5.552507476815877;0.276525992105349;65.65346554877046;29.991692887752862;1235.6635800026468;1.1687982262658145;2852.6202825670553;4142.990087535103;5834.585670299821;2981.9653877327655
Z030;Z;6092.410717140211;3975.8305915629658;217.2422697557344;34009.908685807655;8.777697234175308;2.349918679693802;1.9786390667085567;0.09616609370642991;35.65599176904812;32.02301815730937;1062.0456984640832;1.5323617485284207;3543.7899139324904;5383.858959314755;7436.054920070999;3892.265006138509
Z031;Z;2723.4181485512904;2106.604800568347;133.13720483618724;16796.006038727326;2.5869800149834203;1.4869305663998187;5.202521351393415;0.28318871892615577;55.67186932593303;15.155839820840976;1108.220081320135;1.2927997447914918;1182.8311479608506;2103.399466880604;3661.76375923302;2478.9326112721697
Z032;Z;2241.074224352893;1134.9887232768444;142.4235164541829;9260.622468807202;1.3106074808250412;0.9085183926649024;5.838629461444753;0.30238828636573756;62.29424892362773;11.05780296505418;837.4739989556169;1.974534352978108;1380.2672291412025;2072.920045802606;2932.8390667663098;1552.5718376251073
Z033;Z;5510.919022706483;3853.6903044935825;367.8623757371098;29731.633246890393;4.121254777061097;1.8637865071341855;1.9471665762985029;0.09756537110430472;34.2230329497946;29.600831274224273;1004.4188614655568;1.430036818547794;2936.133623866942;4475.250387771499;6667.994358976227;3731.860735109285
Z034;Z;5337.398340523761;2671.970537903149;326.16784587482135;24146.035455368667;1.254278106570748;0.9638943540769789;3.737910607650157;0.18902314141551424;53.34103446734923;26.273879663722436;919.0129422990476;1.997551344526549;3383.3795975304383;4800.535241404938;6889.7874580553835;3506.407860524945
Z035;Z;6726.381347892957;4125.819541053046;358.0075948624697;27612.73471444716;0.29401714949099533;0.8349663806018909;4.118291720195656;0.19752707071768952;59.875115426029176;34.73446562925999;794.9664465598242;1.6303139972467533;3394.7378612260927;5932.883531164863;9285.70764853314;5890.969787307047
Z036;Z;7102.418108076662;5488.387381641161;364.6881628862489;43975.61610455096;6.561245340539186;2.2716192634873695;5.589431381679789;0.27931494979557286;65.17541659677897;39.5103578680151;1113.0148770469789;1.294081050443795;3693.194396182548;5599.372525512381;8430.57426439261;4737.379868210061
Z037;Z;6210.955960786722;3587.7621016844296;412.0394424419811;24974.714761250558;1.8868988639034932;1.16798175844417;5.831427672927241;0.2799744968344358;70.04858519511386;31.573110134595616;791.0121826701197;1.7311504455300204;3456.6113354710114;5511.308456655584;8218.939699759181;4762.32836428817
Z038;Z;1684.435368699261;1092.633402430839;79.82198463823048;13041.143346257246;10.312898255125338;2.3731412244924015;0.4610766196217912;0.024531024759502;8.876268522397906;8.837891006731352;1475.594498316906;1.5416290266724495;993.5192038146874;1428.9957834222741;2086.972094861627;1093.4528910469394
Z039;Z;7564.1375695208135;4596.321449599304;393.4403960410965;32199.00468800803;1.2309796515307916;1.1383183284693554;4.604120169918325;0.22227936980988164;62.89924420776409;38.961113677239716;826.4395354493686;1.64569376891171;4160.503949540382;6332.9236821703835;10117.978418628429;5957.474469088047
Z040;Z;3538.6928158143432;2206.5465628422075;181.62579966368946;17710.80155435674;2.6022300139360652;1.3336832032622234;1.4241479683483698;0.07466673739192788;25.07747481935193;18.356833869515103;964.8069857933825;1.6037245147712746;1935.9513731303;3110.4479026649083;4613.480150421898;2677.5287772915976
Z041;Z;6353.4694483413305;3431.1336625760628;347.5127814542383;21455.42598134648;-0.15660545502995316;0.6639296555130307;5.242881263498808;0.2663176413353928;61.94891689953145;31.78450627291798;675.027820068031;1.8517114380123583;3618.170806440593;5799.313423215646;8549.12810862637;4930.957302185777
Z042;Z;1831.0462060308337;1372.6957220045692;38.342329144926886;14506.775105089904;8.187212447548434;2.34615876923273;0.4965934379394077;0.026249834839489342;9.597226888269118;10.073382901941192;1440.1095685833975;1.3339053780665449;972.3841257780983;1465.6245955770898;2228.1546676624243;1255.7705418843261
Z043;Z;3450.609880738098;2589.9117581165506;154.6160970987018;23286.414182044733;5.397181091776012;1.9852797781518026;6.537642649201242;0.33482664009924074;65.03611243949668;18.991401935834787;1226.155618248788;1.3323271999226216;1728.3305935297763;2712.8100857052946;4527.8871872853115;2799.5565937555352
Z044;Z;6361.1516609796745;3231.769056698554;269.01924718655204;28411.839810570636;1.8431085763997368;0.9617747553057016;6.063231381998287;0.30896667743643585;64.77868549874843;31.407152939431953;904.6295875771448;1.9683187595953942;4026.777333274469;5864.036386302514;8319.720038142314;4292.942704867844
Z045;Z;5071.73864606145;2896.4221707562565;160.311030726468;20392.249061756524;0.7410839677695957;0.9672941838806434;5.602315272506313;0.2880459359354056;62.22964753362168;25.709009955517264;793.1946464309591;1.751035707870313;2946.312157389539;4444.527931247846;6681.186523702987;3734.874366313448
Z046;Z;4782.319586293802;3049.4619282084445;368.18659539286375;30353.175075623563;5.292789624232629;1.7943647175883792;4.831421058002812;0.23751925077260627;63.0737054792672;24.96647575037279;1215.7572970694648;1.568250300833698;2670.9579850895148;4090.9788492455364;6009.242914645249;3338.284929555734
Z047;Z;5709.518738668634;3387.8708231954747;256.70004826727853;39014.388675996204;2.5526745351108397;1.1924984974262522;2.3147618410982687;0.11827699060206608;38.24456226684009;29.223720283383898;1335.024709300243;1.6852823016679712;3179.710731937758;5004.592613581039;7566.102623758734;4386.3918918209765
Z048;Z;6244.964085653593;3250.2935079673734;304.3568293199513;24613.809538341513;1.3130507275263605;0.9872343261073068;6.414989672213703;0.3178886750005141;68.27301693592486;30.989614651016716;794.2599420975367;1.921353893223935;3801.0463205114247;5813.940580145469;7979.6209910198895;4178.574670508465
Z049;Z;3628.788216228663;2105.843249131254;192.5552152062359;23971.03528692034;5.767476402625183;1.6180927663556992;1.4805343285882844;0.07745094145456233;26.097132874757264;18.46811047711898;1297.9690216072293;1.7231995865436258;2093.0261857826804;3214.5323146358037;4703.885237980296;2610.8590521976153
Z050;Z;7632.610469973641;4615.946523970943;377.9244056737098;35371.76723424219;7.846972631822787;2.2890198041164975;5.786794177662147;0.2874103941252428;66.30130844880065;39.263640932712505;900.8784308836779;1.6535309562918339;4730.755111157025;6655.80138194881;9214.324626184149;4483.569515027124
Z051;Z;5365.6550599383745;2925.8671145239036;337.13884921288883;22228.247836643564;2.235124614655561;1.2393320327736626;6.469694521595039;0.3269342548181084;65.79685873883767;26.901959324605187;826.2687326388553;1.8338683371173787;3298.4555017613848;4911.808525467721;6772.499363821333;3474.043862059948
Z052;Z;4581.25712200853;2976.865743217328;129.53166812537356;23837.732641775925;5.064443046849593;1.7384766731986898;5.602497380093316;0.284458793348777;63.48494763577162;24.049312540239246;991.2022475441115;1.5389532203280396;2504.5264058540643;4010.2900138527766;5872.868309172452;3368.341903318388
Z053;Z;3148.674448370386;2119.3898644884175;183.2015042140969;16274.063417916992;7.652718572117578;2.2951680602991575;5.994066112169795;0.3054269999612638;63.98115395018432;16.70722170533912;974.0735895493801;1.4856513665221378;1849.957543898757;2692.8351236899052;3832.9691542706923;1983.0116103719354
Z054;Z;7329.579250854271;5274.097091133673;322.82261090814967;38836.662209549875;4.666445229446874;1.8731543170958205;4.518136425274635;0.21637999829022292;63.10279109868945;39.74800299304166;977.0720359548296;1.3897315738036158;3802.6248252590394;5925.469044343419;9029.857738198776;5227.232912939737
Z055;Z;7661.578068457523;5430.0982230645595;127.56914268097898;37184.23942320041;3.7606029889669372;1.7648845176098458;6.527581613600534;0.32973413690106135;65.98709303733281;41.33636325992691;899.5527542997055;1.4109464974159516;4008.425883629824;6124.413845710324;9667.832345047163;5659.406461417339
Z056;Z;7637.458426710373;7350.824417037265;266.8077644073006;55249.80790206891;11.645989900633065;2.992377876781186;6.0368353800887204;0.2935273577472653;69.05533808738153;46.66049629971649;1184.0810167808825;1.0389934507221756;3263.5765055505985;5563.83146323529;9393.26948109524;6129.692975544642
Z057;Z;7084.524034436944;3875.11740627729;573.8407598625824;31756.627966267253;2.0254407619354;1.175141833865407;5.372462861573741;0.2620417506204659;66.14559933780657;35.545140297631335;893.416869376753;1.828208875158401;4189.109973725231;6407.098968681054;9089.289183344536;4900.179209619305
Z058;Z;5124.429156247671;3046.264401514745;249.3612484871929;24326.807213162818;2.205620083103045;1.323841447106014;6.129452633496575;0.313375301641674;63.97235963768943;26.241504648081026;927.0355316665035;1.6822010439079305;2916.6475641869256;4302.282848460978;6717.295737092249;3800.648172905323
Z059;Z;5145.162503339685;4475.233444233825;179.40734805025915;34483.45294372497;2.5922942608711628;1.6579749188298;6.419023838722964;0.3454192010097521;59.25473484294459;30.0165979939117;1148.8128318445445;1.1496970085368483;2030.6842625692466;3520.9274862016555;6710.624404929811;4679.940142360565
Z060;Z;4259.230867998459;3389.2104499703696;33.45153031635335;29907.57234548102;5.74547341221963;2.073801364359699;1.8631742465484085;0.10048020163509734;30.447101695858848;23.959775057217747;1248.2409485923588;1.2567029787234651;2173.0731082012776;3313.853603313407;5300.453179836154;3127.3800716348765
Z061;Z;1918.3774256643924;1323.085832045194;96.04285624823598;11366.524079187528;5.748697948868022;1.9488786747753324;0.5179272794824181;0.027646722010334558;9.88777023072938;10.257985926180716;1108.0658679963258;1.4499266632603958;1019.0756566948313;1587.620590969714;2439.510886577372;1420.4352298825406
Z062;Z;8284.568796649124;5646.289912034148;111.91146172681776;39594.54655173239;0.4614306134260837;0.9768506417045635;5.518805354637472;0.2780778589513708;63.881891987250555;44.131409235281225;897.1965146328978;1.467258841773589;3899.9648431570276;6580.851343223876;11813.354982132341;7913.390138975314
Z063;Z;4338.173019956484;2929.824424162664;208.58624198847988;22596.878798162186;1.8972614211715388;1.2432494899424167;5.561079831113529;0.3036953821609401;55.75441442590183;23.042893336076254;980.6441608087565;1.4806938546142818;2140.1405892192765;3592.2874836667756;5847.890974259213;3707.7503850399366
Z064;Z;6550.680875145223;3765.149924910459;444.24515230664827;28881.618695902715;2.262280014492177;1.340130029354459;4.421588495414401;0.22339905940639862;58.05151587038969;33.25865059313498;868.3941825909274;1.7398193978427055;3905.2197798597085;5745.330041457644;8201.719825132122;4296.500045272414
Z065;Z;4770.395355253641;3108.481979405202;201.54995273153037;23200.4844820448;3.777059699893755;1.6253839322154613;6.2236916583720845;0.32426810494818237;61.80426142779627;25.063118175710905;925.68228419913;1.5346382532886491;2571.6402874974833;4025.2444255582823;6122.297183360625;3550.656895863142
Z066;Z;2285.924081063979;1200.9703691037844;131.4354799076774;7356.124170835795;0.28737357725834034;0.7368422420230699;7.28730077294855;0.3656431208774306;67.28074309748138;11.366418968849471;647.1804524358822;1.9033975690589549;1388.4692096361894;2101.6805178068194;3006.4518543084114;1617.982644672222
Z067;Z;7102.1440977569755;4234.833934885522;573.8975573140644;26865.84376772335;1.1749822898069757;1.1533753293901907;5.38665451140982;0.26062508459383865;67.12517435922388;36.398159129456374;738.1099596869806;1.6770773557969434;3949.389009106574;6152.454518738274;9132.028452867791;5182.639443761217
Z068;Z;5616.17643729571;3118.5536072820637;185.44995296153357;25735.847654899648;1.2565204857207926;1.0708267688946889;6.211212962614149;0.3096992930260802;66.94613730788359;28.27701372937073;910.1331527157824;1.8008914210041167;3357.4456739237626;4817.564462832015;7383.196450594007;4025.7507766702442
Z069;Z;7601.713016107424;4436.899730842024;313.3764502640129;30005.435026088795;2.1586058871561473;1.2851719158753132;5.962332053219964;0.2863285103317827;70.29817902682682;38.74411906691045;774.4513425191035;1.7132938486903309;4353.662314309606;6771.760360069997;9711.294898221548;5357.632583911942
Z070;Z;6803.47310440981;4647.398672554713;257.4302859014239;32310.227797285675;3.3468718694881563;1.7162107029617173;6.099716735598579;0.3062391610361738;65.80204815511387;36.26784701988364;890.878021504055;1.4639314558029697;3696.141084783896;5574.65636724935;8371.602316593306;4675.46123180941
Z071;Z;8448.708783408425;4761.2167520029725;557.5158184727841;31393.614013560495;1.9642762175510144;1.3285242993492805;5.189647558166208;0.2493473407385113;66.75954341359784;42.68862425851859;735.409363943038;1.7744852258310189;5185.131220559656;7441.574282131172;10288.59267886656;5103.461458306904
Z072;Z;6958.976320268828;4215.630253229719;447.4964769630995;26432.162994175444;1.3993226266326646;1.2222656201606399;6.3322159754093805;0.3224489254831774;64.84663839841372;35.81446134599465;738.030449175847;1.6507558543440453;3934.473893395556;5964.376883067705;8849.66595625989;4915.192062864335
Z073;Z;2349.779909264898;1853.879637890638;52.04377745591197;18122.21651583332;9.632213313630075;2.5209196597925607;1.2389131229481904;0.06271226921948089;23.118596961792832;13.174881814528312;1375.5126437528602;1.2674932402507533;1219.138566090599;1915.4385153999615;2935.4789517892236;1716.3403856986247
Z074;Z;5774.19533401414;3775.678175749257;273.201183576334;24076.265126464605;1.1416498453782262;1.1523588737342605;6.149112326710835;0.3151981747256472;63.74658255633048;30.36849110077168;792.8041286797029;1.529313428009073;2912.441719635838;4866.842668655236;7631.7573561556665;4719.315636519828
Z075;Z;6150.465673582924;4419.709908631874;221.613295573481;34270.01496996427;4.4369987070715515;1.895274441227508;5.8788608162788725;0.29302764173141505;66.1347450239004;33.338453817954814;1027.9425421795584;1.3915994037461177;3294.246270549915;4945.566131304782;7769.1122130589165;4474.865942509001
Z076;Z;4075.499888898022;3426.0233652452384;195.8525291392988;29038.159989267133;7.504495721789597;2.365227721982876;6.367002227906229;0.3115776950633857;68.99318593178046;23.43630773232597;1239.024522161162;1.1895715394825668;1900.244004986392;2991.621702861058;5064.540454538279;3164.2964495518872
Z077;Z;9302.311692354831;5753.347079468237;596.8684490335197;41619.790433967566;0.6668624774591634;1.0571156113197266;6.836501071838731;0.3455145857747577;66.0524899364398;48.1460200336372;864.4492401425895;1.6168521668980578;4947.843135308504;7752.692380499173;12375.758641897826;7427.915506589322
Z078;Z;4931.116901172035;3677.841267288488;97.07593115411842;22622.57975646368;1.7493039595308728;1.3325733299437046;6.017272417371829;0.31719210916096763;60.57648592859271;27.078373868066393;835.4482387564105;1.340763927206552;2137.602905247012;3868.2141720408226;6740.056630734996;4602.453725487984
Z079;Z;5131.026894958579;2791.266031578519;486.387059784255;20420.763669449836;1.4438158747583483;1.1075215885379155;6.8717271187929265;0.3418578778893973;67.92068992138302;25.711575607977892;794.2245150901448;1.8382435915851694;3085.4705263037763;4510.561353267936;6717.583366395523;3632.1128400917464
Z080;Z;1861.2428371134172;969.8641934303478;74.95529939414735;9387.677658606313;2.040234355652667;1.168913154376592;1.0268958775008694;0.05229991805083859;19.447280384197413;9.238451792432919;1016.1526919797994;1.9190757321706249;1169.0381426104555;1664.5803865077223;2350.832905554747;1181.7947629442915
Z081;Z;5825.881796580552;3720.792769162706;244.9073854396122;38647.15014756076;4.27219752251256;1.452404469200515;6.694650669428467;0.34540149636378753;63.886656487909036;30.428445304391673;1270.0994007729635;1.5657635772850516;3192.9386287008115;4939.272392314275;7738.641127463509;4545.702498762697
Z082;Z;8828.847831647148;4912.936096452071;492.18169251404134;38275.55323710281;1.642470901220431;1.1378412715882353;6.975815636810443;0.3562252361262141;64.81647253986158;44.47491125893417;860.6099968195883;1.7970614024519869;5362.71237245036;7766.719201420595;11367.799042332388;6005.086669882028
Z083;Z;3280.7781805343257;1868.251769013015;156.66196334698847;15733.221944742345;1.449480889353815;1.0204184979654574;1.6454463569815376;0.0846169219305431;28.79667835725947;16.61879265686983;946.7126926478977;1.7560685529378832;1910.2685823826637;2920.7406133142067;4321.838599160774;2411.57001677811
Z084;Z;4941.257277141546;3717.74038320117;196.53592172247514;24779.393970830948;3.8802729138569267;1.8296355152881127;6.583472560198773;0.31779812893722914;70.78259539886956;27.21939575818311;910.3579738128973;1.3291022954343208;2530.281620302263;3683.8864227855047;6266.182770159522;3735.901149857259
Z085;Z;7087.460807421123;5202.3945146171245;449.4721992149418;40346.68379684292;9.005481859272447;2.521962841375349;6.714547969545041;0.33262515713718405;68.2598157648016;38.7003075334858;1042.541684247149;1.3623458942814781;3886.409024950005;5936.467903479838;8371.832549396633;4485.423524446628
Z086;Z;6161.035801678452;4142.850191822516;339.38130227432896;32719.7838925655;4.625738431858958;1.7564747265364782;2.6645367268296067;0.13202838512872012;43.78566442582875;32.68088880895542;1001.1901476681816;1.487149068011098;3278.018248919353;5197.58988190498;8053.480482598348;4775.462233678995
Z087;Z;5302.490626221085;3301.9373231032077;392.474123162703;24050.954945549813;3.449693026630336;1.5733457396602457;7.368987039067772;0.36739285460230553;67.98972097244;27.496171873154516;874.7019423831726;1.6058725855031462;2911.263934638394;4468.700552731014;6939.3721591675185;4028.1082245291245
Z088;Z;6679.039669387455;4290.443640978767;469.85743404559946;25687.936505377682;2.260341221590128;1.3953872640205445;6.957012756875164;0.35195940812856863;65.87038201993406;34.94327274937534;735.1325300758181;1.556724718533719;3624.73725393363;5680.091562501815;8601.076689929076;4976.3394359954455
Z089;Z;4754.4401299907995;2373.9229361037883;361.1926768291085;16450.478066306863;0.36871430253770177;0.7119757119850829;4.029005522866508;0.20752472262708324;53.88519985011719;23.391982993394006;703.2528225996294;2.0027777893220264;2894.779127046525;4473.65283638688;6280.4141751397165;3385.6350480931915
Z090;Z;8708.541930790338;5399.373851303024;183.53827226693326;38688.22358292751;4.794895291740842;1.8306492001105872;7.1202794577272535;0.3584561766823147;66.67520055921426;45.10358388570487;857.7638460164438;1.6128799691632236;5010.313324755554;7143.827863727995;11013.062954852234;6002.7496300966795
Z091;Z;7084.883631580068;3902.6133366560166;295.5720721779423;27949.148383078173;2.721454424723845;1.4051338994924678;4.85309801040061;0.2376592888478513;63.29937285421969;35.60476677822019;784.9833298213025;1.8154203402714766;4427.628195881131;6178.0824275651385;8992.811890832789;4565.183694951657
Z092;Z;6142.022044809369;3634.891713905122;108.99059069556226;24616.5182736994;2.2763995843867972;1.379405888206089;7.099394882081007;0.3555287224536451;67.22467064332756;31.41587850774052;783.5693109022612;1.6897400330560957;3641.0096268444636;5274.0951837411685;7729.5751797515295;4088.565552907066
Z093;Z;7585.621644832453;4282.1258416046185;228.0410624558392;30177.299536099985;1.4279173575078667;1.0531517476237287;7.477049025800674;0.3771667990698699;66.53932011417555;38.34349929806385;787.0251825874376;1.7714616350438532;4366.936999808027;6747.197543911972;10071.917581795034;5704.980581987007
Z094;Z;9874.944858055915;6374.1761318868175;475.8780369315441;55795.5587475932;3.443886484731572;1.57875113868727;6.863064087953635;0.3415026742896416;67.48590936175506;51.73686596558678;1078.4487561482;1.5492111692139319;5342.384346960939;8370.869302568226;12651.628668972086;7309.244322011146
Z095;Z;7894.1085300666355;5140.078871257948;711.8424546901012;29627.559919691306;1.4464941779497682;1.2656102355693197;7.311541844281002;0.3619926832788871;68.84082492658952;41.46544429838741;714.5120574734448;1.535795214001198;4139.77102122921;6554.9061989372185;10271.268778152347;6131.497756923137
Z096;Z;7777.444968795222;5927.13060759712;592.6292572555717;44463.70199519351;5.539322302568298;2.236659288688962;3.2263744060573236;0.1586112881733412;50.33593124525538;43.043379992436435;1032.9974551953553;1.3121770859623805;4119.6957780656685;6226.146974671939;8981.889848862207;4862.194070796539
Z097;Z;6849.407785152968;4337.9569207178465;377.08563189507186;30606.260087847408;2.768713885193848;1.4755119041237477;7.500223707703999;0.37937382295586647;65.74216693604922;35.68801095890087;857.60621747999;1.5789478573290041;3820.718027042587;5791.238768427652;8763.882981832849;4943.164954790262
