name;class;mean_psDelta;std_psDelta;peak_psDelta;min_psDelta;peak_frequency_psDelta;Q1_psDelta;Q2_psDelta;Q3_psDelta;Q_range_psDelta;amplitude_psDelta;spec_centroid_psDelta;kurtosis_psDelta;skewness_psDelta;coef_var_psDelta;flatness_psDelta;1st_moment_psDelta;2nd_moment_psDelta;rms_psDelta;crest_factor_psDelta;line_length_psDelta;nonlinear_energy_psDelta;Hurst_exponent_psDelta;Hjorth_activity_psDelta;Hjorth_mobility_psDelta;Hjorth_complexity_psDelta;Shannon_entropy_psDelta;Renyi_entropy_psDelta;spectral_entropy_psDelta;approx_entropy_psDelta
Z013;Z;17507.53211270292;5756.459128479886;29783.97442955899;6802.280992235351;1.6102465218452529;12647.495765624875;16814.78435409901;20330.29234972753;7682.796584102654;22981.69343732364;2.4604999636142457;-0.6086733658986625;0.5140355650069149;3.041371739457855;0.003884405340395247;3015409.748839654;57950363788.14524;2202.759640526218;13.521209432747682;209555.89599043495;6432324212.158317;0.4771355178479004;33136821.69785941;0.7090384985718895;1.690716897500238;6.129283016944968;1.845098040014257;-5228466.709041644;0.01459879942115272
Z014;Z;48285.65130029454;24608.454246323457;106765.50055860537;7247.540523727874;1.6949963387844766;28269.60661794812;49504.60701176795;60898.29371843979;32628.68710049167;99517.9600348775;2.131876364067153;-0.2604623733231768;0.3812043286059595;1.9621570220124045;0.0020832244695869607;7205732.711148043;397016383124.21185;6477.521728349764;16.482461199833804;798171.1424859307;86301793187.94077;0.5212615380783683;605576020.393395;0.6518259018317853;1.7163948107839382;6.129283016944968;1.845098040014257;-16032333.968262613;0.01459879942115272
Z015;Z;16226.464071640154;9177.245392330784;44139.63012522189;4222.224335969369;1.016997803270686;7909.574239980599;15060.164831090016;24179.062482035457;16269.488242054858;39917.40578925252;2.139599313947324;0.040928275198855335;0.7264652918205752;1.768119231637877;0.0038505841984035746;2430269.197683052;46776135343.83396;2228.1317262267867;19.8101528763606;201741.29110550875;6054358077.545569;0.6347541133909814;84221832.99105659;0.4351786458169763;1.52744561390217;6.129283016944968;1.845098040014257;-4859639.628389983;0.01459879942115272
Z016;Z;37310.20509018092;15824.039637874112;71983.10608967187;12205.433387809539;1.99162069807176;24135.803423111312;36248.436221751756;46959.405101933204;22823.60167882189;59777.672701862335;2.288581170425363;-0.7904831474434788;0.34988320816980545;2.3578179746770007;0.002483219645721132;5977120.29838676;246602893363.64468;4843.923489917731;14.860496091546324;371492.0919910445;22262707739.42745;0.4553402111871371;250400230.46101102;0.4787389308991812;1.5506137509123192;6.129283016944968;1.845098040014257;-12043726.458155371;0.01459879942115272
Z017;Z;15055.502153774178;7430.59926817184;32485.481846437837;5315.612363237374;3.008618501342446;10007.801224276618;12509.425507253407;19734.11381875655;9726.31259447993;27169.869483200462;2.5172680759573205;-0.33126256394178144;0.7832101604338445;2.0261491180479583;0.004111484384327727;2652911.4457441694;51537810929.59766;2006.7099960826238;16.18842877638224;151434.39432906572;3401501245.933424;0.5420999455663447;55213805.484155886;0.3842007166329987;1.4061380820753844;6.129283016944968;1.845098040014257;-4456009.534679765;0.01459879942115272
Z018;Z;67979.39532969517;67788.17670204451;248210.65724481991;11349.150270226217;1.3559970710275813;31285.80660659378;44373.42649063133;57273.51570262077;25987.70909602699;236861.5069745937;1.8606312588501805;1.8520544539050627;1.8215466247125631;1.0028208256506312;0.0015862287088456227;8853921.153571537;926701429432.4148;11474.465496408346;21.63156596030665;888321.7571981983;124813208273.82014;0.5316298107827278;4595236900.58761;0.3110294847693689;1.205295561243687;6.129283016944968;1.845098040014257;-23767941.726386655;0.01459879942115272
Z019;Z;16650.016016970425;15651.753332149598;57408.53052924874;3240.039270314169;2.7119941420551625;6080.252110706595;8994.109056345675;17546.230973913076;11465.978863206481;54168.49125893457;2.267452841639613;0.7849838727364529;1.4723278376462012;1.0637796075389419;0.0035076021562195233;2642718.8291717265;83366866229.47989;2731.3011439757524;21.01874802632836;302039.2974639974;12373911652.049091;0.583986384381971;244977382.370456;0.5465274693451941;1.5522360874989065;6.129283016944968;1.845098040014257;-5102182.130945621;0.01459879942115272
Z020;Z;11297.800505515144;5315.484932509219;32166.88629960122;2658.620477648093;1.016997803270686;7533.09885442978;10768.461832764344;12943.290349757124;5410.1914953273445;29508.26582195313;2.2054991584858654;2.5456685789001945;1.275414363392285;2.125450574870113;0.004865848784676718;1744210.2655358384;20840309867.52761;1492.3360227229114;21.554720793316793;101655.62141975097;1412650724.170017;0.6633465749909715;28254380.06773254;0.3744671876878438;1.3065409341513905;6.129283016944968;1.845098040014257;-3240563.9549249625;0.01459879942115272
Z021;Z;19810.849219067222;7422.243265919307;40677.21492662261;7179.197251915716;1.483121796436417;13670.775520501309;19278.663111398866;25327.486719913693;11656.711199412384;33498.0176747069;2.2182617912809306;-0.5640110214103706;0.19533816464128878;2.6691188242283355;0.003583004114144676;3076195.4912839136;63575607212.63585;2528.5779229753994;16.086992833804935;205684.04423668984;8134084898.253688;0.5289831998591349;55089695.0984845;0.5816911808896664;1.6922007929633562;6.129283016944968;1.845098040014257;-6002384.257867442;0.01459879942115272
Z022;Z;15900.668223946399;7052.96593245159;33042.17172470357;3012.880248894943;2.6696192335855504;10828.812748821227;14899.631835321406;20176.722041185007;9347.90929236378;30029.291475808626;2.401008780913923;-0.4455961360602556;0.36678860407688235;2.254465479662309;0.0039913528117585745;2672435.0819666004;50683869137.469185;2079.0642758302233;15.892809139587081;199156.4080387182;5071620881.135768;0.4476049915329287;49744328.44432272;0.5607961163091443;1.4920907285042213;6.129283016944968;1.845098040014257;-4725481.941977782;0.01459879942115272
Z023;Z;34936.89337808565;17734.5823111183;80987.72794161185;8306.988104273705;2.6272443251159388;21420.031511506088;32011.53081785907;42931.90813817954;21511.876626673453;72680.73983733814;2.346530335402861;-0.21301460497571867;0.8028549455201585;1.9699868181379578;0.0025422843423239284;5738633.609548932;245632780787.30322;4682.950731356025;17.29416613318939;497523.2893020095;29756227289.695335;0.5280590029777669;314515409.7498302;0.6379628221929399;1.4135241730322425;6.129283016944968;1.845098040014257;-11242107.429774802;0.01459879942115272
Z024;Z;10550.335076218404;4663.918534803145;22744.315252700257;3596.972772599803;2.6272443251159388;6830.508607978787;9926.178136408897;13283.12878306863;6452.6201750898435;19147.342480100455;2.439570937797764;-0.1317285756073665;0.6778073195387505;2.2621182161501268;0.005070959848432846;1801680.3585179541;22126914127.453175;1378.7245986250412;16.4966341177799;104356.48415633247;1642270121.7791183;0.6057038768993499;21752136.099280313;0.45295213451408867;1.3629978148978685;6.129283016944968;1.845098040014257;-3001856.2364597297;0.01459879942115272
Z025;Z;41879.21207721704;32326.27579218686;127303.19874489975;12601.672116836457;1.3136221625579694;20860.108568061394;29602.78127738157;46884.20770280535;26024.09913474396;114701.5266280633;2.0337043359333014;1.0270059650464232;1.5304210575943766;1.2955161413100078;0.002197336393699789;5961895.46308346;311740457625.1283;6323.263749047241;20.132514441467222;412078.2337692195;32811564067.79823;0.5505400547666289;1044988106.5925262;0.283621568061525;1.4334253851832846;6.129283016944968;1.845098040014257;-13860339.87758391;0.01459879942115272
Z026;Z;53765.57924921953;31944.348838968934;158210.23121302816;17035.511059665037;1.1017476202099097;34370.6639244407;45357.68161317274;59031.45911314004;24660.79518869934;141174.72015336313;2.1883420057944423;1.7036393951562818;1.5237009234647336;1.6831014311874426;0.001978657427203064;8236023.287585598;501022840308.2075;7474.890285625643;21.165558980480217;695743.3973564092;78863047131.04321;0.5127209360656196;1020441422.7457358;0.4548362487814461;1.6418723373284139;6.129283016944968;1.845098040014257;-18051352.228002254;0.01459879942115272
Z027;Z;8671.42799638535;3507.2567742637675;24339.263187578275;2843.855600453905;1.0593727117402978;6176.376127693264;8136.648898426661;10296.668727755628;4120.292600062365;21495.40758712437;2.370165880628264;4.448536069210988;1.506601888324006;2.472424619724522;0.005728058419243225;1438690.5941350088;13685604898.33083;1117.9989367303579;21.77038133753475;130568.88973585008;1844724618.6550934;0.5886315246596497;12300850.08061909;0.7417931155150299;1.5440174984026984;6.129283016944968;1.845098040014257;-2410185.051548987;0.01459879942115272
Z028;Z;27257.29642383156;18477.18608888215;63377.30122118171;3139.1071492989477;2.3729948742982674;8464.6391285025;32173.386877926037;40311.067232955174;31846.428104452672;60238.19407188276;2.054599876813476;-1.3103074329980735;0.17036236135342672;1.4751865512807962;0.0026584521186661706;3920198.6512270914;150085907638.07925;3935.8546251096673;16.102551353612505;357420.48133355996;20510703467.262653;0.5212904661775389;341406405.7631801;0.42111332902504817;1.587022281476014;6.129283016944968;1.845098040014257;-8675442.456952479;0.01459879942115272
Z029;Z;25898.678284347654;14973.980149381898;63392.87886875105;6543.18770608408;1.2712472540883575;13683.43071581703;21711.84823276798;32964.77206326267;19281.341347445643;56849.691162666975;2.130153857776311;0.34310030134441405;1.008051311674516;1.7295787777184084;0.0029648835615691607;3861771.8621097505;115255111694.0674;3575.635045275622;17.729124495664102;299516.122867265;14425130829.217682;0.5518869686649642;224220081.51408315;0.4699198335898489;1.4500379422566485;6.129283016944968;1.845098040014257;-8124096.104806921;0.01459879942115272
Z030;Z;27338.771082500483;16660.072041242245;66692.09627282465;7813.483971045964;1.016997803270686;13960.592955197315;20128.27666056365;42986.88471576535;29026.291760568034;58878.61230177869;2.0474689305824847;-0.7322295358657263;0.766635597834166;1.6409755620997897;0.002853762557847951;3918269.9074208634;124386246583.23288;3826.5359282641507;17.42884361289102;343260.1657148099;19915256741.77013;0.5569615685435991;277558000.4193815;0.42781620468600745;1.6302751399131508;6.129283016944968;1.845098040014257;-8636892.914917111;0.01459879942115272
Z031;Z;10543.713413032403;3908.1469633092584;19045.25076911344;2666.932817919613;2.5848694166463266;7383.880368201605;10407.64567238763;13635.561475863964;6251.681107662359;16378.317951193829;2.541565905583607;-0.8149789137622658;0.05040876071590162;2.6978804819828013;0.005114553143826206;1875827.9770165407;22978572712.30771;1343.9999214656802;14.170574316956738;125852.26944536204;2073371139.2259958;0.5397240872218507;15273612.686823377;0.6155956909811916;1.5391328396511357;6.129283016944968;1.845098040014257;-2992367.684660458;0.01459879942115272
Z032;Z;7717.575501245802;2669.957332669954;13536.762351568299;2359.3822535783993;3.7289919453258484;5569.830013649101;7811.301703032332;9601.06219076034;4031.2321771112393;11177.380097989899;2.6293815681294963;-0.7220302764368958;-0.02032655962530226;2.890523907184777;0.006129561616101816;1420471.554153643;12854546829.31415;976.0682336782714;13.86866397706192;82071.3398636827;939311594.1369357;0.515643625842341;7128672.158278057;0.6106604246294478;1.4826870809843968;6.129283016944968;1.845098040014257;-2114961.7855218756;0.01459879942115272
Z033;Z;24097.87549876197;6841.466677392221;42306.68308913031;10695.9580334846;1.483121796436417;19537.099219100448;23512.660064828182;27947.243185443025;8410.143966342577;31610.72505564571;2.4375068250115652;-0.006698922954269104;0.31256807886361604;3.5223259331794945;0.003258324475311425;4111711.519755789;105086497585.03137;2994.0733597551884;14.130142453353091;461899.60110511235;20998645176.92358;0.5659051163150819;46805666.297868155;1.3232762467469343;1.837442296488331;6.129283016944968;1.845098040014257;-7421569.774078246;0.01459879942115272
Z034;Z;32929.228192498485;14925.145943476531;71288.89607642844;8848.96208096944;1.1441225286795218;21140.57986203448;30492.995065472067;40392.19409169504;19251.61422966056;62439.933995459;2.264164911878363;0.13525324799723082;0.897524421189909;2.206291872602503;0.0026646786199338262;5219004.213408359;184699010688.9842;4321.200314045873;16.49747544558557;396945.5878633971;18883244017.5516;0.6133769308510543;222759981.43407393;0.5420757059198494;1.4606746012726195;6.129283016944968;1.845098040014257;-10510488.589864627;0.01459879942115272
Z035;Z;69999.14622161978;63076.86192300908;293365.6727383789;10383.900256988367;1.1441225286795218;31266.569505992262;43865.87689014883;89973.60551652126;58707.036010529;282981.77248139057;1.9320196380566872;3.23803241164;1.9221889931824307;1.1097436379612537;0.001588665736822104;9466780.760315968;907627801965.1077;11262.181330078656;26.04874350183545;810851.4328699196;120243978979.01988;0.5525771319091302;3978690510.0543528;0.2953950416584364;1.333319234578359;6.129283016944968;1.845098040014257;-24415117.214464124;0.01459879942115272
Z036;Z;39545.37643231765;21960.45398217362;89649.61437580455;9573.100550050822;1.7797461557237004;23522.8064109141;32953.940323798204;55615.68227173411;32092.87586082001;80076.51382575373;2.1130056994858455;-0.5524729052049775;0.7697031798608011;1.800754049275055;0.002343338345651788;5849172.405286029;270316625054.44034;5406.47539830958;16.581896294919776;462194.05370974494;35742778044.82931;0.5204156459831977;482261539.1031653;0.44628305769187787;1.5197138487378719;6.129283016944968;1.845098040014257;-12902937.80307648;0.01459879942115272
Z037;Z;33330.0904693226;19894.676157116326;79284.29821803802;7433.610817551409;2.500119599707103;16365.91209699832;26457.84427462246;50845.40737061879;34479.49527362047;71850.68740048661;2.1869630534377174;-0.9524967146903007;0.590029254422967;1.675327117973741;0.0025420969961329875;5102417.349690157;212396554855.58057;4639.416635264398;17.089281789308334;382746.03937903827;25052404810.817234;0.5846007510155009;395798139.3965328;0.4373913857839742;1.499905518381492;6.129283016944968;1.845098040014257;-10729731.278376803;0.01459879942115272
Z038;Z;5669.105978322177;3947.751717910083;17033.717252362007;778.5328498753202;1.483121796436417;2882.4242309550596;5078.43617741653;6524.687568548935;3642.2633375938753;16255.184402486686;2.1892414752166345;0.9780005985798796;1.1616144825120178;1.4360340729136252;0.006690691502343514;868772.9354599039;6217182822.716808;825.6902412934826;20.629670063288973;131295.6692274481;2115303006.0973449;0.45833715299247185;15584743.626262011;0.7117796679990503;1.8702631443162685;6.129283016944968;1.845098040014257;-1528878.2568712672;0.01459879942115272
Z039;Z;79984.0714281276;46119.67398328043;184291.24315326434;11761.803110202502;1.2288723456187456;43546.72317167351;59430.0826672921;116891.72958314916;73345.00641147565;172529.44004306183;2.041414039792593;-0.7729413606347793;0.7296912199459855;1.734272264307937;0.0015638341490394835;11429642.446120728;1026322775084.2876;11035.317336717397;16.700130819082023;840610.8154580942;115487320205.71892;0.5322145559336144;2127024328.324074;0.3677187553844249;1.5141869208399978;6.129283016944968;1.845098040014257;-27838881.887049094;0.01459879942115272
Z040;Z;13765.134571923958;7186.549412495026;34024.12202683788;2903.5388441377927;2.076370515010984;7531.92605989844;12870.603155563324;18974.688947477905;11442.762887579465;31120.583182700087;2.160931659668404;-0.5299263403514844;0.36772814594701037;1.9154024806384762;0.004237578931044466;2082186.0567246594;33555700533.527607;1855.9765324925265;18.332194093609793;239736.88126709324;7962553304.6841345;0.47183478630250913;51646492.458232604;0.7491008720560484;1.7946789728601844;6.129283016944968;1.845098040014257;-4047392.5961757367;0.01459879942115272
Z041;Z;40593.8983140134;24625.389464182907;103780.0734581589;15040.337733321143;1.0593727117402978;23198.258101428637;31662.845476188755;48887.16136623148;25688.90326480284;88739.73572483777;2.0701365319331613;0.3759226198056109;1.2423559273357359;1.648457108589342;0.0023092739433159424;5882443.831139337;267020320396.85834;5674.849760869886;18.287721760276288;361755.5728956399;25417172198.514378;0.5213355067086166;606409806.2626905;0.30624520662295;1.445677561641428;6.129283016944968;1.845098040014257;-13294621.612960532;0.01459879942115272
Z042;Z;7809.455742855448;5686.7418011477685;29365.242938847525;1278.0629702985714;1.0593727117402978;4410.403049309192;6254.719678085211;9435.03678186857;5024.633732559378;28087.179968548953;2.078091624425797;4.651557274494778;2.090319166537231;1.3732741903772117;0.005739773583768932;1136013.5199386294;10962381128.54184;1154.6590796330895;25.43195949074317;204386.7036100111;5075713266.037025;0.5232208822471095;32339032.312921368;0.9557266452798104;1.8242392044574691;6.129283016944968;1.845098040014257;-2178243.883070155;0.01459879942115272
Z043;Z;9998.785225260071;3484.2300324572757;20139.80002374454;3884.1641136811872;2.6696192335855504;7676.225232953698;8700.293705954677;11971.62301938515;4295.397786431452;16255.635910063354;2.36999635035937;0.5492468539689996;1.0549014947872446;2.8697259170940455;0.005330792757815535;1658795.9144325492;17985998433.88098;1265.56348206727;15.913701927339611;120882.00948996482;2110702289.6211357;0.5333201885776413;12139858.919077227;0.7358652401220934;1.6267590575171338;6.129283016944968;1.845098040014257;-2816818.5730289887;0.01459879942115272
Z044;Z;24758.69079642095;10196.175476373792;47249.47762228494;5962.591292708148;1.3983719794971932;17737.793395581404;25796.422663269197;32352.50905755997;14614.715661978567;41286.886329576795;2.2172952799856844;-0.8343219396926331;-0.12803753264053647;2.4282331011064775;0.0031145820898633714;3842812.9769070423;103753836543.95714;3200.3454373770023;14.763868009514164;226450.14436659226;7308982715.185967;0.49831703346978884;103961994.3450063;0.4414680821025081;1.28014049646855;6.129283016944968;1.845098040014257;-7684755.037617105;0.01459879942115272
Z045;Z;28266.776911694993;15725.929506504572;65396.39412196584;5490.187638649308;1.1017476202099097;15711.10042127105;24347.25206280277;37045.092785414556;21333.992364143505;59906.20648331653;2.128628971077099;-0.372078638185557;0.698018545477447;1.7974630307228114;0.0028184296103517907;4211863.617724505;136910858156.49742;3866.182199200587;16.914979882605607;373572.97799125756;19126903068.085957;0.6265915591928997;247304858.8435511;0.46604411980755667;1.6050692036496756;6.129283016944968;1.845098040014257;-8938206.306604577;0.01459879942115272
Z046;Z;29398.695759089067;13347.052659939452;65221.66199491681;2841.416609116026;1.3983719794971932;19602.719848895766;25250.240496760598;41378.567043699586;21775.84719480382;62380.24538580078;2.2544643480638142;-0.5231479925377966;0.40851949515379177;2.2026357809561854;0.002812496473719986;4639481.802790881;152164604917.2165;3858.991591155608;16.90121899835123;547475.8839737631;30161796596.577374;0.6161299174768043;178143814.7071968;0.7941098801965718;1.6831473936910128;6.129283016944968;1.845098040014257;-9289847.528154997;0.01459879942115272
Z047;Z;30548.507726764925;20657.194308592185;96651.32537207038;4662.961113558895;1.2288723456187456;17166.207079705353;25954.582155794713;39067.259208870884;21901.05212916553;91988.36425851149;2.0379909869093535;2.2325051889702774;1.5252185304043009;1.4788314071315354;0.002643628763808649;4358030.838747436;159243956747.75345;4407.673505271638;21.92796840702336;440639.8834337528;32594229368.224728;0.5709571310919074;426719676.7029333;0.5103124908953841;1.5998022708440782;6.129283016944968;1.845098040014257;-9777507.355912806;0.01459879942115272
Z048;Z;25638.449825123105;10429.27300331418;58644.47656693123;9803.779618603232;2.1187454234805956;17539.067016293724;25494.499501810278;32399.25208763864;14860.185071344917;48840.696948328;2.4221421756526205;0.639495382974506;0.7781246242792341;2.45831610860851;0.003091382453930548;4346997.9447848955;127359801802.51318;3308.214548261458;17.726926628065957;565404.343422124;30094836009.912464;0.560354259386687;108769735.37765796;1.0117955737216489;1.8088339734634098;6.129283016944968;1.845098040014257;-7975121.944933609;0.01459879942115272
Z049;Z;9562.837056171775;3338.695578283105;18069.611319857497;3815.548748488983;1.5678716133756407;6722.723389076494;8875.061729381814;12130.191261433267;5407.467872356773;14254.062571368513;2.39161158805219;-0.4567964498325643;0.5118342422455452;2.8642434843039446;0.005450861239940958;1600941.4342736716;16611270142.957073;1210.6358466721952;14.925719711280134;131194.04543867658;2308198423.2783895;0.5772000634857334;11146888.164447157;0.8010870919444292;1.604776987490118;6.129283016944968;1.845098040014257;-2682066.081260413;0.01459879942115272
Z050;Z;40315.89189247803;30040.477793922717;115772.41969042589;9113.398771830758;1.440746887966805;19297.658482015926;28319.167671769053;42326.63820223471;23028.979720218784;106659.02091859512;1.9833477197299176;0.2555717702134208;1.2751403088008395;1.3420522858872126;0.0022397251330976173;5597230.257767692;282798926899.9299;6009.280257797862;19.26560498492234;493942.2454730466;48937989719.289085;0.5215139236163948;902430306.0871639;0.3474667796505655;1.6221951039733284;6.129283016944968;1.845098040014257;-13289630.768813036;0.01459879942115272
Z051;Z;18714.059518608043;12826.947174093244;51094.306932197964;2981.1019565687066;1.016997803270686;6705.492850043716;17868.31910620922;26487.16002975766;19781.667179713942;48113.204975629254;2.0312457953497733;-0.4784354851091859;0.7059347573996868;1.4589644180031456;0.0034032577651388314;2660899.829776859;65697580052.06659;2711.7379705721232;18.841904153968855;228419.923428879;8521209769.048286;0.5299631364428495;164530573.80697864;0.4041764806235692;1.3634053172177203;6.129283016944968;1.845098040014257;-5728888.366468005;0.01459879942115272
Z052;Z;11449.153003372883;9223.059215327952;32445.068011895008;2053.069232882169;1.2712472540883575;4823.3709220148185;7083.4078831203715;14753.156981058262;9929.786059043443;30391.99877901284;2.003776427327772;-0.09785092465937373;1.1430564383199682;1.2413617581838083;0.004448793009150351;1605908.0030719284;24431531004.04778;1757.2215316235051;18.463846150302324;115124.20722865166;1996310208.9199808;0.5433816058625338;85064821.28944585;0.24710657733756333;1.4305802894078525;6.129283016944968;1.845098040014257;-3352318.5341928606;0.01459879942115272
Z053;Z;15205.746174631427;8856.018843015096;40041.98852714045;3754.3701286709957;2.3729948742982674;7929.267591730707;11936.015142515913;20774.681937283065;12845.414345552359;36287.61839846945;2.2362183519424894;-0.3233557763278583;0.7672978928315053;1.7169956889403502;0.003991084425278184;2380235.805548307;46974985608.231995;2103.2077082235155;19.038532604543423;256435.15600630533;7527778360.655476;0.546775993867585;78429069.74783842;0.6107636655567863;1.483027427189007;6.129283016944968;1.845098040014257;-4526814.073475818;0.01459879942115272
