name;class;SG_average_theta;SG_std_theta;SG_min_theta;SG_peak_theta;SG_kurtosis_theta;SG_skewness_theta;SG_centroid_theta;SG_sbe_theta;SG_sbw_theta;SG_rms_theta;SG_crest_factor_theta;SG_var_coef_theta;SG_Q1_theta;SG_Q2_theta;SG_Q3_theta;SG_interquatile_range_theta
Z038;Z;151168.0727004977;26192.33546782347;80826.04809871293;244496.0946842032;0.020582932924806396;0.2567940695423696;1.6249150183507843;0.3386944330400302;3.5641464422422295;1721.761174413608;142.00348940234;5.771462147245454;132951.68398452917;149585.3094050474;168007.92707927237;35056.2430947432
Z039;Z;44301.90897141711;40887.58086677378;2707.622876729519;281933.51526186394;3.5300695690046453;1.8472242965998307;0.9374958514013175;0.20028518309712032;2.8976994095408997;676.5646487108427;416.71334114052956;1.0835052608215787;17348.09041783022;30945.14886412047;53620.31891521283;36272.22849738262
Z040;Z;93041.76448731506;35322.423145403736;16305.23263198603;204710.97124112153;-0.20053986397812862;0.37679359969660364;1.446535756841919;0.3020291719199204;3.5134456592517322;1116.8755625126842;183.28896979406932;2.6340708309934264;67752.02097711843;88267.43343017949;117334.76431686536;49582.74333974693
Z041;Z;27178.42840503594;26564.114292494873;2169.7851544856735;178128.58222496585;7.06560361881691;2.6143666267341517;0.8236097897288256;0.17526692746098146;2.7127119131886177;426.5022551421741;417.64980155986956;1.0231257141035048;12177.736997970125;19483.44187567866;30576.17032771383;18398.433329743704
Z042;Z;153493.74999698458;27814.390820623168;84573.18339133202;242445.6739723416;-0.10753210531775714;0.33358085052461967;1.623936641753991;0.3385358073134505;3.563221492023314;1750.637581761994;138.48992875402755;5.518501231498322;133169.34580660047;152609.13499769216;171943.4949189702;38774.14911236972
Z043;Z;7683.099383345491;3768.716473655844;1096.3456246707526;20660.46694392961;0.3031642764272173;0.7541814703531908;0.5417734422568061;0.1146957267527288;2.0584194192849417;96.03816935963907;215.1276631123746;2.0386514711446306;4957.410367876784;7093.336787030601;9903.516585644307;4946.106217767523
Z044;Z;18216.84090819991;17549.8623928494;1470.2895416115623;126425.79292430801;10.883800287118518;3.0277655290430108;0.64068016299798;0.1361242818127793;2.3127274183535684;283.87631736733914;445.3551958711357;1.0380047717993655;8509.52637906293;13401.414876067545;20391.856007621256;11882.329628558326
Z045;Z;17776.531349299672;15143.189949023254;1379.9121002422069;88927.25332986444;4.1264031861491635;1.9231412680373083;0.7301792812815396;0.1553239952284179;2.5201714328007334;262.06919035745835;339.327386056213;1.1738960819444961;7561.1257411759125;13075.008879729425;21249.132130881066;13688.006389705153
Z046;Z;25531.779431236268;24469.226919427267;1743.4398292075336;152641.2587506837;5.672219519603125;2.27855425245889;0.9227103522063355;0.19508682770013047;2.9171514914492467;396.87298296117194;384.6098507683435;1.0434240327783053;10027.431680489817;19073.293889802047;28388.67422267298;18361.242542183165
Z047;Z;87715.76051556582;44028.13190178329;6473.667049134659;252680.24366922217;1.0091843705610728;0.7819696113760769;1.334995076558755;0.27955356813278126;3.4373514679073947;1101.4377506638864;229.4094636913619;1.9922662335808312;56369.66195998225;82719.4179831809;111670.33961534943;55300.67765536717
Z048;Z;17147.03775899212;10137.368417348172;571.9275532300367;66049.5632202161;1.8419397476698443;1.1522191449254489;0.6330390954531895;0.13428294539230654;2.2982317141232955;223.54684459894486;295.46184531798065;1.6914683429723472;10165.13573376657;15308.607451814829;22001.86613887288;11836.73040510631
Z049;Z;92063.64756291635;22989.90652892846;28040.979370580946;165936.1736193644;0.07724579110999352;-0.08067582325448125;1.4487131093918357;0.3023012198185378;3.5179794901490906;1064.9115693231558;155.82155213585602;4.004524657247806;77590.54862343802;92216.84969189133;107047.32349476794;29456.774871329922
Z050;Z;28832.507650944885;27094.059226061974;3513.098849627558;198927.30512614944;12.33036780167003;3.174764353392926;0.7860479660465568;0.16703151905643074;2.6431276685657776;444.02009717875757;448.01419212802773;1.0641634540759652;13528.4763376089;21122.551102370504;32300.885624569448;18772.40928696055
Z051;Z;14893.471054114289;12857.236413042521;1547.2634289461419;72880.48457104938;3.0536300643911654;1.7876024622808313;0.6577468018314572;0.13961119540253936;2.357993215006924;220.8079987681056;330.0627014313421;1.1583726530070015;6435.221272874762;9509.374785230739;19391.181160487886;12955.959887613124
Z052;Z;10286.663706866342;5907.123448203097;526.8021847744035;38303.34649057655;1.040479713024431;1.0601647333044115;0.465336266050421;0.09826432647065399;1.8370076229004066;133.1225253553524;287.73001705256866;1.7413998195679268;5841.2468608351155;8893.97089841262;13473.80314351989;7632.5562826847745
Z053;Z;10398.368542120888;5605.860361190669;1433.3298629409558;34282.851954873084;0.16571106887204934;0.8668157067098319;0.7303939150906378;0.15517848788499605;2.524765469901526;132.5736992539292;258.59466958984336;1.8549103745267574;6060.505333973517;9119.179253289274;13365.332821202246;7304.827487228729
Z054;Z;46894.32317602302;38974.710506415584;3073.71069368293;225552.46648948576;2.36631519076298;1.4788769620054627;1.000618465024518;0.2129830212909378;3.0092314903070103;684.3064117323912;329.60741361238564;1.2031987554674408;18048.219574221737;34653.55241791149;68637.92473198919;50589.70515776745
Z055;Z;20166.47048155142;12566.910810387639;1251.0195432476592;63204.741453872135;0.2450811770855008;0.9005201468934144;0.6324645133458966;0.13352488681253188;2.31056438962358;266.6646728251368;237.0195526248733;1.6047277477995696;9996.913863817881;17934.625120559744;26659.87253602241;16662.958672204528
Z056;Z;26406.770295939947;18982.836996856622;884.5178880868236;120564.65441683086;4.654263216143442;1.8847419011640372;0.7312407804417836;0.15613549950472005;2.5099075318721535;364.9756932508661;330.33612003843973;1.3910866063019272;13543.448953938161;21443.34439507342;33924.84896098489;20381.40000704673
Z057;Z;35447.40929241344;33809.86825577305;2385.5530038277147;176926.65108155584;2.1963092571090863;1.642722683383449;0.952451662883643;0.20171163859948657;2.958628420995689;549.7453059258272;321.8338550132653;1.048433818915008;11863.112285923695;21452.126315577727;46757.390283225286;34894.27799730159
Z058;Z;14494.445054270744;9718.19882105248;998.8561457121325;55438.60246364346;2.8676821850580163;1.5388945513978205;0.6426466418058472;0.13636644132270562;2.321448225499364;195.84227633120176;283.0778088480119;1.4914744307218235;7828.244707416679;11997.586599815757;18654.151200894412;10825.906493477733
Z059;Z;15794.370825459966;9780.70405470129;1789.3541668184102;54617.33551001252;0.03258175984791922;0.7728540019149179;0.767780793993627;0.16313094536532374;2.605528618095747;208.48630468578835;261.97085507523775;1.614850090251743;7722.92339867574;13776.852426332724;22428.687070734253;14705.763672058514
Z060;Z;82539.52411941226;25538.74729045102;27394.945618184796;174258.92128995765;0.20863274785233843;0.6521939510290593;1.4340042277207607;0.2995697249074503;3.5049962465766518;969.6269411041203;179.71749123588492;3.231933155557474;63819.047500949455;78967.44630929179;98036.06875020069;34217.02124925124
Z061;Z;153007.0696548528;24365.30063577363;85279.63404293473;227377.89368514833;-0.00025241760230354515;0.0025595052230615793;1.6275554950449251;0.339240528822551;3.5643397284432545;1738.7577443772354;130.77031255241795;6.279711953572397;137415.6547532408;152699.0103240103;168884.0072075599;31468.3524543191
Z062;Z;32224.66052726586;35553.31454600539;3190.425994710769;236977.70139267747;10.543971112583064;3.0892440284149814;0.7804853825679731;0.16640696372348965;2.619694212701883;538.5009187169817;440.0692610837032;0.9063757047340183;13185.478922437585;22026.966151839562;35251.0238912744;22065.544968836817
Z063;Z;15411.506237890175;8359.797511218743;1846.4789544297284;51453.43544828517;0.3749686965235277;0.8241100739380719;0.7861769251514682;0.16598278566579688;2.666483536581679;196.76244129897603;261.500289936446;1.8435262597219761;9172.075923970886;13739.886431493043;20497.959010564427;11325.883086593542
Z064;Z;38746.06159194056;26406.616942976856;1981.8252947120448;151986.33269956693;1.4340799872939272;1.2837159741034123;0.9664466697935233;0.203286765271968;3.0099076167152425;526.2105758950719;288.8317712752955;1.4672860849842988;19260.737326208477;32045.403024839463;50392.21947896919;31131.482152760716
Z065;Z;9390.953985272175;7173.382865944279;234.40688116445594;38406.58793995889;1.1732513230148438;1.2947860939763833;0.46587933567568524;0.09820785283086965;1.842436378326958;132.61914869797485;289.6006219088735;1.3091388206610082;4259.228540311986;6868.453603678343;12975.493579905225;8716.26503959324
Z066;Z;4873.945275324462;5070.179118206233;477.20269807802714;35311.92833021211;11.681746656292667;3.203638674162307;0.5651438908095124;0.11993968291679677;2.1174460067907455;78.92704506705304;447.39959921485223;0.9612964673817685;2158.1727347914048;3379.800609853726;5376.070217686534;3217.8974828951295
Z067;Z;33119.206935603506;24234.713123307774;1348.9812882255223;123839.23959931769;1.082000473698706;1.211371860879864;0.8796092551765868;0.1869792036463728;2.820853040324331;460.5608217767899;268.88791608795634;1.3666019798580185;14554.166436798901;25430.87373998366;46824.276563572304;32270.110126773405
Z068;Z;17111.94904753306;14384.478109018411;1889.3782353842512;97401.06753954994;8.999866162841407;2.6934362500246825;0.6816145017525134;0.14517291343040847;2.404934506629804;250.87554760713243;388.24456376306006;1.1896120886585833;8552.609914272427;13226.89696027116;19773.584137618993;11220.974223346566
Z069;Z;28860.72495842878;20692.341797441695;3329.707645591136;129354.28817411578;4.096187137175373;1.8938846800730251;0.7887496565393494;0.16724263570455364;2.6564505766779973;398.53548874845325;324.57407640241877;1.394753925918476;15322.951637820148;22000.6130026699;36205.121972521956;20882.17033470181
Z070;Z;21771.74743232584;17051.902600062214;2328.873048579235;130892.4651216614;6.626729982227927;2.2556286677709316;0.7074524462446582;0.15076828160798209;2.4629565047216935;310.35373669650846;421.75250253119947;1.276792856666118;10954.124303704359;16348.879277292155;26463.788795506105;15509.664491801746
Z071;Z;42057.190084788395;27685.70276735729;3785.620707769462;166554.8732098699;1.0384527792872502;1.0637313561991797;0.9002358444187435;0.19095951228338348;2.865486529764822;565.0734304560476;294.7490790275704;1.5190941851176611;19720.685304980096;37489.10274479422;56767.99176505207;37047.30646007198
Z072;Z;17251.41741728272;13637.324314141282;1854.9928337634367;76937.82375787306;2.347180008992118;1.5870268219321937;0.5791688413595549;0.12297788006245358;2.154379460962111;246.78997519801376;311.75425053688434;1.2650148240145456;7716.705048072713;12780.071974060458;22371.88407572624;14655.179027653528
Z073;Z;77570.87659400287;22511.20643221071;27070.866310576395;144847.0937391753;-0.05765580175533902;0.3557333862748685;1.5265112054905932;0.3185009061011353;3.5437895626647657;906.455667922469;159.79501134474054;3.4458782485779476;62450.96383727605;76479.20253159775;90422.30207088632;27971.338233610266
Z074;Z;18197.31806897765;9472.958254801875;3825.8546946026595;61831.40629081057;2.7979341729253004;1.5462018539713445;0.7215407463407653;0.1528221312089098;2.5152156145325053;230.23351495964883;268.55953748370325;1.9209752201487182;11952.12555394478;15861.936486655311;21253.428388597098;9301.302834652319
Z075;Z;23269.019425051734;16607.51900292054;2122.200349237498;109322.75041496629;4.488998662853336;1.8415443218111092;0.8057828552563772;0.17055533801815323;2.6974124442081844;320.82563365251735;340.7544128265403;1.401113520987676;11232.466797170087;18802.714505441578;29496.541723492457;18264.07492632237
Z076;Z;13282.22890403228;11592.26340476762;901.1235267729593;75313.7651651219;8.847986032743929;2.5827088533431732;0.7350104961228103;0.1562223183579405;2.533636978879754;197.84677667549923;380.6671325692037;1.1457839112394235;5710.655047703007;10512.433770217329;17105.311638687275;11394.656590984268
Z077;Z;24437.210634416537;14093.937459618073;3489.348860483528;77385.23847523954;0.033524134820040796;0.8047715911767379;0.6559513774511165;0.139641264849504;2.344684060667462;316.5892571954958;244.43418946289034;1.7338810183054942;12633.703066375101;21993.355766959103;32970.907915623786;20337.204849248687
Z078;Z;10552.774671510077;7512.092827726617;741.0216413069007;53997.91858432101;9.159339416406471;2.5797173314501123;0.49536531244325366;0.10443122795165836;1.9326249923626182;145.37045178403724;371.45044210594097;1.4047716014052054;5921.44049905889;8917.718086171319;12904.843233140855;6983.402734081965
Z079;Z;13529.872726430574;11749.800583256236;979.5233711585657;75094.78539818343;5.558172175152478;2.2628313949418564;0.6541879443036854;0.13868249806698119;2.3529945216197974;201.10377715587592;373.4131027284352;1.1514980727171649;7224.268706612912;10202.556714892435;14501.798464128162;7277.52975751525
Z080;Z;74867.40877804306;20442.530795480532;29288.389601757633;163220.48782784244;1.592695089621869;0.9280273253278217;1.5518587044195629;0.32365134370627047;3.5519456615311022;870.9578069973427;187.4034385093243;3.662335624050759;59937.16217070838;72404.97250623407;86446.6677423648;26509.505571656424
Z081;Z;16247.155225175067;9977.221651653874;994.4234690371646;54454.41320676586;0.29779322473142855;0.8653151645256065;0.7022473774705833;0.14819260044096508;2.4826962098361762;213.96903092764677;254.4967043626959;1.6284248052644854;8246.092870912806;14262.478645656294;22462.985183118573;14216.892312205768
Z082;Z;18054.167482133358;19213.7700301993;2039.6542487866875;125273.20527963394;8.788459090779858;2.809624309932897;0.5296165049259117;0.11206881031924414;2.024807288163165;295.8831553041392;423.3874184249023;0.9396473182387771;7276.274461642825;11985.757272823479;20614.0330258361;13337.758564193275
Z083;Z;76827.69905753192;28030.138335259755;22192.43168868971;163735.098093411;-0.4453218709088236;0.42592408867516013;1.4588816592685396;0.3048490353635299;3.5135067959220008;917.7911275720277;178.40126492240597;2.740896178913559;53269.875731847154;75352.57369632901;94824.94994349746;41555.0742116503
Z084;Z;15484.542294104995;11017.098885628833;925.7531062302984;56012.290532971594;1.0214813244744327;1.1946216985615634;0.7193511784526323;0.15321415310728578;2.4918036991301036;213.27112801441302;262.6341927032254;1.4055008904661537;6887.512984660187;12491.809696514234;21196.062143349838;14308.549158689651
Z085;Z;18626.338466850186;14016.260495626062;480.2750273557558;94741.63553817658;5.506050381288247;2.1041524662448703;0.6327389322698904;0.1344864581758502;2.291679565448513;261.606171154774;362.1536721399611;1.3289092673943061;9298.385201258414;15374.581248613706;23434.0102932606;14135.625092002185
Z086;Z;83442.8498349182;32251.80813250331;14042.628921795414;218025.89759122866;1.0810872466866002;0.6181288851067261;1.3145183836261347;0.2750992145544304;3.426914713531133;1003.9524106600322;217.16756220336288;2.5872301327138514;61295.626985080235;82359.72551396614;103245.01646713994;41949.389482059705
Z087;Z;10982.227865449333;8372.913985176068;1097.1904588602363;50853.16017814725;3.7873582829716366;1.881816295280666;0.5521624842959029;0.11706522113990281;2.0840443050130277;154.98233323052614;328.12230347898094;1.3116374878438926;5420.193105451634;7807.897565610279;14287.014510552272;8866.821405100636
Z088;Z;17830.44729056675;12492.379212383854;1040.2568193625123;66506.90830354467;0.8441086479330813;1.195823160165862;0.6820762688396382;0.14455310909945318;2.4215448093516816;244.32717178509617;272.2043062899382;1.4273059588914176;9183.307966396445;14015.414123880466;22942.4727995854;13759.164833188956
Z089;Z;34192.35477590267;23281.737718666463;578.1186733666069;123803.77180226147;2.144393682849829;1.3981239067911009;1.0935040956263877;0.22960752303535542;3.196399994145475;464.2315006401942;266.6854180113392;1.4686341367246167;18773.822301839056;28624.824858596367;44155.24496063307;25381.422658794014
Z090;Z;19009.610613048226;17056.622247818646;954.4225184144227;104054.62139683278;5.91232662562734;2.294489605875282;0.5697889587693639;0.12037893183544694;2.1420822450500863;286.6231910943537;363.03629514256215;1.11450030005087;8753.762973473507;13935.05772590931;22548.81986335068;13795.056889877173
Z091;Z;40919.60527052751;30479.19744548189;2212.145285252541;184898.71608805034;2.106823368476636;1.4022208243699106;1.0031871566032213;0.2111738563448307;3.062538877473307;572.6111886369303;322.9044764706601;1.3425420844403915;18547.44593983929;33944.02993809797;53671.919399837425;35124.47345999813
Z092;Z;15209.606792426424;9261.658248135891;2344.4725093648094;72296.05132935153;8.135564945243273;2.306479722403686;0.6361205067124371;0.1354465512017269;2.2949747546486208;199.8458008479535;361.7591714341586;1.642212051550022;9242.649503412269;12988.082817776212;18286.916472187433;9044.266968775164
Z093;Z;13554.556183301378;9146.752971747153;1410.355424108908;57986.47932672629;2.373603983041404;1.4125236115472608;0.4871970164760411;0.10368459228288643;1.8865914772705292;183.51078158720122;315.9840464151263;1.4818981364391515;6644.456980340098;11930.953780924447;17731.23769400323;11086.78071366313
Z094;Z;29395.05850442841;36373.28196890404;2520.8138602871677;220659.77031764723;12.416771924622555;3.329998070805889;0.7360675024875559;0.15639411326743047;2.5371061667716948;524.834759370363;420.43665435263796;0.8081497438025692;10583.962703249867;17741.692898526242;33397.46130670206;22813.498603452193
Z095;Z;17903.44194819384;11469.228675756727;2850.5123110849017;77081.33027436546;4.520326880225619;1.912365612560172;0.5941037001872754;0.12630480578445266;2.191015705518037;238.61387081693314;323.037927386472;1.560997906165873;10656.037182350785;14874.666235613877;21216.928050126222;10560.890867775437
Z096;Z;81447.27224943091;25503.899736610634;21908.80880258834;160204.96540404894;-0.43348090882198154;0.10278738082450839;1.22289867826488;0.2555408486486576;3.3605622563946143;957.8067843264436;167.26229968887674;3.1935222883782766;62156.595087684145;81238.56397697615;99938.0155062293;37781.42041854516
Z097;Z;14663.794330406385;11107.769011015955;1969.056870140398;66756.21386442333;3.3083443950187057;1.760187255822745;0.5870736022961259;0.12495318828817975;2.169200450050645;206.44813102043784;323.35586442201617;1.320138572909087;6951.1301255919025;11312.982377210792;18104.780060499077;11153.649934907175
