name;class;SG_average_delta;SG_std_delta;SG_min_delta;SG_peak_delta;SG_kurtosis_delta;SG_skewness_delta;SG_centroid_delta;SG_sbe_delta;SG_sbw_delta;SG_rms_delta;SG_crest_factor_delta;SG_var_coef_delta;SG_Q1_delta;SG_Q2_delta;SG_Q3_delta;SG_interquatile_range_delta;SG_average_theta;SG_std_theta;SG_min_theta;SG_peak_theta;SG_kurtosis_theta;SG_skewness_theta;SG_centroid_theta;SG_sbe_theta;SG_sbw_theta;SG_rms_theta;SG_crest_factor_theta;SG_var_coef_theta;SG_Q1_theta;SG_Q2_theta;SG_Q3_theta;SG_interquatile_range_theta;SG_average_alpha;SG_std_alpha;SG_min_alpha;SG_peak_alpha;SG_kurtosis_alpha;SG_skewness_alpha;SG_centroid_alpha;SG_sbe_alpha;SG_sbw_alpha;SG_rms_alpha;SG_crest_factor_alpha;SG_var_coef_alpha;SG_Q1_alpha;SG_Q2_alpha;SG_Q3_alpha;SG_interquatile_range_alpha;SG_average_beta;SG_std_beta;SG_min_beta;SG_peak_beta;SG_kurtosis_beta;SG_skewness_beta;SG_centroid_beta;SG_sbe_beta;SG_sbw_beta;SG_rms_beta;SG_crest_factor_beta;SG_var_coef_beta;SG_Q1_beta;SG_Q2_beta;SG_Q3_beta;SG_interquatile_range_beta;SG_average_gamma;SG_std_gamma;SG_min_gamma;SG_peak_gamma;SG_kurtosis_gamma;SG_skewness_gamma;SG_centroid_gamma;SG_sbe_gamma;SG_sbw_gamma;SG_rms_gamma;SG_crest_factor_gamma;SG_var_coef_gamma;SG_Q1_gamma;SG_Q2_gamma;SG_Q3_gamma;SG_interquatile_range_gamma;SG_average_entire;SG_std_entire;SG_min_entire;SG_peak_entire;SG_kurtosis_entire;SG_skewness_entire;SG_centroid_entire;SG_sbe_entire;SG_sbw_entire;SG_rms_entire;SG_crest_factor_entire;SG_var_coef_entire;SG_Q1_entire;SG_Q2_entire;SG_Q3_entire;SG_interquatile_range_entire
O053;O;75981.8912843695;24766.977337364016;24257.87506172262;163510.07041648187;0.3864132810635108;0.552276593236919;0.11630700725034335;0.08575137911435947;0.13185581153734977;1268.3564971742928;128.91491531029146;3.067870990043727;58503.87982010373;72664.9650509752;92258.04209620773;33754.162276104005;79010.69412356344;26091.311884184433;23275.18177739403;189056.3462235835;0.5677073884497097;0.623066771170973;0.8534912558731035;0.17833922981783287;2.8393856796523638;933.7936453016152;202.46051916804203;3.0282376936154267;60761.186695494456;76378.93784961785;95379.56115410976;34618.374458615304;8305.40249099405;5329.422373200464;334.5110970821699;38647.12242834611;2.8603993586240817;1.4436792897100041;0.16646370606294672;0.018746564626487137;1.4317913921087762;110.74652417024608;348.96916826875287;1.5584057538315226;4609.377002800579;7071.423851708727;10566.638610017282;5957.261607216703;29771.195668228436;27269.852771727317;395.969671062698;221423.4933635484;10.405714774978907;2.6945389702211395;8.845473302274018;0.4367879446358246;65.00273485139785;177.71444832792784;1245.95099299392;1.0917255739310205;12205.883112251426;22111.797610833484;39451.1640790116;27245.280966760176;1262.920170007322;1492.1896234765716;5.724262909323655;20671.524439854118;6.295122951462718;2.127609048512516;1.1634370153249456;0.02993134329293399;43.56974456108835;6.770450323260223;3053.197860242184;0.846353673915057;205.2372722560441;699.4704637083912;1763.898536686844;1558.6612644307997;18727.729408835618;29126.692347056654;5.724262909323655;221423.4933635484;5.541683698658737;2.214976924241923;12.011098175590433;0.9088340614548275;90.83445569089832;83.81018160269494;2641.9641280962032;0.6429748076330444;724.1694682469629;4120.8576937257185;24400.015797602937;23675.846329355973
O054;O;12726.460184598767;9093.240372035205;565.649476994709;49235.96182100999;0.03814015254354963;0.8510659148968988;0.028009844661712063;0.020651230440061886;0.03643763924732633;248.24310081392045;198.33768455026097;1.3995517179703008;5436.408283676019;9668.547151997542;19601.304364563854;14164.896080887835;11565.856909866776;8599.467391672188;683.6117119817179;49545.1672876181;1.2876545232057923;1.2787810066245873;0.17718159633106753;0.037535838374207146;0.7919835720580144;161.74422600151655;306.31799670643915;1.3449503769346542;5095.726971811177;8187.350971080728;17049.196478271493;11953.469506460317;7924.300545511525;4525.400826831975;817.8800365466597;33910.11660034227;2.19475834065321;1.258038146642887;0.22664705957908166;0.025717529347195452;1.9078377810408955;102.41036615305458;331.1199625012847;1.7510715290735834;4572.210157267699;6879.35465382164;10285.844276766078;5713.634119498379;37565.38725526076;32022.259990828526;201.12742794589525;170845.6583289594;2.1323367584855903;1.4799514526537532;15.55160872961489;0.7924457349362426;27.446087185098474;217.28198286256745;786.2854346143399;1.1731023127668014;14267.036609598004;29142.519527108518;51250.36208138876;36983.325471790755;1299.274733789058;1441.4512291652677;0.5574630043440347;17373.515306937064;5.1754463290313435;1.9610627999022245;1.7343742789654863;0.044275002821513205;63.62034808065928;6.720928698533073;2584.9872965813565;0.9013657260824961;269.1671090480232;791.4553099700034;1777.6865463235101;1508.519437275487;14017.094741288196;23937.456773936297;0.5574630043440347;170845.6583289594;9.657869130528223;2.8768405090986287;18.232687743202636;0.978058370069924;60.513055464251295;67.13815580774127;2544.68798365862;0.5855715949135566;814.2820239433613;3757.7288994356204;16301.47370590347;15487.19168196011
O055;O;10198.792193603373;6615.297937275776;637.5487098537949;41296.73142688619;1.316479600133377;1.2021877592343224;0.07588179639906548;0.05594648890663198;0.09172666309607178;192.93407927032143;214.04581079232258;1.5416980898374024;5341.613567656928;8205.742401928284;13840.076141127991;8498.462573471063;8541.986275047746;5173.288072234808;858.8010153249907;28470.23720749712;1.2474428564709923;1.2967941945592045;0.442419332709657;0.09371583052300918;1.7585092897926424;112.07255150654797;254.03398802635198;1.6511715867695136;4680.033045355474;7098.307579039332;10704.349758196626;6024.3167128411515;6918.064029594201;3881.8953049007814;919.7367193384455;27641.20096814352;3.2013830470528335;1.5432595218592824;0.6675919614482866;0.07589945655129869;5.049309816971113;89.02545490832524;310.4864894721099;1.7821356544212679;4333.307605852673;6093.466235680596;8490.094096661454;4156.786490808781;6102.064165154961;3994.440035657372;425.72981171717913;31757.745314173964;4.139803501002303;1.7737588890075677;8.641535625643305;0.4351552382239642;64.56138538494923;32.10340366559161;989.2329687213784;1.5276394465014753;3397.4627663432143;5079.708177656525;7503.525343249957;4106.062576906743;1166.8758681657691;1217.698883907669;4.0902368422566076;8408.788369861188;3.5752560699651585;1.7601804707864208;5.249900989592185;0.13442128617432278;158.5611587773598;5.841033007065774;1439.6063777912664;0.9582630678129509;258.27979557871214;764.7714314598229;1672.1962608972146;1413.9164653185026;3980.2725855043263;4331.725497240699;4.0902368422566076;41296.73142688619;5.271188626889373;1.993665214568775;16.340735855862604;0.9388697885390817;136.54564246583757;14.237994754544417;2900.4598006123924;0.9188653777899252;787.5565186051238;2654.5120184210373;5688.2856021631305;4900.729083558007
O056;O;17403.947008238923;10289.192901205259;1363.326202562053;47630.137916507934;-0.3967049714374493;0.6403847041639535;0.04035854016522722;0.029755734929722267;0.051530266072611304;320.87916933920604;148.4363662951191;1.6914783477526458;8550.240291507329;15672.362914835607;23882.747978250172;15332.507686742843;16982.218256949123;10005.23011187879;1724.14930431266;53233.40570383874;-0.16039311367251363;0.7178628759619464;0.2761916887955755;0.05806940054842198;1.192200094594512;221.20017448849538;240.6571596380337;1.6973341009705363;8714.94563796781;15113.980106968193;23348.063090318832;14633.117452351022;8504.803942872077;4725.05112084315;1098.9662553565447;42539.25945336796;3.778671703091855;1.523075871334328;0.25799581103543473;0.02908152864790476;2.170899013218035;109.18624937718627;389.6027173386565;1.79993903248066;5311.202541982182;7457.740958857902;10616.857694642782;5305.6551526606;31989.98202320993;32390.43937853133;339.9926442214136;218870.63082986776;6.629300954328588;2.317193504382024;13.698201103773572;0.7110174792822442;34.93852097317099;200.39195815121863;1092.2126459022115;0.9876365568666282;11581.736458312706;21315.639387589217;39800.903196143816;28219.16673783111;1679.8111328437503;2016.3165467204892;0.8668055367881948;19293.596884611565;9.762570784566089;2.590987924126666;2.3366641498068397;0.060311853990470815;81.95971659351397;9.089071754810561;2122.7246747612116;0.8331088367924866;308.6234083236937;932.3677643788287;2360.180662779436;2051.557254455742;13172.406299460068;22571.888570707622;0.8668055367881948;218870.63082986776;19.05388510172683;3.7503084631105033;17.271802582020577;0.9684038392012404;75.02915087878739;63.25307552422966;3460.2369768728067;0.5835757277552038;970.3800155230011;4356.676739391204;16016.16110257628;15045.781087053278
O057;O;12548.548792630805;7692.345263306605;1221.5406755683139;39139.80240691353;-0.10829304464771639;0.6564698771776658;0.08510552455985183;0.06274700272830502;0.1013995893550909;233.59972031818336;167.55072460532776;1.63130337538135;6375.776146969294;11084.697281276849;17462.063279581616;11086.287132612322;11472.536657803283;6610.404546590192;1012.6842176794837;41880.98670831589;0.2619733838800933;0.740365492432305;0.5444964393130967;0.11473315374770786;2.0778806780996604;148.59397523231772;281.84848438732115;1.7355271643278016;6396.868244860974;10406.543060838154;15376.195558022491;8979.327313161517;8805.804038853432;3952.8839828495366;924.8395937914225;27881.76254906056;1.6345649427085958;0.9825328530133658;0.7753223513410145;0.08806401747034463;5.717173710810417;108.32330826009976;257.39393485022134;2.227690991453168;6016.253142319145;8396.083526800565;10836.193346769747;4819.940204450602;6781.369122478356;5430.7448413746315;154.30095433743261;33245.382823766595;2.3860227441580877;1.4340149067746704;8.109097810832601;0.4408189122263913;55.01760328858812;38.242730383600744;869.3255552177542;1.2486996389176432;2614.3159103699873;5606.009423239531;9429.224766707039;6814.9088563370515;636.1598410123052;664.0551727767559;0.002582002817390492;4319.097869064127;1.6031007455351611;1.4293277258318662;2.6114898971587666;0.06680131724591558;91.21318733534795;3.1848956377253947;1356.1191198556078;0.9579924486578337;128.58955979964804;379.1626861873092;931.5433580215353;802.9537982218872;4341.702557348164;5627.690256724318;0.002582002817390492;45938.51995188912;3.3966029426574122;1.805922881702369;13.28269652810539;0.9335294103466505;96.83523911396539;17.203138506446763;2670.3569197372885;0.7714892539013541;379.8392391135166;1680.6762079343148;6917.254017340505;6537.414778226988
O058;O;156344.2413296452;35325.557737117866;75485.87686583697;238317.27594781521;-0.6674522935676275;0.13731999739939466;0.17924590753754405;0.13215526850299888;0.18310410417164794;2543.8926134590033;93.68212898883668;4.425810980625185;129808.85995725427;155925.85936086066;180804.0945818177;50995.23462456344;163895.35945924613;37620.18145418637;81832.33973110851;262750.4389105851;-0.6603528578873217;0.1451201737943375;1.328019294256119;0.2770762140201092;3.45340109053204;1887.1488665308132;139.2314319079686;4.356580779889031;135313.1304828988;162727.15450701897;190947.09780532742;55633.96732242862;14301.459500328396;7625.084510955514;683.2106531643936;73770.90778152432;4.565999024332966;1.3639472875313705;0.21507854861585052;0.024177586640567725;1.8328588645460697;181.88547121647898;405.58988735126974;1.8755804581287523;8944.085096541983;12997.90102022917;18163.67204345589;9219.586946913905;10962.040100244008;7367.112164158107;276.8522117562845;60497.56807732481;3.898076282980546;1.6671448594937133;2.5531183627177425;0.12045846668915987;44.99103330014761;58.1375782453697;1040.593191240178;1.4879697574818613;5862.607751998543;9062.588808739241;14062.357710517665;8199.749958519122;3129.073880879422;4458.636969888906;4.799011023426784;46492.32258169986;8.978687034762649;2.663072320478194;2.053773511744118;0.055544070590040594;69.79903174183424;18.865046307586418;2464.469040979951;0.7018005507089733;574.5383875331513;1259.0262652309762;3552.79786972495;2978.2594821917987;23527.816253393437;48776.269644000546;4.799011023426784;262750.4389105851;6.191965385698486;2.6990180752531354;7.7058965292116595;0.8551704140552493;91.60875449987954;131.0699251430552;2004.658495255935;0.4823619441403376;1288.4610321910484;5893.381164003146;13723.130931852462;12434.669899661414
O059;O;12779.585008203196;10245.340542217222;784.1802197324226;63122.59568034219;8.634166740296788;2.552480937191431;0.05712687396031714;0.042118771193598255;0.07109328014473107;259.95775466128515;242.81866783542762;1.247355805845916;6281.887708291999;9996.068618856862;16860.479699288735;10578.591990996736;11364.942714486491;8535.561628051302;659.5463716512554;63378.564359460564;11.376255064197927;2.897290392352688;0.35340603325823206;0.07491282721818364;1.4611674471659584;159.50874489810886;397.3359855595728;1.3314815368606443;6257.711699093181;9353.892611007826;13898.543131428294;7640.831432335113;9126.663852353537;4762.965085126071;707.5282447614766;36190.914427902026;3.2136317135899892;1.4035971429632983;0.5276863784122765;0.06015905310092846;4.116005425136731;115.53284150184096;313.25217970446386;1.9161727388795171;5889.632504074174;8107.538477713842;11479.007388970127;5589.374884895953;9005.212756468649;5230.702613939004;821.1264505181422;36457.51790808131;3.7853080498443985;1.7103077226879209;8.213070982931104;0.38583024723782794;75.96753455535257;45.84120985023739;795.3000810228946;1.721606717321525;5495.516626591039;7630.442255160191;11063.59512138766;5568.07849479662;3468.7794703199293;4571.3250063817895;38.68027700509374;36205.32181146626;7.741652340814941;2.490895688190592;8.976823475089809;0.2400794159975585;202.87882120276294;19.874091902260083;1821.7346477777426;0.7588126999234022;721.156555840645;1485.0334096245551;4482.1308569017165;3760.9743010610714;6639.979998643681;6344.095366195282;38.68027700509374;67739.70047859378;10.275576099701933;2.2289991507459477;19.850182412062164;0.9410098464760179;156.58308384381684;22.22691993417519;3047.6422589906406;1.0466393733651973;1525.3445448871732;5435.102161527599;9402.418864555291;7877.074319668118
O060;O;16378.479261179551;14343.55585679532;1178.481480561415;94558.44622548683;9.903434756812244;2.808976139991377;0.04641508679003413;0.03422113420381527;0.0587190917265108;345.53363888116957;273.65916248173414;1.1418702185637029;7420.729324118309;12353.706514354353;20772.11212081659;13351.38279669828;15482.983179797486;12921.079344743564;1070.3883863961514;97311.64525190505;12.217411888338384;3.0802253582813015;0.306572327552534;0.06470017598362861;1.3005069585748399;226.31564958422942;429.9819541011808;1.1982732066494222;7876.199750369416;12389.767990861204;18913.145586098744;11036.94583572933;12917.026372614342;7116.986011286193;1167.6062956875949;49926.73085529903;1.5994157366217934;1.1644561004872962;0.4747631397060976;0.05397757459194314;3.761977212591815;165.50855152884418;301.6565029064253;1.8149573923751405;7478.163167607308;11120.54747950982;17262.344211970052;9784.181044362744;17583.364721613943;10762.794222477001;478.14588396393737;77733.54575751527;2.0574862105929617;1.2178486157405124;10.250314051645605;0.47760202677360203;71.33203171878105;90.74733895487874;856.5931150462255;1.6337174490331585;9581.9189338846;15602.552974788303;23235.862409649577;13653.943475764976;4453.6634700465265;6176.993500691122;18.474858539273516;68385.77708117024;9.075540079422137;2.505979178684682;7.138621267042044;0.19541482883792627;175.1767937200457;26.37381939860497;2592.941736940364;0.7210082817066623;691.6290584971088;1645.0366430968447;5568.676286094294;4877.047227597185;10636.309302487392;10825.364545219965;18.474858539273516;97311.64525190505;5.945786898573491;1.8547799763333312;20.007693232043998;0.9556090145845648;127.2278982708004;36.73127140564221;2649.28605866219;0.9825359005747246;1695.2566268754708;7694.200338491806;16172.050335928729;14476.793709053258
O061;O;23334.344890238117;17269.366162235605;1408.6871567755231;104570.54509368908;5.958326804883768;2.214852824026165;0.07213467423236125;0.05318379299431047;0.08770820214138683;460.730626398167;226.9667764680319;1.3511986873765707;12634.53868515242;19186.192444688553;27722.06238957839;15087.52370442597;20066.419087387145;14260.632636603705;2627.132391660685;94940.74828366579;5.662650385587092;2.213502461690662;0.43169618046085845;0.0914710298404086;1.7237054015458402;276.271235819825;343.65049985002065;1.4071198381396732;11414.473860317621;16759.63148241805;22949.60411318647;11535.130252868848;14630.13747105075;6914.620424981951;1721.6881241755389;51715.99351825632;3.363005687334967;1.3518627390910591;0.5849182057263042;0.06669021190855708;4.499219275602072;181.6010859370866;284.777997066453;2.115826548944505;9872.06580442108;13714.495345625022;17987.694313527445;8115.6285091063655;12717.489174622684;8276.600676439764;786.9507938470078;59737.884119159964;2.1763372633082128;1.4485520100777665;8.031331513501136;0.3768152092152863;76.06851068420148;66.79136189153971;894.3953593305425;1.536559473120938;6945.182457871518;10413.833848384267;16191.716246830452;9246.533788958935;4082.7298087123004;6009.577440407304;12.82003536459288;50931.4828242307;5.753383398322622;2.3169223518955215;7.142533791429956;0.19541307966485788;174.68493400240894;25.161992549399105;2024.1434665493928;0.6793705296583366;538.7581313456546;1332.4175290910794;4691.95840152451;4153.200270178855;9547.138139114511;10173.558600221335;12.82003536459288;123248.56798618563;10.422512351455882;2.307063200032989;17.996984694760773;0.9356757130867779;146.67244267758664;33.76733332254281;3649.934888518598;0.9384266129756017;1416.2992652179482;7043.766734005969;14068.958224051405;12652.658958833457
O062;O;156690.54904631843;39341.868411174495;53026.02242942232;271778.62404135393;-0.08887090406371234;0.29878020949133166;0.17300196604781787;0.12755170585865266;0.17860565349063903;2564.0269988852137;105.99678714752913;3.982793786220197;129693.43638265593;154667.45303396645;180991.18617624926;51297.749793593335;164099.60049516187;42354.11907715807;56226.02076019293;314600.8014058567;0.042664238198126814;0.3502542864541848;1.2803961768615966;0.26716587696292965;3.41780479177468;1901.9594259920846;165.40878691024503;3.8744661456944844;133804.44266579917;161638.9309460983;190184.6653964664;56380.222730667214;13927.785191643678;6710.491434737643;881.7791832500832;52692.28451649439;2.0937335454212054;1.0855793914147005;0.20181366161661032;0.022675429639370116;1.725897121970287;173.50073702478326;303.70063793427977;2.0755238758736607;9185.51887798636;12836.991593401883;17590.747318113976;8405.228440127616;12875.974449167046;7886.729114437777;612.4133825553223;56350.61551883514;2.7065544865784297;1.5029560417283059;2.9454867100101354;0.1362595427901433;50.88802136825376;66.46486487417388;847.8256237414121;1.632612742536795;7523.462211650689;11196.83812414894;16049.778190349509;8526.31597869882;3959.797584333067;5391.219656698023;18.246894884567634;41226.3996783108;5.443095868512662;2.175619663192784;2.4733861130500903;0.06769175126404321;80.71774928503868;23.166933430082537;1779.536329343349;0.734490122177351;547.5612320000735;1407.3216952713642;5408.658649667815;4861.097417667741;24594.12597073093;48943.505611357104;18.246894884567634;314600.8014058567;6.80732440956497;2.762363447084848;8.489169463280474;0.8608813859724633;103.6465779471256;132.57315557108245;2373.0354765311104;0.502500294237689;1464.6426397102719;7736.341871791417;15611.617623182176;14146.974983471904
O063;O;13216.183537922827;8907.421041951267;1300.415772500445;45141.13411559667;1.2914455772858533;1.366641304264031;0.03738674583893839;0.027564676386061367;0.04795168639838205;252.94719081604265;178.46070545383455;1.4837272736607585;6944.280797196767;10482.627703309707;16510.754938290924;9566.474141094157;12958.830896815442;8352.145737159599;1818.3020565853749;50250.98234536364;2.413050749912835;1.551270546648644;0.2562164496030767;0.054055844334703104;1.1115394665931184;173.01942809148565;290.4354898155886;1.5515570854038385;7066.21535012711;10642.266829751603;16205.120451627326;9138.905101500217;10575.238190334589;5879.799070641138;928.6015896503308;34975.17774439461;1.1132732286817877;1.1170482908478765;0.38829886488853993;0.044113040286652284;3.1433251051891618;135.79122546589437;257.5658156438028;1.798571356483693;6190.690007304691;9355.76472323442;13419.22748180369;7228.537474498999;18427.17418570616;10823.653545310262;392.6548990198652;72102.77680612146;1.1560674183597168;1.0741175782253607;10.895651397713717;0.49963048650573477;70.83178972275634;94.07070279003642;766.4743078092353;1.7024911328292096;10068.126088302639;16188.182233325366;24207.39218289086;14139.266094588222;4968.396449795478;7062.424906780496;22.078791718874875;55963.55426833988;6.144319173429841;2.416738627549525;7.961485966208792;0.21761176651104958;185.93088748560774;29.90585540780386;1871.3243110824487;0.7034972428556964;812.9626058281085;1976.6662675874334;5861.174622695527;5048.212016867419;10716.775763197398;10481.030923886914;22.078791718874875;72102.77680612146;1.8051744892732682;1.3529726901265229;21.371440200689808;0.9611240312739233;122.6828539476412;36.28050333583799;1987.3698040704446;1.0224925239723515;2007.4038916552245;7812.789766074685;15956.520056838915;13949.116165183692
O064;O;85450.24211502359;38003.720969787544;6919.301631823584;204863.6041329159;0.4204048429625864;0.6970032145238612;0.10215373590948879;0.07531638843623387;0.11846916913473306;1484.2605538463217;138.0240171457977;2.2484704111725113;57717.19467496096;83072.7726258719;105612.9574801532;47895.76280519224;89767.60604744658;40799.458189544355;6682.787315539115;233901.83011774812;0.6356865954197537;0.7908222545393444;0.7555032968016636;0.1582434810883142;2.6284193361318007;1106.5877205995039;211.37215402230353;2.20021564086484;58998.991414272416;85515.0560487498;110993.74546076119;51994.75404648877;20909.86552709552;9858.750546879695;2713.9555935320454;65497.11422680011;0.7089172229685663;0.8828022517240671;0.3254132229690203;0.036860177694248014;2.6819126112256915;259.4358922834096;252.45972579326303;2.1209447817617737;13479.382760645316;19238.99724947784;26375.966206337525;12896.58344569221;31163.884794095953;21966.060278452227;1903.7723587183264;137382.1409621011;2.605858749421505;1.5627073273035688;7.77709812699589;0.35708460883318616;78.10590302802798;167.83007800350873;818.5787827568604;1.4187289117414652;15700.539534812218;25080.866598350833;39084.159973181864;23383.620438369646;5872.137559138505;10083.489647562623;28.238613889847482;99610.56096145778;9.289016380468965;2.808444151414288;3.8492740544983826;0.1086905294891333;111.15200735784092;40.41270287604764;2464.83293302553;0.5823517219118597;598.6534822849923;1451.229800907232;5702.734169096673;5104.080686811681;24204.6417564353;31322.35054740492;28.238613889847482;233901.83011774812;5.657088773973793;2.154039108474997;14.511049633485525;0.9173674021361636;128.71511688063208;95.80731908290439;2441.37746840977;0.7727594300371137;1513.6370848329518;13913.791835393255;32533.187427063658;31019.550342230705
O065;O;33017.33379232602;20143.136041653266;3567.3069535365094;110729.76926748033;2.2022332470896355;1.3816747776991622;0.05702422217566166;0.042043087601432466;0.07097674662466052;613.839192495421;180.38888787360435;1.6391357196838994;20028.27928111355;29764.119613574563;40509.861593480586;20481.582312367034;29917.197119934233;17775.031099263386;2555.495875387172;110657.11546451792;2.215626210050761;1.447984056958107;0.3595592005307288;0.07619096970180325;1.4830916898298179;390.53512568597034;283.34740766313917;1.6831023784354464;17751.127441238288;25478.452854742387;37243.6157245861;19492.488283347815;20494.63189864496;9556.366165623149;2550.8663010109494;64168.429715571016;1.0788194171528307;0.8805800951186867;0.4585948715525971;0.05219425709498754;3.6436727295264264;253.77603499659395;252.85456806996078;2.1446051295491095;14095.20344552383;19098.373462774412;25522.10345594411;11426.90001042028;27051.00007296679;18719.972224028537;1286.6732664782212;128411.04222848639;4.654616995698246;1.8343116637024028;9.789606537210608;0.44779504147908084;75.47925334666252;144.80568897961587;886.7817496214715;1.4450341992625786;14400.198815504136;22353.240515122474;34562.73415313999;20162.53533763585;6336.770600376766;9878.492340162407;49.292998044210734;84901.43582630226;11.17382456143951;3.004086682356302;6.181243269742833;0.1694493403340344;162.29871707539468;40.64657829600716;2088.772029173299;0.641471429259881;1175.1383227136446;2177.553743256166;6216.549780499394;5041.411457785749;16916.192996798276;17870.569157561098;49.292998044210734;131366.2187083793;4.563512702671399;1.7889084017481174;18.682366412355215;0.9262403350428758;129.67890861666626;59.55701325139808;2205.7220726275345;0.9465950886987267;2240.9409370112267;12698.532647995604;24958.83985457971;22717.898917568484
O066;O;25319.373144301546;16432.0060667801;1826.6283975699723;82512.57351196017;2.002132778087936;1.4385290640956765;0.07793443548093215;0.057459868334539;0.09390611266400671;479.05277018764116;172.24109460767895;1.5408570956828371;14366.856199476775;22008.67153159516;30453.45817268455;16086.601973207775;22766.30064245013;14809.669957962318;2512.0855108261735;91552.29501105574;4.141946926505404;1.8968382935842159;0.4864106089992055;0.10333183447506722;1.8882808578185784;304.795998424671;300.3723653992869;1.5372591493985308;13283.768075006483;19263.165690338465;27085.014453595417;13801.246378588934;14027.020182170449;6219.658408741496;2180.474714700803;44763.61420207081;1.0590925411507932;0.8264042153458258;0.5570842354880293;0.06366593107972215;4.302626747929618;172.19923069498677;259.95246332638817;2.2552717947429395;9630.46595799919;13303.508416334396;17445.921411005602;7815.455453006412;11851.023036620678;7684.993008701435;433.6342991950152;55192.821524482184;3.678880597351151;1.736151260747793;7.343412609253859;0.34963175638777316;74.0848796800947;62.17429990171069;887.711186321916;1.5420993907479421;6790.892446177226;10072.6756857555;14334.539309511292;7543.646863334066;3853.8958879105485;4939.356486160494;62.37842880050174;49194.42147044207;16.93934558374965;3.5666280668407224;7.08072776357429;0.183666922939923;190.7795086902312;21.697693992218138;2267.2649677926884;0.7802425070368416;1170.3889513618196;2151.994395431711;4555.502215019841;3385.1132636580214;9324.982850832523;9933.688506645847;62.37842880050174;95981.38691700865;9.652585703407953;2.4581996803819823;17.109587625169162;0.9099723047015594;163.95053442728553;32.97605229979855;2910.639091799202;0.9387230981315664;2180.4768503856585;6360.544805279827;12872.731365531152;10692.254515145494
O067;O;50491.925667739124;27471.74650964052;4469.081804614955;140264.28671559802;0.16244072638682416;0.8793175137421716;0.06873269794460443;0.050675567864232274;0.08401512449098297;912.2910255761094;153.74949745561892;1.8379583420377095;30236.32077595;44298.414259572324;64711.54434541737;34475.22356946737;50472.162266133455;26413.46494486663;10709.001533468407;160427.783333098;0.7248354360227744;1.0909790398330674;0.48125271331682645;0.10131146516387222;1.8929094983041215;639.2996693892355;250.94301000713025;1.9108497265120286;30968.397945129982;43503.52208762773;62453.2643765417;31484.86643141172;27837.71662347492;13834.700993075268;5031.683590907365;86272.65990602961;0.7924475216743438;0.9348429071890905;0.4921070899035365;0.055877928174940084;3.888787554740427;348.8623862371374;247.297110005394;2.0121661203526284;17686.404534903144;25036.71562789415;36016.38341760658;18329.978882703435;34281.98308848697;20930.37565974998;649.3948298824189;148173.87908377525;1.2274148290364542;1.1614957272611885;9.391919922977001;0.4472866936268181;70.9604245085675;176.80532743141387;838.0622984409488;1.6379057712954819;18987.635187743334;28632.335034644704;45721.211683810245;26733.57649606691;6033.399820485735;9256.458241938208;6.483353055193978;76952.02546958225;7.953913621707736;2.6452260026705026;4.61879706577183;0.1271622168939948;132.25528491700956;38.26699454202833;2010.9242021885589;0.6518043578644614;961.9331223150439;2026.7387317979383;6577.754524921176;5615.821402606132;21635.45748535088;23052.912564470484;6.483353055193978;166296.1262949099;2.347356754693057;1.4599226065534552;16.703940972059144;0.9337083191351623;123.05258928250647;76.51884249659099;2173.2702804844257;0.9385129720526416;2092.752721908611;15695.163934896756;32931.89182399897;30839.13910209036
O068;O;28793.096364579018;18055.616003896015;3125.843945704894;99207.26554745917;1.3838357711842706;1.2507135436233596;0.06739252579816862;0.049687479420342046;0.08254854132346894;539.3922476838915;183.92415903908054;1.5946892290114103;16705.94415544784;23977.49254804866;36421.99461125894;19716.0504558111;25144.66341245132;14736.437637261071;3555.9897119892034;101715.14753500899;2.6764372452672296;1.4133041609398314;0.41012412248427366;0.08678295171995265;1.6562555570677573;327.0771044990004;310.9821694514843;1.7062918482329172;14786.026723088387;21835.018087347504;32017.29944780984;17231.272724721453;19657.010429508966;10257.158890829747;1281.6069510818666;66652.00272048355;1.4108334041046637;1.198766113593053;0.5963098258562065;0.06784315856930284;4.585392900207436;248.8278231711133;267.86394652758935;1.916418633924352;12681.687472075813;17225.346920188545;24099.857358899233;11418.16988682342;17492.100419187856;10802.82888135386;217.5273781854355;78041.50351672943;2.9091988295665834;1.5175135223115337;8.382266193056914;0.3924134727191085;76.03463643107253;90.49741859856825;862.3616532412794;1.6192148011693457;9983.926411030534;14887.168048989603;22295.88262180758;12311.956210777047;5350.396455000005;7602.163626201194;19.430944018773985;64539.016833038346;8.966327983119601;2.621595212707592;7.082691030220743;0.19389376946572742;173.95864056030638;32.19595492164682;2004.5691140425158;0.703799170615011;721.7909237075809;1933.5142958354022;7013.078441579151;6291.28751787157;12717.519244470186;12663.310511686306;19.430944018773985;101715.14753500899;3.864023126332653;1.6343201728702714;18.349478507439358;0.9436902204840788;143.9895432822199;43.43725052157017;2341.657133305411;1.0042807710301231;2029.169592701861;9993.04741525112;18699.86891777525;16670.699325073387
