name;class;mean_psBeta;std_psBeta;peak_psBeta;min_psBeta;peak_frequency_psBeta;Q1_psBeta;Q2_psBeta;Q3_psBeta;Q_range_psBeta;amplitude_psBeta;spec_centroid_psBeta;kurtosis_psBeta;skewness_psBeta;coef_var_psBeta;flatness_psBeta;1st_moment_psBeta;2nd_moment_psBeta;rms_psBeta;crest_factor_psBeta;line_length_psBeta;nonlinear_energy_psBeta;Hurst_exponent_psBeta;Hjorth_activity_psBeta;Hjorth_mobility_psBeta;Hjorth_complexity_psBeta;Shannon_entropy_psBeta;Renyi_entropy_psBeta;spectral_entropy_psBeta;approx_entropy_psBeta
Z011;Z;3481.530311148684;3450.529673559375;27068.248273636127;211.29747725902362;12.034474005369784;1368.159481476806;2013.5318965890285;4672.81619030083;3304.6567088240245;26856.950796377103;17.485318564092942;7.302125859158366;2.2439447029249124;1.0089843127062086;0.00841940982495892;25750406.963754695;151336425942.38486;238.3315148249861;113.57393626064578;251177.31564107534;2932857534.6587877;0.5754731468806908;11906155.02811377;0.37269636709938236;1.5354395479875507;8.724513853119952;2.6263403673750423;-5456722.842177004;0.0023724803536309125
Z012;Z;3938.8910344674723;4081.2508883046025;20592.78238276382;259.5759598914948;13.136221625579694;1455.5370881491;2343.9222513276977;4273.766322074071;2818.2292339249707;20333.206422872325;17.167907961139765;3.0317712607349003;1.9016375642244998;0.9651185732675532;0.0077055767383390015;28604325.430698477;199644447001.3446;275.7815946192238;74.67061901355895;307696.6229215894;3689593755.6816216;0.5222512453593883;16656608.81328711;0.3134088697939332;1.6055312110973665;8.724513853119952;2.6263403673750423;-6289325.8102114815;0.0023724803536309125
Z013;Z;3028.292857377398;3268.4644045387536;19229.917422029914;201.19544597808607;13.602345618745424;1088.1769441826932;1963.7573992233101;3171.4132435038937;2083.2362993212005;19028.721976051827;17.286706229628432;6.196034937744839;2.452739089334118;0.926518536708602;0.00900147494516666;22143715.40816966;123490278337.92256;216.64439161973073;88.76259052107659;228516.49489140743;2604022885.2194047;0.5131042840432859;10682859.563736869;0.3509006504109263;1.636104961786513;8.724513853119952;2.6263403673750423;-4689578.700767728;0.0023724803536309125
Z014;Z;3224.0132289615885;1860.9631315791075;10056.595908930885;326.3864056299584;25.46731999023676;1842.5080251679067;2878.954052985587;4241.203681199091;2398.6956560311846;9730.209503300926;20.83715629596882;0.8075806004743789;0.9713717038541287;1.7324433645420338;0.009575438240016897;28416830.1745568;123125388866.09184;180.99700948129689;55.56222137454747;181278.53515692815;1121216813.7304306;0.5408366887367039;3463183.7770967185;0.35398641249356505;1.4416499688947197;8.724513853119952;2.6263403673750423;-4879458.08952903;0.0023724803536309125
Z015;Z;1516.5882148082792;760.951371417362;4311.381881924111;256.4333838130189;14.40746887966805;969.7472615446292;1333.517903962691;1893.743473865526;923.9962123208969;4054.9484981110927;20.360657346352628;1.0464541515877794;1.0455550070612492;1.993015942639612;0.015037330452818498;13061704.049367446;24085751202.193253;82.50061684642702;52.25878359127482;107885.85913673927;315614469.91387147;0.6010460015883137;579046.989661964;0.4895228382607666;1.586825283627905;8.724513853119952;2.6263403673750423;-2073540.0594681883;0.0023724803536309125
Z016;Z;4995.402491580128;2802.46758784819;17125.4222500639;310.2712522488718;14.449843788137663;3166.4019258106373;4640.155997321896;6289.434895709848;3123.032969899211;16815.150997815028;20.69652438476377;2.410924527942149;1.2105601769074112;1.7825014331087172;0.007486441584564502;43732899.58948918;275628038759.3672;278.4959207201094;61.492542532696866;350466.3281181614;2989577932.787684;0.5762718525848206;7853824.580939651;0.43094498830295386;1.485670546920783;8.724513853119952;2.6263403673750423;-7953475.92151734;0.0023724803536309125
Z017;Z;2042.295180475893;1529.3499481105375;10954.95785426469;149.2278797198836;15.254967049060289;919.9947879791503;1488.1204293445617;2842.8788608860605;1922.8840729069102;10805.729974544807;18.291514564490843;2.752718155471385;1.46242494318463;1.3354008237284622;0.011954480119994663;15801872.272354979;45876105605.01432;124.05558949925037;88.30684613635154;143629.4354766209;778428531.0779022;0.5375572607635889;2338911.2637857036;0.4067185093022877;1.5613862948214001;8.724513853119952;2.6263403673750423;-2952320.653239295;0.0023724803536309125
Z018;Z;5955.941570488403;3499.332053837939;22101.593209855928;733.6614268906536;15.339716865999513;3167.7770301188257;5229.607183925311;8365.791444426024;5198.014414307198;21367.931782965275;19.9144109949423;0.6193519779734862;0.8184346165944113;1.702022408521119;0.006724390481277296;50171635.88944834;387563647311.98517;335.8717700197394;65.80366432271757;429098.60132009716;4930749311.332203;0.5444253246426124;12245324.823017647;0.43871002866313114;1.5103986029790335;8.724513853119952;2.6263403673750423;-9696381.701025639;0.0023724803536309125
Z019;Z;2558.612420847665;2339.6123706002995;10346.874536056666;170.93636910376603;14.915967781303394;892.3588000035608;1482.416606746973;4066.161644113672;3173.8028441101114;10175.938166952901;17.628782270748243;0.40885566167481935;1.229717601846128;1.0936052711121433;0.009863085725454093;19079508.6024364;80973249359.00708;168.57267280325394;61.379311154025565;193367.2471500649;1390669529.0584898;0.5358686328011459;5473786.044665954;0.3390546518422041;1.5741860064730206;8.724513853119952;2.6263403673750423;-3861782.2169664665;0.0009125773741427423
Z020;Z;1632.3874410343649;852.2482557931073;4495.7841160463795;238.1977758592555;14.661718330485723;1010.6953501372625;1485.3714248936087;2172.3986214734905;1161.703271336228;4257.586340187124;20.091492156881223;0.06719783561392312;0.7509054317592051;1.9153895944501;0.01427743481918694;13873173.07518961;28001030365.71591;89.53538924395463;50.21237025950532;114335.62815853144;353492392.3301081;0.6117877896194995;726327.0895023937;0.46587543744007404;1.5197902357288038;8.724513853119952;2.6263403673750423;-2258482.231096927;0.007482692829686499
Z021;Z;1791.88957238192;823.8578405991343;4973.478164379531;261.32758363766794;18.60258481815963;1216.650878891296;1626.4128752842742;2261.4129133654665;1044.7620344741704;4712.150580741863;20.55054952941797;1.2186302646192244;0.9749567724163466;2.174998505905829;0.01377846290534018;15576685.417787988;33210097674.8786;95.89210323931232;51.865356962371685;128926.58895872702;395766452.66011405;0.5616563492217506;678741.7415166686;0.5259709682231093;1.495107092663756;8.724513853119952;2.6263403673750423;-2499217.279279192;0.004197635101913733
Z022;Z;2269.132781741904;1668.7258936274643;12408.168935412647;233.9382555230386;13.602345618745424;1233.2977996789664;1750.5474711597763;2861.260355326819;1627.9625556478527;12174.230679889608;19.297930082270273;8.11663162184443;2.3687696986723727;1.3597995874620725;0.011492817505292068;18522986.320474267;58491776177.469955;136.95100752297074;90.60297663988656;159224.92458976636;897022086.5791895;0.5463871187933941;2784646.108062779;0.37190162296503504;1.5974628188089546;8.724513853119952;2.6263403673750423;-3311273.2619408555;0.0009125773741427423
Z023;Z;6041.56809690599;3638.907899893562;21974.028815144957;1306.7002861549495;18.39071027581157;3308.9849909804516;5053.498498421942;7896.860654355887;4587.875663375436;20667.32852899001;20.25339158164422;2.7355513528053903;1.4586128238171643;1.660269581728822;0.006760654802844635;51759229.395499974;420102913803.0408;342.9195874196685;64.07924662598207;385214.5242051397;4210981449.121662;0.593647807753501;13241650.703907775;0.37769215260512795;1.428608816666196;8.724513853119952;2.6263403673750423;-9842135.704534978;0.0023724803536309125
Z024;Z;3461.5424330853702;1640.9726542383764;9465.488416061062;984.6033745192142;14.40746887966805;2265.7603256530815;3096.9912266339843;4413.971473257436;2148.211147604354;8480.885041541847;20.649337269313882;0.718027163423526;0.9823295027128187;2.10944553167583;0.00949287660149126;30235429.684103366;125313850725.30862;186.26011494902605;50.818654432010256;254636.65057688943;1825860533.0542386;0.6194365232466921;2692791.251958142;0.5467626937426252;1.6222712060674835;8.724513853119952;2.6263403673750423;-5249531.934543345;0.004197635101914621
Z025;Z;6371.896148573538;3781.9499142339278;19926.317413429562;866.2902010986948;26.230068342689776;3368.3962884646717;5763.245356064134;8382.46068884349;5014.064400378818;19060.027212330868;22.53125551369206;0.6716473478587961;0.9645686597379296;1.6848176980324263;0.0064948744725482925;60728764.957383364;547892723286.26306;360.2737522400778;55.308823608529615;372899.2493330619;4476206125.265888;0.4889163241256139;14303145.153774014;0.3423409824412928;1.471260477059811;8.724513853119952;2.6263403673750423;-10450971.130910706;0.0023724803536309125
Z026;Z;7320.983906746508;4644.097374653048;29262.314857754718;756.8900567374128;14.110844520380768;3889.815884628408;6164.351826021154;9739.15861651321;5849.342731884803;28505.424801017307;19.293905055319513;2.9557434632869866;1.4979049632732782;1.5764062025709453;0.006005528688284991;59748905.836706355;571938658598.3259;421.5373355556747;69.4180856345283;471889.4506538203;6725168591.799135;0.515639963324123;21567640.42525933;0.38596377478513927;1.4574693699965744;8.724513853119952;2.6263403673750423;-12208247.465266809;0.0023724803536309125
Z027;Z;3853.1746014106666;1933.8013333316453;11697.420570806798;261.3259126656749;12.16159873077862;2418.2671539118305;3669.6561456526733;4884.429986024084;2466.162832112254;11436.094658141123;20.030995478369466;1.5352141860472894;0.9400196150267772;1.9925390137011816;0.008803639681570885;32648376.43670923;150672973737.62396;209.61826221214693;55.80344215891013;276372.38324374834;2006102881.3449874;0.6637448737082622;3739587.596795249;0.5141335390447478;1.5563349934983377;8.724513853119952;2.6263403673750423;-5931931.6923828935;0.0023724803536309125
Z028;Z;2654.526068159956;1782.5665046447584;9782.433906172475;165.28116398664673;24.026573102269957;1317.6446928509824;2208.1954846508997;3552.3548536518983;2234.710160800916;9617.152742185828;21.09001622577582;0.786329564813157;1.0500856870479374;1.4891596253172992;0.010393659790373442;23681231.090227827;91760894461.59128;155.46811786926384;62.92244377975113;159839.99052828806;802196190.5822046;0.5301863761591262;3177543.3434814312;0.3482022861611522;1.2909290832879912;8.724513853119952;2.6263403673750423;-3948771.195522693;0.0023724803536309125
Z029;Z;5012.289868977702;2096.342455075675;14747.884538035423;1428.3742843900068;19.02633390285575;3340.8252494131457;4686.016490525764;6504.561572763887;3163.7363233507413;13319.510253645416;21.598540467651254;0.6826432156597977;0.7102735131068278;2.3909690217082233;0.007758510380755552;45793195.57641173;274860437294.66144;264.1624501066674;55.82884521278594;370075.0957235102;3306313670.7595134;0.6473660376710703;4394651.688952708;0.5851355614508283;1.6142642468829196;8.724513853119952;2.6263403673750423;-7923757.184618445;0.0023724803536309125
Z030;Z;5716.363608499061;5126.62306479147;28313.28685958886;259.1478349735549;24.238447644618017;2373.9130939574443;4348.560131517789;5914.519430215247;3540.6063362578025;28054.139024615306;21.790367890405644;4.144514430699666;1.9844213937883448;1.1150348945600859;0.006501066219200258;52689584.7283725;567357077836.8873;373.3405424615005;75.83769679262352;347360.85621485516;4780616037.592298;0.5130303306406889;26282264.048451886;0.27176574455953006;1.388372005477385;8.724513853119952;2.6263403673750423;-9419430.24476695;0.0023724803536309125
Z031;Z;2353.2201638056276;1495.9505945133315;8424.35966404898;350.30797935285057;12.076848913839395;1211.2402922747856;2111.7775057695667;3033.514801611444;1822.2745093366584;8074.051684696129;19.14420837965388;2.9794276970508964;1.5580606799246062;1.5730600812864322;0.011427675780980287;19056377.226758525;58517536259.482925;135.57960090296584;62.135893659093185;168952.28534233663;814329437.7246431;0.6308984727363407;2237868.18122479;0.42427830824154655;1.4607801918912025;8.724513853119952;2.6263403673750423;-3433054.7489809915;0.0009125773741427423
Z032;Z;2189.7352842723785;1119.0746883993568;6330.227058094395;376.7838897255483;25.382570173297538;1434.9785382556754;1907.4473078577553;2715.8368826797496;1280.8583444240742;5953.443168368847;19.92766154220499;0.4304807294620181;0.9477443454521113;1.9567373893555013;0.012181951702754107;18458156.427877687;48691031293.01393;119.56648222787533;52.94315714691644;148632.55852940114;595387731.0170958;0.6188052420414273;1252328.1582161174;0.4615738885679714;1.4898896175255105;8.724513853119952;2.6263403673750423;-3143802.418881988;0.0023724803536309125
Z033;Z;5164.367438446682;2765.4178876287046;13361.197119399429;878.3611085146974;13.5175958018062;3037.802486768497;4560.542572132626;6652.600956269663;3614.7984695011655;12482.836010884732;21.06139619394604;0.10391638892135813;0.8601110473815367;1.8674817507870511;0.007440159489064896;46009197.625277445;303919736355.90857;284.83426864922507;46.90867142764277;320642.6027027103;2904394623.276163;0.6102724485101273;7647536.093216807;0.4250566330263788;1.3824787372603338;8.724513853119952;2.6263403673750423;-8241549.975389041;0.0023724803536309125
Z034;Z;5157.202839770257;2607.308411684126;14596.186519012892;660.6709881498657;25.382570173297538;3254.2707915380415;4888.352447019972;6509.210013464637;3254.9392219265956;13935.515530863026;20.316067652724325;0.5075654905613294;0.7710788169662591;1.9779795963758235;0.007463882176990329;44319436.5978445;283279245280.0021;280.97600195420307;51.9481607592664;365420.462654972;3545363054.895483;0.5757765770861127;6798057.153638799;0.49583181945075633;1.5335636969286262;8.724513853119952;2.6263403673750423;-8218278.6649469435;0.0023724803536309125
Z035;Z;6724.706506665911;6706.710394000154;37800.59039075828;401.00976888757526;23.348574566756167;2554.6824004046975;4113.622239241488;7448.387658188852;4893.705257784154;37399.58062187071;22.114560154394248;3.806256688477191;1.9719354505754692;1.0026832995028168;0.0057641985286761895;62905990.935857;878713706848.9968;461.78203978608144;81.85807834421028;526172.8174483429;12810386892.557304;0.4836251418482307;44979964.30898971;0.3390661883056637;1.69343423735902;8.724513853119952;2.6263403673750423;-11363396.55599791;0.0023724803536309125
Z036;Z;6930.324479804535;3698.971125765925;20079.64203142057;1094.1324909131881;24.32319746155724;4154.344448111533;5959.304866492779;9270.212106339719;5115.867658228186;18985.509540507384;20.623262613945883;0.23099602826622245;0.8749492526613084;1.8735816647850994;0.006302703182536142;60457656.43892466;537175459091.07324;381.95646894861926;52.57049864004708;451852.1995647968;5437448299.871303;0.6298396134923183;13682387.389250036;0.41697371680356543;1.3997576504519125;8.724513853119952;2.6263403673750423;-11432913.512980549;0.0023724803536309125
Z037;Z;6200.02246509709;2625.647030829039;14397.76482692862;1500.474083323547;24.196072736148402;4066.9510219381855;5527.982939197439;8281.233550645575;4214.282528707389;12897.290743605074;22.036804485350924;-0.4628424140899883;0.5798353901310804;2.361331280366141;0.006873275867527052;57793932.85321817;437137681536.09875;327.37331622390553;43.979652932621214;417587.48674092354;4323726196.468935;0.5027511128391006;6894022.330501349;0.5370730927531111;1.537248531117952;8.724513853119952;2.6263403673750423;-10046308.870098874;0.0023724803536309125
Z038;Z;1328.575579010891;630.5025016022682;3466.2028168137213;227.28414299510936;13.009096900170858;870.63293453914;1188.1014971598202;1701.4264668731903;830.7935323340503;3238.9186738186118;19.91436502927716;0.416082693342668;0.8660367418178997;2.1071694016037057;0.016274418464943288;11191623.6178988;17338399360.33771;71.50272314857365;48.476514798064244;75606.50482380908;146319021.69316936;0.5987596782670083;397533.4045267182;0.42519033560992403;1.2863888456284975;8.724513853119952;2.6263403673750423;-1781670.8948621163;0.0023724803536309125
Z039;Z;7589.213688939762;6779.688389050028;34650.785885689926;365.08991408194913;23.26382474981694;3394.258947749964;4774.672514679458;9173.518241107955;5779.259293357991;34285.69597160798;21.861760720947725;2.5046115111539917;1.700261685801574;1.1194044996518144;0.005504874518264829;70181441.68683489;995029498057.552;494.79641936562734;70.03038932681706;436377.8025946124;7898055896.991179;0.5069448464902413;45964174.652619764;0.25642214848629064;1.467571753883834;8.724513853119952;2.6263403673750423;-12911277.496079927;0.0023724803536309125
Z040;Z;3074.956527603562;2040.7659124260747;14965.201061079675;320.8024054582473;18.60258481815963;1849.1728245044137;2772.6004173818183;3691.308673419941;1842.1358489155273;14644.398655621428;19.93970135437108;8.835671962221658;2.410822772812929;1.5067659200305024;0.009818506344841344;25935701.37651162;110852260875.59671;179.4401798553096;83.39938732309992;175802.61243605637;1026982260.24704;0.47359366996447055;4164725.509320229;0.33417711397196204;1.297663583016738;8.724513853119952;2.6263403673750423;-4638528.082969531;0.0023724803536309125
Z041;Z;6363.748594696366;4285.124886017299;27012.712562558805;825.1306699422072;23.00957529899927;3449.881037569585;5303.34300033443;8019.925721620772;4570.044684051187;26187.5818926166;20.48296453205838;5.003742051388876;1.951870336514508;1.4850789099430404;0.0064813824595605;55137388.74783115;517104158295.2912;373.0254285796829;72.4152041468362;497319.8079551341;7503943008.278513;0.5075447824039674;18362295.288764767;0.4491445489792262;1.5930594401226557;8.724513853119952;2.6263403673750423;-10461417.410313461;0.0023724803536309125
Z042;Z;1393.2499643514384;717.1346749872713;3167.992748911017;128.56001332820898;12.458223090065903;791.7822530446074;1303.3465687846583;1934.81951343747;1143.0372603928627;3039.4327355828077;20.731269013309028;-0.6173630862064607;0.45545605962330576;1.9428010009084664;0.015547111696154163;12217864.241217468;21303615324.61104;76.18919472595236;41.580604182864555;74512.123102712;139982327.107015;0.5954975109079407;514282.14206909924;0.34682295091640053;1.1265229432166302;8.724513853119952;2.6263403673750423;-1887616.5783608872;0.0009125773741427423
Z043;Z;3109.3264151150706;1476.4438355163622;7531.8370047660355;861.8155168273463;19.789082255308763;1960.6109304996517;2757.3385031131993;3908.561032527881;1947.9501020282291;6670.0214879386895;20.84198225884452;0.20230376358959035;0.8979261696162478;2.1059564477287647;0.010081704721444738;27412314.48987203;104611756939.19363;167.35882625712387;45.0041218214234;178794.70434091653;848346594.6504477;0.5848904357600636;2179886.3994342666;0.42180335128337837;1.3680195274721552;8.724513853119952;2.6263403673750423;-4654629.893064031;0.0023724803536309125
Z044;Z;5873.462630776582;3267.288719225495;16728.77869089562;747.8015582973096;24.068948010739568;3525.6870193621908;5012.062155676015;8045.385977630327;4519.698958268136;15980.97713259831;20.834204033905557;0.15323950590236368;0.8575888342381744;1.7976564471378815;0.006874189102640663;51762052.66725534;402357512363.3729;326.7894502563309;51.191305832467066;440522.28678374225;5037225552.47723;0.5766552713742291;10675175.574778175;0.4862943416802611;1.5538355955355585;8.724513853119952;2.6263403673750423;-9524226.492833994;0.0009125773741427423
Z045;Z;4888.42036237966;2506.0423203969926;14667.728000832964;811.2401036239229;16.14484012692214;2964.6179880807167;4518.045614945112;6044.206446417862;3079.5884583371453;13856.487897209041;20.283857043505265;2.4810792690768224;1.3549174032667934;1.95065355544565;0.007756259978485378;41942996.37500629;255775340883.6026;267.0958503321503;54.9155967140363;313784.023210952;2513125549.6282496;0.546377717875244;6280248.111620743;0.42263405309205876;1.4564495972434055;8.724513853119952;2.6263403673750423;-7736233.728461222;0.0023724803536309125
Z046;Z;4862.53075921204;2524.1286688363903;11845.364725231771;497.74844236277585;19.789082255308763;2952.3004629560273;4579.615021088543;6305.614993539285;3353.3145305832577;11347.616282868996;21.72305679354851;-0.26431202878410565;0.645124259782843;1.9264195281509322;0.007691656167827757;44681080.46947889;283549820056.8957;266.38030245229174;44.46787024484761;387450.83722234087;3664814993.0961103;0.5380247722140272;6371225.536841767;0.5330790874483924;1.6111187246366854;8.724513853119952;2.6263403673750423;-7702841.633050649;0.0023724803536309125
Z047;Z;5224.144972873272;3153.7100568729547;20033.777342674566;635.7004561279165;23.85707346839151;2878.9333668416502;4547.328415909547;6660.299662042564;3781.3662952009136;19398.07688654665;20.72630311221536;2.2343864291134476;1.364983229661687;1.6565076936886352;0.007299490136890048;45801260.76479934;331569935390.5349;296.7020371791167;67.52153619552107;350596.35628889117;4451212508.828263;0.5775728975985632;9945887.122821614;0.444803812196425;1.7157331551030799;8.724513853119952;2.6263403673750423;-8374863.815825833;0.0023724803536309125
Z048;Z;6348.984941270057;3285.6896791624636;15927.277069242331;873.2893748549774;24.068948010739568;3845.3498240318813;5827.475276314163;8446.604203169507;4601.254379137626;15053.987694387353;21.214621271439796;-0.2971380209273775;0.576036105889997;1.9323142357401324;0.006601603378143263;56974424.54755121;467345668824.0526;347.5866354654694;45.8224668158296;492391.00955791544;6001695928.582052;0.5827356643391275;10795756.667754734;0.5202153704407587;1.5607304409096892;8.724513853119952;2.6263403673750423;-10370040.958962146;0.0023724803536309125
Z049;Z;3193.4630315678114;2453.371199749173;15035.788858860538;373.8264984260135;17.627961923358555;1507.5007209047099;2506.2979520665963;3976.5150731696112;2469.0143522649014;14661.962360434525;19.73394989012992;3.586607050674629;1.7829520689950973;1.3016632101551955;0.00932437401884844;26657307.483518288;126709447614.46442;195.80250324846807;76.79058545937245;205948.41502048218;1404341505.0724435;0.5619152465438523;6019030.243758695;0.32514376412811014;1.3315582318046535;8.724513853119952;2.6263403673750423;-4878504.817485176;0.0023724803536309125
Z050;Z;7511.7400593656175;4856.8060002974635;29627.540197689075;1270.8826707403146;23.22144984134733;4138.460559074938;6476.998660622348;9001.742376441418;4863.28181736648;28356.657526948762;21.05258829297792;4.316955464365909;1.8855296278273892;1.546641982180377;0.005957688531905238;66893884.462652504;729273572544.0287;434.92561588963963;68.12093635157817;472383.3354559199;6131624171.490343;0.5496276143537094;23588564.524525445;0.3317521486587474;1.3916246878046805;8.724513853119952;2.6263403673750423;-12556431.113384165;0.0023724803536309125
Z051;Z;5490.610851413341;2998.729475488062;22677.14440224492;946.4096009891884;14.237969245789603;3789.3456085795597;4970.564670830972;6651.969400908384;2862.6237923288245;21730.734801255734;20.366002649152435;6.194598953271051;1.9078119794828314;1.8309790517264684;0.007230761099129909;47300619.34648272;324524930152.15674;304.183540730113;74.55085948376552;367717.6558496957;4172629558.1224566;0.5292128237194275;8992378.467160907;0.45244732895384127;1.5284211279853197;8.724513853119952;2.6263403673750423;-8816935.855639568;0.0023724803536309125
Z052;Z;4334.837455122804;2377.4273182991246;13495.644708705124;453.5725651265322;21.48407859409324;2437.65338975881;3907.1202651178673;5952.875937686673;3515.2225479278627;13042.07214357859;20.68815751741118;-0.06069607882885064;0.6736614663923438;1.8233312210040824;0.008130085983730622;37934555.43551271;215019371893.99878;240.38472127514825;56.141857257466;256214.81969698967;1977434524.1707444;0.5778951379997891;5652160.653794968;0.38025974463868367;1.4483412758591763;8.724513853119952;2.6263403673750423;-6788199.916308011;0.0023724803536309125
Z053;Z;3197.952455987862;1534.6230868735292;8810.628815514345;195.9360480928889;28.899687576275326;2117.3200486150354;2866.5628791288923;3959.574339300558;1842.2542906855228;8614.692767421457;20.41729026450329;0.8525355499797773;0.9955737667065865;2.083868334408428;0.00988425115436889;27619160.45995181;108110979620.4914;172.4662431733694;51.08610620489702;198393.2489443898;1154443450.92168;0.5257145134792665;2355068.01876524;0.4422502963066839;1.504546646348526;8.724513853119952;2.6263403673750423;-4805442.580374421;0.0023724803536309125
